ticker,period,period_type,source_document_type,source_url,final_url,local_path,file_hash,page_number,numeric_density,numeric_token_count,finance_anchor_hits,negative_keyword_hits,prose_ratio,finance_page_score,page_status,reject_reason,text_preview
FPT,2026-Q1,quarter,annual_report,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/20260424---fpt---bctc-hop-nhat-quy-1-nam-2026.pdf,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/20260424---fpt---bctc-hop-nhat-quy-1-nam-2026.pdf,data\raw\official_finance_documents\01ie\fpt_2026_q1_financial_statement_5adaee07d5aa1c5a.pdf,5adaee07d5aa1c5a16b2992ac20db480dc03dd9c02e61d0f361e6df479ec7012,11,0.0,0,0,0,1.0,-2.0,NON_FINANCE_NUMERIC_PAGE,INSUFFICIENT_FINANCE_ANCHORS,
FPT,2026-Q1,quarter,annual_report,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/20260424---fpt---bctc-hop-nhat-quy-1-nam-2026.pdf,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/20260424---fpt---bctc-hop-nhat-quy-1-nam-2026.pdf,data\raw\official_finance_documents\01ie\fpt_2026_q1_financial_statement_5adaee07d5aa1c5a.pdf,5adaee07d5aa1c5a16b2992ac20db480dc03dd9c02e61d0f361e6df479ec7012,12,0.0,0,0,0,1.0,-2.0,NON_FINANCE_NUMERIC_PAGE,INSUFFICIENT_FINANCE_ANCHORS,
FPT,2026-Q1,quarter,annual_report,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/20260424---fpt---bctc-hop-nhat-quy-1-nam-2026.pdf,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/20260424---fpt---bctc-hop-nhat-quy-1-nam-2026.pdf,data\raw\official_finance_documents\01ie\fpt_2026_q1_financial_statement_5adaee07d5aa1c5a.pdf,5adaee07d5aa1c5a16b2992ac20db480dc03dd9c02e61d0f361e6df479ec7012,13,0.0,0,0,0,1.0,-2.0,NON_FINANCE_NUMERIC_PAGE,INSUFFICIENT_FINANCE_ANCHORS,
FPT,2026-Q1,quarter,annual_report,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/20260424---fpt---bctc-hop-nhat-quy-1-nam-2026.pdf,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/20260424---fpt---bctc-hop-nhat-quy-1-nam-2026.pdf,data\raw\official_finance_documents\01ie\fpt_2026_q1_financial_statement_5adaee07d5aa1c5a.pdf,5adaee07d5aa1c5a16b2992ac20db480dc03dd9c02e61d0f361e6df479ec7012,14,0.0,0,0,0,1.0,-2.0,NON_FINANCE_NUMERIC_PAGE,INSUFFICIENT_FINANCE_ANCHORS,
FPT,2026-Q1,quarter,annual_report,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/20260424---fpt---bctc-hop-nhat-quy-1-nam-2026.pdf,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/20260424---fpt---bctc-hop-nhat-quy-1-nam-2026.pdf,data\raw\official_finance_documents\01ie\fpt_2026_q1_financial_statement_5adaee07d5aa1c5a.pdf,5adaee07d5aa1c5a16b2992ac20db480dc03dd9c02e61d0f361e6df479ec7012,15,0.0,0,0,0,1.0,-2.0,NON_FINANCE_NUMERIC_PAGE,INSUFFICIENT_FINANCE_ANCHORS,
FPT,2026-Q1,quarter,annual_report,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/20260424---fpt---bctc-hop-nhat-quy-1-nam-2026.pdf,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/20260424---fpt---bctc-hop-nhat-quy-1-nam-2026.pdf,data\raw\official_finance_documents\01ie\fpt_2026_q1_financial_statement_5adaee07d5aa1c5a.pdf,5adaee07d5aa1c5a16b2992ac20db480dc03dd9c02e61d0f361e6df479ec7012,16,0.0,0,0,0,1.0,-2.0,NON_FINANCE_NUMERIC_PAGE,INSUFFICIENT_FINANCE_ANCHORS,
FPT,2026-Q1,quarter,annual_report,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/20260424---fpt---bctc-hop-nhat-quy-1-nam-2026.pdf,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/20260424---fpt---bctc-hop-nhat-quy-1-nam-2026.pdf,data\raw\official_finance_documents\01ie\fpt_2026_q1_financial_statement_5adaee07d5aa1c5a.pdf,5adaee07d5aa1c5a16b2992ac20db480dc03dd9c02e61d0f361e6df479ec7012,17,0.0,0,0,0,1.0,-2.0,NON_FINANCE_NUMERIC_PAGE,INSUFFICIENT_FINANCE_ANCHORS,
FPT,2026-Q1,quarter,annual_report,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/20260424---fpt---bctc-hop-nhat-quy-1-nam-2026.pdf,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/20260424---fpt---bctc-hop-nhat-quy-1-nam-2026.pdf,data\raw\official_finance_documents\01ie\fpt_2026_q1_financial_statement_5adaee07d5aa1c5a.pdf,5adaee07d5aa1c5a16b2992ac20db480dc03dd9c02e61d0f361e6df479ec7012,18,0.0,0,0,0,1.0,-2.0,NON_FINANCE_NUMERIC_PAGE,INSUFFICIENT_FINANCE_ANCHORS,
FPT,2026-Q1,quarter,annual_report,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/20260424---fpt---bctc-hop-nhat-quy-1-nam-2026.pdf,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/20260424---fpt---bctc-hop-nhat-quy-1-nam-2026.pdf,data\raw\official_finance_documents\01ie\fpt_2026_q1_financial_statement_5adaee07d5aa1c5a.pdf,5adaee07d5aa1c5a16b2992ac20db480dc03dd9c02e61d0f361e6df479ec7012,19,0.0,0,0,0,1.0,-2.0,NON_FINANCE_NUMERIC_PAGE,INSUFFICIENT_FINANCE_ANCHORS,
FPT,2026-Q1,quarter,annual_report,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/20260424---fpt---bctc-hop-nhat-quy-1-nam-2026.pdf,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/20260424---fpt---bctc-hop-nhat-quy-1-nam-2026.pdf,data\raw\official_finance_documents\01ie\fpt_2026_q1_financial_statement_5adaee07d5aa1c5a.pdf,5adaee07d5aa1c5a16b2992ac20db480dc03dd9c02e61d0f361e6df479ec7012,20,0.0,0,0,0,1.0,-2.0,NON_FINANCE_NUMERIC_PAGE,INSUFFICIENT_FINANCE_ANCHORS,
FPT,2026-Q1,quarter,annual_report,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/20260424---fpt---bctc-hop-nhat-quy-1-nam-2026.pdf,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/20260424---fpt---bctc-hop-nhat-quy-1-nam-2026.pdf,data\raw\official_finance_documents\01ie\fpt_2026_q1_financial_statement_5adaee07d5aa1c5a.pdf,5adaee07d5aa1c5a16b2992ac20db480dc03dd9c02e61d0f361e6df479ec7012,21,0.0,0,0,0,1.0,-2.0,NON_FINANCE_NUMERIC_PAGE,INSUFFICIENT_FINANCE_ANCHORS,
FPT,2026-Q1,quarter,annual_report,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/20260424---fpt---bctc-hop-nhat-quy-1-nam-2026.pdf,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/20260424---fpt---bctc-hop-nhat-quy-1-nam-2026.pdf,data\raw\official_finance_documents\01ie\fpt_2026_q1_financial_statement_5adaee07d5aa1c5a.pdf,5adaee07d5aa1c5a16b2992ac20db480dc03dd9c02e61d0f361e6df479ec7012,22,0.0,0,0,0,1.0,-2.0,NON_FINANCE_NUMERIC_PAGE,INSUFFICIENT_FINANCE_ANCHORS,
FPT,2026-Q1,quarter,annual_report,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/20260424---fpt---bctc-hop-nhat-quy-1-nam-2026.pdf,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/20260424---fpt---bctc-hop-nhat-quy-1-nam-2026.pdf,data\raw\official_finance_documents\01ie\fpt_2026_q1_financial_statement_5adaee07d5aa1c5a.pdf,5adaee07d5aa1c5a16b2992ac20db480dc03dd9c02e61d0f361e6df479ec7012,23,0.0,0,0,0,1.0,-2.0,NON_FINANCE_NUMERIC_PAGE,INSUFFICIENT_FINANCE_ANCHORS,
FPT,2026-Q1,quarter,annual_report,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/20260424---fpt---bctc-hop-nhat-quy-1-nam-2026.pdf,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/20260424---fpt---bctc-hop-nhat-quy-1-nam-2026.pdf,data\raw\official_finance_documents\01ie\fpt_2026_q1_financial_statement_5adaee07d5aa1c5a.pdf,5adaee07d5aa1c5a16b2992ac20db480dc03dd9c02e61d0f361e6df479ec7012,24,0.0,0,0,0,1.0,-2.0,NON_FINANCE_NUMERIC_PAGE,INSUFFICIENT_FINANCE_ANCHORS,
FPT,2026-Q1,quarter,annual_report,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/20260424---fpt---bctc-hop-nhat-quy-1-nam-2026.pdf,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/20260424---fpt---bctc-hop-nhat-quy-1-nam-2026.pdf,data\raw\official_finance_documents\01ie\fpt_2026_q1_financial_statement_5adaee07d5aa1c5a.pdf,5adaee07d5aa1c5a16b2992ac20db480dc03dd9c02e61d0f361e6df479ec7012,25,0.0,0,0,0,1.0,-2.0,NON_FINANCE_NUMERIC_PAGE,INSUFFICIENT_FINANCE_ANCHORS,
FPT,2026-Q1,quarter,annual_report,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/20260424---fpt---bctc-hop-nhat-quy-1-nam-2026.pdf,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/20260424---fpt---bctc-hop-nhat-quy-1-nam-2026.pdf,data\raw\official_finance_documents\01ie\fpt_2026_q1_financial_statement_5adaee07d5aa1c5a.pdf,5adaee07d5aa1c5a16b2992ac20db480dc03dd9c02e61d0f361e6df479ec7012,26,0.0,0,0,0,1.0,-2.0,NON_FINANCE_NUMERIC_PAGE,INSUFFICIENT_FINANCE_ANCHORS,
FPT,2026-Q1,quarter,annual_report,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/20260424---fpt---bctc-hop-nhat-quy-1-nam-2026.pdf,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/20260424---fpt---bctc-hop-nhat-quy-1-nam-2026.pdf,data\raw\official_finance_documents\01ie\fpt_2026_q1_financial_statement_5adaee07d5aa1c5a.pdf,5adaee07d5aa1c5a16b2992ac20db480dc03dd9c02e61d0f361e6df479ec7012,27,0.0,0,0,0,1.0,-2.0,NON_FINANCE_NUMERIC_PAGE,INSUFFICIENT_FINANCE_ANCHORS,
FPT,2026-Q1,quarter,annual_report,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/20260424---fpt---bctc-hop-nhat-quy-1-nam-2026.pdf,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/20260424---fpt---bctc-hop-nhat-quy-1-nam-2026.pdf,data\raw\official_finance_documents\01ie\fpt_2026_q1_financial_statement_5adaee07d5aa1c5a.pdf,5adaee07d5aa1c5a16b2992ac20db480dc03dd9c02e61d0f361e6df479ec7012,28,0.0,0,0,0,1.0,-2.0,NON_FINANCE_NUMERIC_PAGE,INSUFFICIENT_FINANCE_ANCHORS,
FPT,2026-Q1,quarter,annual_report,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/20260424---fpt---bctc-hop-nhat-quy-1-nam-2026.pdf,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/20260424---fpt---bctc-hop-nhat-quy-1-nam-2026.pdf,data\raw\official_finance_documents\01ie\fpt_2026_q1_financial_statement_5adaee07d5aa1c5a.pdf,5adaee07d5aa1c5a16b2992ac20db480dc03dd9c02e61d0f361e6df479ec7012,29,0.0,0,0,0,1.0,-2.0,NON_FINANCE_NUMERIC_PAGE,INSUFFICIENT_FINANCE_ANCHORS,
FPT,2026-Q1,quarter,annual_report,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/20260424---fpt---bctc-hop-nhat-quy-1-nam-2026.pdf,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/20260424---fpt---bctc-hop-nhat-quy-1-nam-2026.pdf,data\raw\official_finance_documents\01ie\fpt_2026_q1_financial_statement_5adaee07d5aa1c5a.pdf,5adaee07d5aa1c5a16b2992ac20db480dc03dd9c02e61d0f361e6df479ec7012,30,0.0,0,0,0,1.0,-2.0,NON_FINANCE_NUMERIC_PAGE,INSUFFICIENT_FINANCE_ANCHORS,
FPT,2026-Q1,quarter,annual_report,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/20260424---fpt---bctc-hop-nhat-quy-1-nam-2026.pdf,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/20260424---fpt---bctc-hop-nhat-quy-1-nam-2026.pdf,data\raw\official_finance_documents\01ie\fpt_2026_q1_financial_statement_5adaee07d5aa1c5a.pdf,5adaee07d5aa1c5a16b2992ac20db480dc03dd9c02e61d0f361e6df479ec7012,31,0.0,0,0,0,1.0,-2.0,NON_FINANCE_NUMERIC_PAGE,INSUFFICIENT_FINANCE_ANCHORS,
FPT,2026-Q1,quarter,annual_report,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/20260424---fpt---bctc-hop-nhat-quy-1-nam-2026.pdf,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/20260424---fpt---bctc-hop-nhat-quy-1-nam-2026.pdf,data\raw\official_finance_documents\01ie\fpt_2026_q1_financial_statement_5adaee07d5aa1c5a.pdf,5adaee07d5aa1c5a16b2992ac20db480dc03dd9c02e61d0f361e6df479ec7012,32,0.0,0,0,0,1.0,-2.0,NON_FINANCE_NUMERIC_PAGE,INSUFFICIENT_FINANCE_ANCHORS,
FPT,2026-Q1,quarter,annual_report,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/20260424---fpt---bctc-hop-nhat-quy-1-nam-2026.pdf,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/20260424---fpt---bctc-hop-nhat-quy-1-nam-2026.pdf,data\raw\official_finance_documents\01ie\fpt_2026_q1_financial_statement_5adaee07d5aa1c5a.pdf,5adaee07d5aa1c5a16b2992ac20db480dc03dd9c02e61d0f361e6df479ec7012,33,0.0,0,0,0,1.0,-2.0,NON_FINANCE_NUMERIC_PAGE,INSUFFICIENT_FINANCE_ANCHORS,
FPT,2026-Q1,quarter,annual_report,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/20260424---fpt---bctc-hop-nhat-quy-1-nam-2026.pdf,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/20260424---fpt---bctc-hop-nhat-quy-1-nam-2026.pdf,data\raw\official_finance_documents\01ie\fpt_2026_q1_financial_statement_5adaee07d5aa1c5a.pdf,5adaee07d5aa1c5a16b2992ac20db480dc03dd9c02e61d0f361e6df479ec7012,34,0.0,0,0,0,1.0,-2.0,NON_FINANCE_NUMERIC_PAGE,INSUFFICIENT_FINANCE_ANCHORS,
FPT,2026-Q1,quarter,annual_report,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/20260424---fpt---bctc-hop-nhat-quy-1-nam-2026.pdf,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/20260424---fpt---bctc-hop-nhat-quy-1-nam-2026.pdf,data\raw\official_finance_documents\01ie\fpt_2026_q1_financial_statement_5adaee07d5aa1c5a.pdf,5adaee07d5aa1c5a16b2992ac20db480dc03dd9c02e61d0f361e6df479ec7012,35,0.0,0,0,0,1.0,-2.0,NON_FINANCE_NUMERIC_PAGE,INSUFFICIENT_FINANCE_ANCHORS,
FPT,2026-Q1,quarter,annual_report,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/20260424---fpt---bctc-hop-nhat-quy-1-nam-2026.pdf,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/20260424---fpt---bctc-hop-nhat-quy-1-nam-2026.pdf,data\raw\official_finance_documents\01ie\fpt_2026_q1_financial_statement_5adaee07d5aa1c5a.pdf,5adaee07d5aa1c5a16b2992ac20db480dc03dd9c02e61d0f361e6df479ec7012,36,0.0,0,0,0,1.0,-2.0,NON_FINANCE_NUMERIC_PAGE,INSUFFICIENT_FINANCE_ANCHORS,
FPT,2026-Q1,quarter,annual_report,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/20260424---fpt---bctc-hop-nhat-quy-1-nam-2026.pdf,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/20260424---fpt---bctc-hop-nhat-quy-1-nam-2026.pdf,data\raw\official_finance_documents\01ie\fpt_2026_q1_financial_statement_5adaee07d5aa1c5a.pdf,5adaee07d5aa1c5a16b2992ac20db480dc03dd9c02e61d0f361e6df479ec7012,37,0.0,0,0,0,1.0,-2.0,NON_FINANCE_NUMERIC_PAGE,INSUFFICIENT_FINANCE_ANCHORS,
FPT,2026-Q1,quarter,annual_report,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/20260424---fpt---bctc-hop-nhat-quy-1-nam-2026.pdf,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/20260424---fpt---bctc-hop-nhat-quy-1-nam-2026.pdf,data\raw\official_finance_documents\01ie\fpt_2026_q1_financial_statement_5adaee07d5aa1c5a.pdf,5adaee07d5aa1c5a16b2992ac20db480dc03dd9c02e61d0f361e6df479ec7012,38,0.0,0,0,0,1.0,-2.0,NON_FINANCE_NUMERIC_PAGE,INSUFFICIENT_FINANCE_ANCHORS,
FPT,2026-Q1,quarter,annual_report,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/20260424---fpt---bctc-hop-nhat-quy-1-nam-2026.pdf,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/20260424---fpt---bctc-hop-nhat-quy-1-nam-2026.pdf,data\raw\official_finance_documents\01ie\fpt_2026_q1_financial_statement_5adaee07d5aa1c5a.pdf,5adaee07d5aa1c5a16b2992ac20db480dc03dd9c02e61d0f361e6df479ec7012,39,0.0,0,0,0,1.0,-2.0,NON_FINANCE_NUMERIC_PAGE,INSUFFICIENT_FINANCE_ANCHORS,
FPT,2026-Q1,quarter,annual_report,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/20260424---fpt---bctc-hop-nhat-quy-1-nam-2026.pdf,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/20260424---fpt---bctc-hop-nhat-quy-1-nam-2026.pdf,data\raw\official_finance_documents\01ie\fpt_2026_q1_financial_statement_5adaee07d5aa1c5a.pdf,5adaee07d5aa1c5a16b2992ac20db480dc03dd9c02e61d0f361e6df479ec7012,40,0.0,0,0,0,1.0,-2.0,NON_FINANCE_NUMERIC_PAGE,INSUFFICIENT_FINANCE_ANCHORS,
