ticker,period,local_path,file_hash,page_number,text_snippet,detected_unit,notes
KDH,2026-Q1,data\raw\official_finance_documents\01ie\kdh_2026_q1_financial_statement_d2fe8d8130ad6e4a.pdf,d2fe8d8130ad6e4acc6dfd1f23352aba2af0411dcdc245ee9c89c7a9088f93d2,15,,,DOCUMENT_NOT_TEXT_EXTRACTABLE
KDH,2026-Q1,data\raw\official_finance_documents\01ie\kdh_2026_q1_financial_statement_d2fe8d8130ad6e4a.pdf,d2fe8d8130ad6e4acc6dfd1f23352aba2af0411dcdc245ee9c89c7a9088f93d2,16,,,DOCUMENT_NOT_TEXT_EXTRACTABLE
KDH,2026-Q1,data\raw\official_finance_documents\01ie\kdh_2026_q1_financial_statement_d2fe8d8130ad6e4a.pdf,d2fe8d8130ad6e4acc6dfd1f23352aba2af0411dcdc245ee9c89c7a9088f93d2,17,,,DOCUMENT_NOT_TEXT_EXTRACTABLE
KDH,2026-Q1,data\raw\official_finance_documents\01ie\kdh_2026_q1_financial_statement_d2fe8d8130ad6e4a.pdf,d2fe8d8130ad6e4acc6dfd1f23352aba2af0411dcdc245ee9c89c7a9088f93d2,18,,,DOCUMENT_NOT_TEXT_EXTRACTABLE
KDH,2026-Q1,data\raw\official_finance_documents\01ie\kdh_2026_q1_financial_statement_d2fe8d8130ad6e4a.pdf,d2fe8d8130ad6e4acc6dfd1f23352aba2af0411dcdc245ee9c89c7a9088f93d2,19,,,DOCUMENT_NOT_TEXT_EXTRACTABLE
KDH,2026-Q1,data\raw\official_finance_documents\01ie\kdh_2026_q1_financial_statement_d2fe8d8130ad6e4a.pdf,d2fe8d8130ad6e4acc6dfd1f23352aba2af0411dcdc245ee9c89c7a9088f93d2,20,,,DOCUMENT_NOT_TEXT_EXTRACTABLE
KDH,2026-Q1,data\raw\official_finance_documents\01ie\kdh_2026_q1_financial_statement_d2fe8d8130ad6e4a.pdf,d2fe8d8130ad6e4acc6dfd1f23352aba2af0411dcdc245ee9c89c7a9088f93d2,21,,,DOCUMENT_NOT_TEXT_EXTRACTABLE
KDH,2026-Q1,data\raw\official_finance_documents\01ie\kdh_2026_q1_financial_statement_d2fe8d8130ad6e4a.pdf,d2fe8d8130ad6e4acc6dfd1f23352aba2af0411dcdc245ee9c89c7a9088f93d2,22,,,DOCUMENT_NOT_TEXT_EXTRACTABLE
KDH,2026-Q1,data\raw\official_finance_documents\01ie\kdh_2026_q1_financial_statement_d2fe8d8130ad6e4a.pdf,d2fe8d8130ad6e4acc6dfd1f23352aba2af0411dcdc245ee9c89c7a9088f93d2,23,,,DOCUMENT_NOT_TEXT_EXTRACTABLE
KDH,2026-Q1,data\raw\official_finance_documents\01ie\kdh_2026_q1_financial_statement_d2fe8d8130ad6e4a.pdf,d2fe8d8130ad6e4acc6dfd1f23352aba2af0411dcdc245ee9c89c7a9088f93d2,24,,,DOCUMENT_NOT_TEXT_EXTRACTABLE
KDH,2026-Q1,data\raw\official_finance_documents\01ie\kdh_2026_q1_financial_statement_d2fe8d8130ad6e4a.pdf,d2fe8d8130ad6e4acc6dfd1f23352aba2af0411dcdc245ee9c89c7a9088f93d2,25,,,DOCUMENT_NOT_TEXT_EXTRACTABLE
KDH,2026-Q1,data\raw\official_finance_documents\01ie\kdh_2026_q1_financial_statement_d2fe8d8130ad6e4a.pdf,d2fe8d8130ad6e4acc6dfd1f23352aba2af0411dcdc245ee9c89c7a9088f93d2,26,,,DOCUMENT_NOT_TEXT_EXTRACTABLE
KDH,2026-Q1,data\raw\official_finance_documents\01ie\kdh_2026_q1_financial_statement_d2fe8d8130ad6e4a.pdf,d2fe8d8130ad6e4acc6dfd1f23352aba2af0411dcdc245ee9c89c7a9088f93d2,27,,,DOCUMENT_NOT_TEXT_EXTRACTABLE
KDH,2026-Q1,data\raw\official_finance_documents\01ie\kdh_2026_q1_financial_statement_d2fe8d8130ad6e4a.pdf,d2fe8d8130ad6e4acc6dfd1f23352aba2af0411dcdc245ee9c89c7a9088f93d2,28,,,DOCUMENT_NOT_TEXT_EXTRACTABLE
KDH,2026-Q1,data\raw\official_finance_documents\01ie\kdh_2026_q1_financial_statement_d2fe8d8130ad6e4a.pdf,d2fe8d8130ad6e4acc6dfd1f23352aba2af0411dcdc245ee9c89c7a9088f93d2,29,,,DOCUMENT_NOT_TEXT_EXTRACTABLE
KDH,2026-Q1,data\raw\official_finance_documents\01ie\kdh_2026_q1_financial_statement_d2fe8d8130ad6e4a.pdf,d2fe8d8130ad6e4acc6dfd1f23352aba2af0411dcdc245ee9c89c7a9088f93d2,30,,,DOCUMENT_NOT_TEXT_EXTRACTABLE
KDH,2026-Q1,data\raw\official_finance_documents\01ie\kdh_2026_q1_financial_statement_d2fe8d8130ad6e4a.pdf,d2fe8d8130ad6e4acc6dfd1f23352aba2af0411dcdc245ee9c89c7a9088f93d2,31,,,DOCUMENT_NOT_TEXT_EXTRACTABLE
KDH,2026-Q1,data\raw\official_finance_documents\01ie\kdh_2026_q1_financial_statement_d2fe8d8130ad6e4a.pdf,d2fe8d8130ad6e4acc6dfd1f23352aba2af0411dcdc245ee9c89c7a9088f93d2,32,,,DOCUMENT_NOT_TEXT_EXTRACTABLE
KDH,2026-Q1,data\raw\official_finance_documents\01ie\kdh_2026_q1_financial_statement_d2fe8d8130ad6e4a.pdf,d2fe8d8130ad6e4acc6dfd1f23352aba2af0411dcdc245ee9c89c7a9088f93d2,33,,,DOCUMENT_NOT_TEXT_EXTRACTABLE
KDH,2026-Q1,data\raw\official_finance_documents\01ie\kdh_2026_q1_financial_statement_d2fe8d8130ad6e4a.pdf,d2fe8d8130ad6e4acc6dfd1f23352aba2af0411dcdc245ee9c89c7a9088f93d2,34,,,DOCUMENT_NOT_TEXT_EXTRACTABLE
