ticker,period,period_type,field_name,value_vnd,raw_value,unit_raw,unit_multiplier,currency,source_category,source_name,source_url,final_url,local_path,file_hash,page_number,table_index,row_index,raw_label,raw_context,parser_name,parse_status,confidence_raw,manual_review_required,review_reason,fetch_time,notes
FPT,2026-Q1,quarter,,,,,,,official_company_document,official_python_pdf_parser_01if_patch2,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/20260424---fpt---bctc-hop-nhat-quy-1-nam-2026.pdf,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/20260424---fpt---bctc-hop-nhat-quy-1-nam-2026.pdf,data\raw\official_finance_documents\01ie\fpt_2026_q1_financial_statement_5adaee07d5aa1c5a.pdf,5adaee07d5aa1c5a16b2992ac20db480dc03dd9c02e61d0f361e6df479ec7012,,,,,,official_python_pdf_text_line_parser_01if_patch2,TABLE_EXTRACTION_UNAVAILABLE,low,True,NO_TABLE_BACKEND_OR_NO_TABLES_EXTRACTED,2026-06-07T07:04:51+00:00,no values inferred or fabricated
KDH,2026-Q1,quarter,,,,,,,official_company_document,official_python_pdf_parser_01if_patch2,https://www.khangdien.com.vn/wp-content/uploads/2026/04/20260429-kdh-bctc-hop-nhat-q12026-giai-trinh-trong-tm-sign.pdf,https://www.khangdien.com.vn/wp-content/uploads/2026/04/20260429-kdh-bctc-hop-nhat-q12026-giai-trinh-trong-tm-sign.pdf,data\raw\official_finance_documents\01ie\kdh_2026_q1_financial_statement_d2fe8d8130ad6e4a.pdf,d2fe8d8130ad6e4acc6dfd1f23352aba2af0411dcdc245ee9c89c7a9088f93d2,,,,,,official_python_pdf_text_line_parser_01if_patch2,TABLE_EXTRACTION_UNAVAILABLE,low,True,NO_TABLE_BACKEND_OR_NO_TABLES_EXTRACTED,2026-06-07T07:04:53+00:00,no values inferred or fabricated
NLG,2026-Q1,quarter,,,,,,,official_company_document,official_python_pdf_parser_01if_patch2,https://www.namlongvn.com/uploads/2026/04/20260424-NLG-Bao-cao-tai-chinh-Q1.2026-Hop-nhat-EN.pdf,https://www.namlongvn.com/uploads/2026/04/20260424-NLG-Bao-cao-tai-chinh-Q1.2026-Hop-nhat-EN.pdf/,data\raw\official_finance_documents\01ie\nlg_2026_q1_financial_statement_7502785c759011a5.pdf,7502785c759011a50ed9e34288d2ff4555d15f3cde60c2695fedb35221a08233,,,,,,official_python_pdf_text_line_parser_01if_patch2,DOCUMENT_NOT_TEXT_EXTRACTABLE,low,True,NO_TEXT_EXTRACTED_NO_OCR,2026-06-07T07:04:53+00:00,no values inferred or fabricated
NLG,2026-Q1,quarter,,,,,,,official_company_document,official_python_pdf_parser_01if_patch2,https://www.namlongvn.com/uploads/2026/04/20260424-NLG-Bao-cao-tai-chinh-Q1.2026-Hop-nhat-EN.pdf,https://www.namlongvn.com/uploads/2026/04/20260424-NLG-Bao-cao-tai-chinh-Q1.2026-Hop-nhat-EN.pdf/,data\raw\official_finance_documents\01ie\nlg_2026_q1_financial_statement_7502785c759011a5.pdf,7502785c759011a50ed9e34288d2ff4555d15f3cde60c2695fedb35221a08233,,,,,,official_python_pdf_text_line_parser_01if_patch2,TABLE_EXTRACTION_UNAVAILABLE,low,True,NO_TABLE_BACKEND_OR_NO_TABLES_EXTRACTED,2026-06-07T07:04:53+00:00,no values inferred or fabricated
SSI,2026-Q1,quarter,,,,,,,official_company_document,official_python_pdf_parser_01if_patch2,https://www.ssi.com.vn/upload/files/IR/20260423_SSI_Bao_cao_tai_chinh_hop_nhat_Quy_1_nam_2026.pdf,https://www.ssi.com.vn/upload/files/IR/20260423_SSI_Bao_cao_tai_chinh_hop_nhat_Quy_1_nam_2026.pdf,data\raw\official_finance_documents\01ie\ssi_2026_q1_financial_statement_be5e66907904207a.pdf,be5e66907904207a2eabf7189b6bd3b94f31712019b20a1d377b12762cb7e462,,,,,,official_python_pdf_text_line_parser_01if_patch2,DOCUMENT_NOT_TEXT_EXTRACTABLE,low,True,NO_TEXT_EXTRACTED_NO_OCR,2026-06-07T07:04:56+00:00,no values inferred or fabricated
SSI,2026-Q1,quarter,,,,,,,official_company_document,official_python_pdf_parser_01if_patch2,https://www.ssi.com.vn/upload/files/IR/20260423_SSI_Bao_cao_tai_chinh_hop_nhat_Quy_1_nam_2026.pdf,https://www.ssi.com.vn/upload/files/IR/20260423_SSI_Bao_cao_tai_chinh_hop_nhat_Quy_1_nam_2026.pdf,data\raw\official_finance_documents\01ie\ssi_2026_q1_financial_statement_be5e66907904207a.pdf,be5e66907904207a2eabf7189b6bd3b94f31712019b20a1d377b12762cb7e462,,,,,,official_python_pdf_text_line_parser_01if_patch2,TABLE_EXTRACTION_UNAVAILABLE,low,True,NO_TABLE_BACKEND_OR_NO_TABLES_EXTRACTED,2026-06-07T07:04:56+00:00,no values inferred or fabricated
NLG,2025-Q4,quarter,,,,,,,official_company_document,official_python_pdf_parser_01if_patch2,https://www.namlongvn.com/uploads/2026/01/20260129-NLG-CBTT-Bao-cao-tai-chinh-Quy-4.2025-Hop-nhat-EN.pdf,https://www.namlongvn.com/uploads/2026/01/20260129-NLG-CBTT-Bao-cao-tai-chinh-Quy-4.2025-Hop-nhat-EN.pdf/,data\raw\official_finance_documents\01ie\nlg_2025_q4_financial_statement_dc2f591d86825eb6.pdf,dc2f591d86825eb6a725b08147bf4e26c047f858f599d57108da4c73738c2268,,,,,,official_python_pdf_text_line_parser_01if_patch2,DOCUMENT_NOT_TEXT_EXTRACTABLE,low,True,NO_TEXT_EXTRACTED_NO_OCR,2026-06-07T07:04:56+00:00,no values inferred or fabricated
NLG,2025-Q4,quarter,,,,,,,official_company_document,official_python_pdf_parser_01if_patch2,https://www.namlongvn.com/uploads/2026/01/20260129-NLG-CBTT-Bao-cao-tai-chinh-Quy-4.2025-Hop-nhat-EN.pdf,https://www.namlongvn.com/uploads/2026/01/20260129-NLG-CBTT-Bao-cao-tai-chinh-Quy-4.2025-Hop-nhat-EN.pdf/,data\raw\official_finance_documents\01ie\nlg_2025_q4_financial_statement_dc2f591d86825eb6.pdf,dc2f591d86825eb6a725b08147bf4e26c047f858f599d57108da4c73738c2268,,,,,,official_python_pdf_text_line_parser_01if_patch2,TABLE_EXTRACTION_UNAVAILABLE,low,True,NO_TABLE_BACKEND_OR_NO_TABLES_EXTRACTED,2026-06-07T07:04:56+00:00,no values inferred or fabricated
SSI,2025-Q4,quarter,,,,,,,official_company_document,official_python_pdf_parser_01if_patch2,https://www.ssi.com.vn/upload/files/IR/20260130_SSI_Bao_cao_tai_chinh_hop_nhat_Quy_4_nam_2025.pdf,https://www.ssi.com.vn/upload/files/IR/20260130_SSI_Bao_cao_tai_chinh_hop_nhat_Quy_4_nam_2025.pdf,data\raw\official_finance_documents\01ie\ssi_2025_q4_financial_statement_8e274d934023ff51.pdf,8e274d934023ff5129a99729f181b75df47dafda50ee26d831979466ae432d22,,,,,,official_python_pdf_text_line_parser_01if_patch2,DOCUMENT_NOT_TEXT_EXTRACTABLE,low,True,NO_TEXT_EXTRACTED_NO_OCR,2026-06-07T07:05:03+00:00,no values inferred or fabricated
SSI,2025-Q4,quarter,,,,,,,official_company_document,official_python_pdf_parser_01if_patch2,https://www.ssi.com.vn/upload/files/IR/20260130_SSI_Bao_cao_tai_chinh_hop_nhat_Quy_4_nam_2025.pdf,https://www.ssi.com.vn/upload/files/IR/20260130_SSI_Bao_cao_tai_chinh_hop_nhat_Quy_4_nam_2025.pdf,data\raw\official_finance_documents\01ie\ssi_2025_q4_financial_statement_8e274d934023ff51.pdf,8e274d934023ff5129a99729f181b75df47dafda50ee26d831979466ae432d22,,,,,,official_python_pdf_text_line_parser_01if_patch2,TABLE_EXTRACTION_UNAVAILABLE,low,True,NO_TABLE_BACKEND_OR_NO_TABLES_EXTRACTED,2026-06-07T07:05:03+00:00,no values inferred or fabricated
PVS,2025,annual,,,,,,,official_company_document,official_python_pdf_parser_01if_patch2,https://www.ptsc.com.vn/Data/Sites/1/media/codong/2025/PTSC_BCTC Hop nhat 6T %C4%90N2025 SKT.pdf,https://www.ptsc.com.vn/Data/Sites/1/media/codong/2025/PTSC_BCTC%20Hop%20nhat%206T%20%C4%90N2025%20SKT.pdf,data\raw\official_finance_documents\01ie\pvs_2025_financial_statement_81c6aae9cf6573bc.pdf,81c6aae9cf6573bc8bc726488e9abd5303ef51d242670241663ec29589d38670,,,,,,official_python_pdf_text_line_parser_01if_patch2,DOCUMENT_NOT_TEXT_EXTRACTABLE,low,True,NO_TEXT_EXTRACTED_NO_OCR,2026-06-07T07:05:04+00:00,no values inferred or fabricated
PVS,2025,annual,,,,,,,official_company_document,official_python_pdf_parser_01if_patch2,https://www.ptsc.com.vn/Data/Sites/1/media/codong/2025/PTSC_BCTC Hop nhat 6T %C4%90N2025 SKT.pdf,https://www.ptsc.com.vn/Data/Sites/1/media/codong/2025/PTSC_BCTC%20Hop%20nhat%206T%20%C4%90N2025%20SKT.pdf,data\raw\official_finance_documents\01ie\pvs_2025_financial_statement_81c6aae9cf6573bc.pdf,81c6aae9cf6573bc8bc726488e9abd5303ef51d242670241663ec29589d38670,,,,,,official_python_pdf_text_line_parser_01if_patch2,TABLE_EXTRACTION_UNAVAILABLE,low,True,NO_TABLE_BACKEND_OR_NO_TABLES_EXTRACTED,2026-06-07T07:05:04+00:00,no values inferred or fabricated
PVS,2025,annual,net_profit,,,million VND,1000000,VND,official_company_document,official_python_pdf_parser_01if_patch2,https://www.ptsc.com.vn/Data/Sites/1/media/codong/2025/PTSC_BCTC Hop nhat nam 2024_SKT.pdf,https://www.ptsc.com.vn/Data/Sites/1/media/codong/2025/PTSC_BCTC%20Hop%20nhat%20nam%202024_SKT.pdf,data\raw\official_finance_documents\01ie\pvs_2025_financial_statement_7f82e3a18a6d115b.pdf,7f82e3a18a6d115b2a412a78ec3d38a0e27528317e327a4ddc4eea61203d3b7a,94,1,14,profit after tax in the Aud ited,profit after | tax | in the Aud | ited,official_python_pdf_table_row_parser_01if_patch2,FIELD_VALUE_AMBIGUOUS,low,True,FIELD_VALUE_NOT_FOUND,2026-06-07T07:05:10+00:00,normalized from python-native pdf table cells; no OCR; no missing values inferred or zero-filled
PVS,2025,annual,net_profit,,,million VND,1000000,VND,official_company_document,official_python_pdf_parser_01if_patch2,https://www.ptsc.com.vn/Data/Sites/1/media/codong/2025/PTSC_BCTC Hop nhat nam 2024_SKT.pdf,https://www.ptsc.com.vn/Data/Sites/1/media/codong/2025/PTSC_BCTC%20Hop%20nhat%20nam%202024_SKT.pdf,data\raw\official_finance_documents\01ie\pvs_2025_financial_statement_7f82e3a18a6d115b.pdf,7f82e3a18a6d115b2a412a78ec3d38a0e27528317e327a4ddc4eea61203d3b7a,94,1,58,"(Vietnam) Limited. Accor dingly, the n et profit after tax of the audited Consol idate d financial","(Vietnam) Limited. | Accor | dingly, the n | et profit after tax | of the | audited Consol | idate | d financial",official_python_pdf_table_row_parser_01if_patch2,FIELD_VALUE_AMBIGUOUS,low,True,FIELD_VALUE_NOT_FOUND,2026-06-07T07:05:10+00:00,normalized from python-native pdf table cells; no OCR; no missing values inferred or zero-filled
PVS,2025,annual,revenue,,,million VND,1000000,VND,official_company_document,official_python_pdf_parser_01if_patch2,https://www.ptsc.com.vn/Data/Sites/1/media/codong/2025/PTSC_BCTC Hop nhat nam 2024_SKT.pdf,https://www.ptsc.com.vn/Data/Sites/1/media/codong/2025/PTSC_BCTC%20Hop%20nhat%20nam%202024_SKT.pdf,data\raw\official_finance_documents\01ie\pvs_2025_financial_statement_7f82e3a18a6d115b.pdf,7f82e3a18a6d115b2a412a78ec3d38a0e27528317e327a4ddc4eea61203d3b7a,95,1,9,revenue and expens e item s based on the f inalized values and adjust ments accordi ng to the,revenue and | expens | e item | s based | on the f | inalized values | and adjust | ments accordi | ng to the,official_python_pdf_table_row_parser_01if_patch2,FIELD_VALUE_AMBIGUOUS,low,True,FIELD_VALUE_NOT_FOUND,2026-06-07T07:05:10+00:00,normalized from python-native pdf table cells; no OCR; no missing values inferred or zero-filled
PVS,2025,annual,net_profit,,,million VND,1000000,VND,official_company_document,official_python_pdf_parser_01if_patch2,https://www.ptsc.com.vn/Data/Sites/1/media/codong/2025/PTSC_BCTC Hop nhat nam 2024_SKT_EN.pdf,https://www.ptsc.com.vn/Data/Sites/1/media/codong/2025/PTSC_BCTC%20Hop%20nhat%20nam%202024_SKT_EN.pdf,data\raw\official_finance_documents\01ie\pvs_2025_financial_statement_fb734e773d9f5ba4.pdf,fb734e773d9f5ba43472bd2a2ec42bb7c95344dbf365546136fc4cd0f774c5b7,94,1,14,profit after tax in the Aud ited,profit after | tax | in the Aud | ited,official_python_pdf_table_row_parser_01if_patch2,FIELD_VALUE_AMBIGUOUS,low,True,FIELD_VALUE_NOT_FOUND,2026-06-07T07:05:16+00:00,normalized from python-native pdf table cells; no OCR; no missing values inferred or zero-filled
PVS,2025,annual,net_profit,,,million VND,1000000,VND,official_company_document,official_python_pdf_parser_01if_patch2,https://www.ptsc.com.vn/Data/Sites/1/media/codong/2025/PTSC_BCTC Hop nhat nam 2024_SKT_EN.pdf,https://www.ptsc.com.vn/Data/Sites/1/media/codong/2025/PTSC_BCTC%20Hop%20nhat%20nam%202024_SKT_EN.pdf,data\raw\official_finance_documents\01ie\pvs_2025_financial_statement_fb734e773d9f5ba4.pdf,fb734e773d9f5ba43472bd2a2ec42bb7c95344dbf365546136fc4cd0f774c5b7,94,1,58,"(Vietnam) Limited. Accor dingly, the n et profit after tax of the audited Consol idate d financial","(Vietnam) Limited. | Accor | dingly, the n | et profit after tax | of the | audited Consol | idate | d financial",official_python_pdf_table_row_parser_01if_patch2,FIELD_VALUE_AMBIGUOUS,low,True,FIELD_VALUE_NOT_FOUND,2026-06-07T07:05:16+00:00,normalized from python-native pdf table cells; no OCR; no missing values inferred or zero-filled
PVS,2025,annual,revenue,,,million VND,1000000,VND,official_company_document,official_python_pdf_parser_01if_patch2,https://www.ptsc.com.vn/Data/Sites/1/media/codong/2025/PTSC_BCTC Hop nhat nam 2024_SKT_EN.pdf,https://www.ptsc.com.vn/Data/Sites/1/media/codong/2025/PTSC_BCTC%20Hop%20nhat%20nam%202024_SKT_EN.pdf,data\raw\official_finance_documents\01ie\pvs_2025_financial_statement_fb734e773d9f5ba4.pdf,fb734e773d9f5ba43472bd2a2ec42bb7c95344dbf365546136fc4cd0f774c5b7,95,1,9,revenue and expens e item s based on the f inalized values and adjust ments accordi ng to the,revenue and | expens | e item | s based | on the f | inalized values | and adjust | ments accordi | ng to the,official_python_pdf_table_row_parser_01if_patch2,FIELD_VALUE_AMBIGUOUS,low,True,FIELD_VALUE_NOT_FOUND,2026-06-07T07:05:16+00:00,normalized from python-native pdf table cells; no OCR; no missing values inferred or zero-filled
NLG,2025-Q3,quarter,,,,,,,official_company_document,official_python_pdf_parser_01if_patch2,https://www.namlongvn.com/uploads/2025/10/20251029_NLG_CBTT-Bao-cao-tai-chinh-Quy-3.2025_Hop-nhat_EN.pdf,https://www.namlongvn.com/uploads/2025/10/20251029_NLG_CBTT-Bao-cao-tai-chinh-Quy-3.2025_Hop-nhat_EN.pdf/,data\raw\official_finance_documents\01ie\nlg_2025_q3_financial_statement_b70e7c24682cabd9.pdf,b70e7c24682cabd95d229423896d74a4120ae537f88b948337022522798cfe83,,,,,,official_python_pdf_text_line_parser_01if_patch2,DOCUMENT_NOT_TEXT_EXTRACTABLE,low,True,NO_TEXT_EXTRACTED_NO_OCR,2026-06-07T07:05:17+00:00,no values inferred or fabricated
NLG,2025-Q3,quarter,,,,,,,official_company_document,official_python_pdf_parser_01if_patch2,https://www.namlongvn.com/uploads/2025/10/20251029_NLG_CBTT-Bao-cao-tai-chinh-Quy-3.2025_Hop-nhat_EN.pdf,https://www.namlongvn.com/uploads/2025/10/20251029_NLG_CBTT-Bao-cao-tai-chinh-Quy-3.2025_Hop-nhat_EN.pdf/,data\raw\official_finance_documents\01ie\nlg_2025_q3_financial_statement_b70e7c24682cabd9.pdf,b70e7c24682cabd95d229423896d74a4120ae537f88b948337022522798cfe83,,,,,,official_python_pdf_text_line_parser_01if_patch2,TABLE_EXTRACTION_UNAVAILABLE,low,True,NO_TABLE_BACKEND_OR_NO_TABLES_EXTRACTED,2026-06-07T07:05:17+00:00,no values inferred or fabricated
