ticker,exchange,company_name,period,document_type,source_type,source_name,source_url,official_domain,candidate_origin,candidate_score,candidate_score_band,expected_file_type,consolidated_status,final_url,http_status,content_type,detected_file_type,local_path,file_hash,downloaded_at,download_status,document_confidence,manual_review_required,review_reason,notes
PVS,HNX,PTSC,2025,financial_statement,company_ir,PTSC financial statements 01ID_PATCH1 candidate,https://www.ptsc.com.vn/Data/Sites/1/media/codong/2025/PTSC_BCTC Hop nhat 6T %C4%90N2025 SKT.pdf,ptsc.com.vn,REFINED_SEED_DIRECT,79,REVIEWABLE_CANDIDATE,pdf,consolidated,https://www.ptsc.com.vn/Data/Sites/1/media/codong/2025/PTSC_BCTC%20Hop%20nhat%206T%20%C4%90N2025%20SKT.pdf,200,application/pdf,pdf,data\raw\official_finance_documents\01ie\pvs_2025_financial_statement_81c6aae9cf6573bc.pdf,81c6aae9cf6573bc8bc726488e9abd5303ef51d242670241663ec29589d38670,2026-06-06T13:13:46+00:00,DOWNLOADED,high,False,,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed; document saved; no finance values parsed in 01I-B; 01IE_DOCUMENT_FILE_DOWNLOADED_NOT_FINANCE_EVIDENCE"
PVS,HNX,PTSC,2025,financial_statement,company_ir,PTSC financial statements 01ID_PATCH1 candidate,https://www.ptsc.com.vn/Data/Sites/1/media/codong/2025/PTSC_BCTC Hop nhat nam 2024_SKT.pdf,ptsc.com.vn,REFINED_SEED_DIRECT,79,REVIEWABLE_CANDIDATE,pdf,consolidated,https://www.ptsc.com.vn/Data/Sites/1/media/codong/2025/PTSC_BCTC%20Hop%20nhat%20nam%202024_SKT.pdf,200,application/pdf,pdf,data\raw\official_finance_documents\01ie\pvs_2025_financial_statement_7f82e3a18a6d115b.pdf,7f82e3a18a6d115b2a412a78ec3d38a0e27528317e327a4ddc4eea61203d3b7a,2026-06-06T13:13:49+00:00,DOWNLOADED,high,False,,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed; document saved; no finance values parsed in 01I-B; 01IE_DOCUMENT_FILE_DOWNLOADED_NOT_FINANCE_EVIDENCE"
PVS,HNX,PTSC,2025,financial_statement,company_ir,PTSC financial statements 01ID_PATCH1 candidate,https://www.ptsc.com.vn/Data/Sites/1/media/codong/2025/PTSC_BCTC Hop nhat nam 2024_SKT_EN.pdf,ptsc.com.vn,REFINED_SEED_DIRECT,79,REVIEWABLE_CANDIDATE,pdf,consolidated,https://www.ptsc.com.vn/Data/Sites/1/media/codong/2025/PTSC_BCTC%20Hop%20nhat%20nam%202024_SKT_EN.pdf,200,application/pdf,pdf,data\raw\official_finance_documents\01ie\pvs_2025_financial_statement_fb734e773d9f5ba4.pdf,fb734e773d9f5ba43472bd2a2ec42bb7c95344dbf365546136fc4cd0f774c5b7,2026-06-06T13:13:52+00:00,DOWNLOADED,high,False,,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed; document saved; no finance values parsed in 01I-B; 01IE_DOCUMENT_FILE_DOWNLOADED_NOT_FINANCE_EVIDENCE"
NLG,HOSE,Nam Long,2025-Q3,financial_statement,company_ir,Nam Long financial reports 01ID_PATCH1 candidate,https://www.namlongvn.com/uploads/2025/10/20251029_NLG_CBTT-Bao-cao-tai-chinh-Quy-3.2025_Hop-nhat_EN.pdf,namlongvn.com,REFINED_SEED_DIRECT,79,REVIEWABLE_CANDIDATE,pdf,consolidated,https://www.namlongvn.com/uploads/2025/10/20251029_NLG_CBTT-Bao-cao-tai-chinh-Quy-3.2025_Hop-nhat_EN.pdf/,200,application/pdf,pdf,data\raw\official_finance_documents\01ie\nlg_2025_q3_financial_statement_b70e7c24682cabd9.pdf,b70e7c24682cabd95d229423896d74a4120ae537f88b948337022522798cfe83,2026-06-06T13:13:56+00:00,DOWNLOADED,high,False,,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed; document saved; no finance values parsed in 01I-B; 01IE_DOCUMENT_FILE_DOWNLOADED_NOT_FINANCE_EVIDENCE"
PVS,HNX,PTSC,2025-Q3,financial_statement,company_ir,PTSC financial statements 01ID_PATCH1 candidate,https://www.ptsc.com.vn/Data/Sites/1/media/codong/VIE EN_BCTC Hop nhat_Quy 3.2025.pdf,ptsc.com.vn,REFINED_SEED_DIRECT,79,REVIEWABLE_CANDIDATE,pdf,consolidated,https://www.ptsc.com.vn/Data/Sites/1/media/codong/VIE%20EN_BCTC%20Hop%20nhat_Quy%203.2025.pdf,200,application/pdf,pdf,data\raw\official_finance_documents\01ie\pvs_2025_q3_financial_statement_4725c9bda835de61.pdf,4725c9bda835de617ef59cb8c933eae12f8d365aca8c0afaadfadfae530d33e1,2026-06-06T13:14:00+00:00,DOWNLOADED,high,False,,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed; document saved; no finance values parsed in 01I-B; 01IE_DOCUMENT_FILE_DOWNLOADED_NOT_FINANCE_EVIDENCE"
SSI,HOSE,SSI Securities,2025-Q3,financial_statement,company_ir,SSI financial statements 01ID_PATCH1 candidate,https://www.ssi.com.vn/upload/files/IR/SSI_Bao_cao_tai_chinh_hop_nhat_Quy_3_nam_2025%20(1).pdf,ssi.com.vn,REFINED_SEED_DIRECT,79,REVIEWABLE_CANDIDATE,pdf,consolidated,https://www.ssi.com.vn/upload/files/IR/SSI_Bao_cao_tai_chinh_hop_nhat_Quy_3_nam_2025%20(1).pdf,200,application/pdf,pdf,data\raw\official_finance_documents\01ie\ssi_2025_q3_financial_statement_01d6b4d89d9bad8f.pdf,01d6b4d89d9bad8f7090f0ac66433fad2926ed961e150343a248f2293d0bfe06,2026-06-06T13:14:04+00:00,DOWNLOADED,high,False,,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed; document saved; no finance values parsed in 01I-B; 01IE_DOCUMENT_FILE_DOWNLOADED_NOT_FINANCE_EVIDENCE"
NLG,HOSE,Nam Long,2025-Q2,financial_statement,company_ir,Nam Long financial reports 01ID_PATCH1 candidate,https://www.namlongvn.com/uploads/2025/07/20250725-nlg-cbtt-bao-cao-tai-chinh-quy-2-2025-hop-nhat-en.pdf,namlongvn.com,REFINED_SEED_DIRECT,79,REVIEWABLE_CANDIDATE,pdf,consolidated,https://www.namlongvn.com/uploads/2025/07/20250725-nlg-cbtt-bao-cao-tai-chinh-quy-2-2025-hop-nhat-en.pdf/,200,application/pdf,pdf,data\raw\official_finance_documents\01ie\nlg_2025_q2_financial_statement_fa0f45875eaf46be.pdf,fa0f45875eaf46be960a14bb2fda4b0642e22c585c0a97adc5fba1760f765150,2026-06-06T13:14:23+00:00,DOWNLOADED,high,False,,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed; document saved; no finance values parsed in 01I-B; 01IE_DOCUMENT_FILE_DOWNLOADED_NOT_FINANCE_EVIDENCE"
PVS,HNX,PTSC,2025-Q2,financial_statement,company_ir,PTSC financial statements 01ID_PATCH1 candidate,https://www.ptsc.com.vn/Data/Sites/1/media/codong/2025/BCTC Q2_Webiste.pdf,ptsc.com.vn,REFINED_SEED_DIRECT,79,REVIEWABLE_CANDIDATE,pdf,consolidated,https://www.ptsc.com.vn/Data/Sites/1/media/codong/2025/BCTC%20Q2_Webiste.pdf,200,application/pdf,pdf,data\raw\official_finance_documents\01ie\pvs_2025_q2_financial_statement_4b78ed50d5120d57.pdf,4b78ed50d5120d5774dd26b50cda33e33fa1125959ccabc0f942c5328387638b,2026-06-06T13:14:28+00:00,DOWNLOADED,high,False,,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed; document saved; no finance values parsed in 01I-B; 01IE_DOCUMENT_FILE_DOWNLOADED_NOT_FINANCE_EVIDENCE"
NLG,HOSE,Nam Long,2026,financial_statement,company_ir,Nam Long financial reports 01ID_PATCH1 candidate,https://www.namlongvn.com/uploads/2026/03/20260318-NLG-CBTT-Bao-cao-tai-chinh-nam-2025-da-kiem-toan-Hop-nhat-EN.pdf,namlongvn.com,REFINED_SEED_DIRECT,79,REVIEWABLE_CANDIDATE,pdf,consolidated,https://www.namlongvn.com/uploads/2026/03/20260318-NLG-CBTT-Bao-cao-tai-chinh-nam-2025-da-kiem-toan-Hop-nhat-EN.pdf/,200,application/pdf,pdf,data\raw\official_finance_documents\01ie\nlg_2026_financial_statement_30c127471ae5b412.pdf,30c127471ae5b412126932996a2429debb86537f6ed2244376d45dd2993c8a21,2026-06-06T13:14:31+00:00,DOWNLOADED,high,False,,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed; document saved; no finance values parsed in 01I-B; 01IE_DOCUMENT_FILE_DOWNLOADED_NOT_FINANCE_EVIDENCE"
NLG,HOSE,Nam Long,2026,financial_statement,company_ir,Nam Long financial reports 01ID_PATCH1 candidate,https://www.namlongvn.com/uploads/2026/04/NLG-AGM-2026-Nam-Long-highlights-in-2025-Audited-consolidated-financial-reports-2025.pdf,namlongvn.com,REFINED_SEED_DIRECT,79,REVIEWABLE_CANDIDATE,pdf,consolidated,https://www.namlongvn.com/uploads/2026/04/NLG-AGM-2026-Nam-Long-highlights-in-2025-Audited-consolidated-financial-reports-2025.pdf/,200,application/pdf,pdf,data\raw\official_finance_documents\01ie\nlg_2026_financial_statement_d3f6641b903734a2.pdf,d3f6641b903734a2d0a40dbee03063b475ec8464ae83e18890db3dd6b84695d0,2026-06-06T13:14:36+00:00,DOWNLOADED,high,False,,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed; document saved; no finance values parsed in 01I-B; 01IE_DOCUMENT_FILE_DOWNLOADED_NOT_FINANCE_EVIDENCE"
NLG,HOSE,Nam Long,2025-Q1,financial_statement,company_ir,Nam Long financial reports 01ID_PATCH1 candidate,https://www.namlongvn.com/uploads/assets/files/Cong-bo-thong-tin/Bao-cao-tai-chinh/20250424-nlg-cbtt-bao-cao-tai-chinh-quy-1-nam-2025-hop-nhat-en.pdf,namlongvn.com,REFINED_SEED_DIRECT,79,REVIEWABLE_CANDIDATE,pdf,consolidated,https://www.namlongvn.com/uploads/assets/files/Cong-bo-thong-tin/Bao-cao-tai-chinh/20250424-nlg-cbtt-bao-cao-tai-chinh-quy-1-nam-2025-hop-nhat-en.pdf/,200,application/pdf,pdf,data\raw\official_finance_documents\01ie\nlg_2025_q1_financial_statement_59668b76686afdf2.pdf,59668b76686afdf2e3f33fc2fb625dc2e22bd7360bf524c80604529f357dbdc8,2026-06-06T13:14:40+00:00,DOWNLOADED,high,False,,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed; document saved; no finance values parsed in 01I-B; 01IE_DOCUMENT_FILE_DOWNLOADED_NOT_FINANCE_EVIDENCE"
PVS,HNX,PTSC,2024-Q4,financial_statement,company_ir,PTSC financial statements 01ID_PATCH1 candidate,https://www.ptsc.com.vn/Data/Sites/1/media/codong/2025/2025 01 24_162 PTSC-BTK_CBTT dinh ky BCTC.pdf,ptsc.com.vn,REFINED_SEED_DIRECT,79,REVIEWABLE_CANDIDATE,pdf,consolidated,https://www.ptsc.com.vn/Data/Sites/1/media/codong/2025/2025%2001%2024_162%20PTSC-BTK_CBTT%20dinh%20ky%20BCTC.pdf,200,application/pdf,pdf,data\raw\official_finance_documents\01ie\pvs_2024_q4_financial_statement_d40fac3bef48eb45.pdf,d40fac3bef48eb45694e87183c119c7e221a14f023a1f8b45d539f32abb879ac,2026-06-06T13:14:46+00:00,DOWNLOADED,high,False,,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed; document saved; no finance values parsed in 01I-B; 01IE_DOCUMENT_FILE_DOWNLOADED_NOT_FINANCE_EVIDENCE"
PVS,HNX,PTSC,2025-Q1,financial_statement,company_ir,PTSC financial statements 01ID_PATCH1 candidate,https://www.ptsc.com.vn/Data/Sites/1/media/codong/2025/Website_BCTC Hop nhat_QUY 1.2025-VN.pdf,ptsc.com.vn,REFINED_SEED_DIRECT,79,REVIEWABLE_CANDIDATE,pdf,consolidated,https://www.ptsc.com.vn/Data/Sites/1/media/codong/2025/Website_BCTC%20Hop%20nhat_QUY%201.2025-VN.pdf,200,application/pdf,pdf,data\raw\official_finance_documents\01ie\pvs_2025_q1_financial_statement_3b10ed0b1571f84b.pdf,3b10ed0b1571f84b888b03f51152d77aa52e969a629a1abbc62119a717a84c61,2026-06-06T13:14:50+00:00,DOWNLOADED,high,False,,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed; document saved; no finance values parsed in 01I-B; 01IE_DOCUMENT_FILE_DOWNLOADED_NOT_FINANCE_EVIDENCE"
PVS,HNX,PTSC,2026,financial_statement,company_ir,PTSC financial statements 01ID_PATCH1 candidate,https://www.ptsc.com.vn/Data/Sites/1/media/codong/2026/397 PTSC-BTK.pdf,ptsc.com.vn,REFINED_SEED_DIRECT,79,REVIEWABLE_CANDIDATE,pdf,consolidated,https://www.ptsc.com.vn/Data/Sites/1/media/codong/2026/397%20PTSC-BTK.pdf,200,application/pdf,pdf,data\raw\official_finance_documents\01ie\pvs_2026_financial_statement_f9c385f606f89a8f.pdf,f9c385f606f89a8ffa2cd28d3b4a9f4fac881953e27fb9c862e150f35fbe878f,2026-06-06T13:14:53+00:00,DOWNLOADED,high,False,,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed; document saved; no finance values parsed in 01I-B; 01IE_DOCUMENT_FILE_DOWNLOADED_NOT_FINANCE_EVIDENCE"
SSI,HOSE,SSI Securities,2026,financial_statement,company_ir,SSI financial statements 01ID_PATCH1 candidate,https://www.ssi.com.vn/upload/files/IR/20260327_SSI_Bao_cao_tai_chinh_hop_nhat_nam_2025_da_kiem_toan.pdf,ssi.com.vn,REFINED_SEED_DIRECT,79,REVIEWABLE_CANDIDATE,pdf,consolidated,https://www.ssi.com.vn/upload/files/IR/20260327_SSI_Bao_cao_tai_chinh_hop_nhat_nam_2025_da_kiem_toan.pdf,200,application/pdf,pdf,data\raw\official_finance_documents\01ie\ssi_2026_financial_statement_406da3dfc1130da4.pdf,406da3dfc1130da4c47b4e08c81c7ab1fd82a8e0bbe225af08b6fcb62cb91625,2026-06-06T13:14:57+00:00,DOWNLOADED,high,False,,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed; document saved; no finance values parsed in 01I-B; 01IE_DOCUMENT_FILE_DOWNLOADED_NOT_FINANCE_EVIDENCE"
NLG,HOSE,Nam Long,2025,financial_statement,company_ir,Nam Long financial reports 01ID_PATCH1 candidate,https://www.namlongvn.com/uploads/assets/files/Dai-hoi-dong-co-dong/2025/nlg-agm-2025-submission-audited-financial-report-2024-profit-distribution-plan-2024.pdf,namlongvn.com,REFINED_SEED_DIRECT,79,REVIEWABLE_CANDIDATE,pdf,unknown,https://www.namlongvn.com/uploads/assets/files/Dai-hoi-dong-co-dong/2025/nlg-agm-2025-submission-audited-financial-report-2024-profit-distribution-plan-2024.pdf/,200,application/pdf,pdf,data\raw\official_finance_documents\01ie\nlg_2025_financial_statement_afb75dcf5cb77001.pdf,afb75dcf5cb770013e13b6fda0a1288ddc02939452ef1daa80ea48ed33057ab7,2026-06-06T13:15:01+00:00,DOWNLOADED,high,False,,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed; document saved; no finance values parsed in 01I-B; 01IE_DOCUMENT_FILE_DOWNLOADED_NOT_FINANCE_EVIDENCE"
FPT,HOSE,FPT Corporation,2026,annual_report,company_ir,FPT investor relations EN 01ID_PATCH1 candidate,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/bctn-2025.pdf,fpt.com,REFINED_SEED_DIRECT,79,REVIEWABLE_CANDIDATE,pdf,unknown,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/bctn-2025.pdf,200,application/pdf,pdf,data\raw\official_finance_documents\01ie\fpt_2026_annual_report_9449a7251d126b63.pdf,9449a7251d126b635988974dbc72c2773c7fff39f4e5e858b5f7d3928b4e0e6c,2026-06-06T13:15:06+00:00,DOWNLOADED,high,False,,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed; document saved; no finance values parsed in 01I-B; 01IE_DOCUMENT_FILE_DOWNLOADED_NOT_FINANCE_EVIDENCE"
