balanced_rank,raw_rank,ticker,exchange,sector_raw,sector_bucket,firm_type,raw_evidence_priority_score,balanced_evidence_priority_score,liquidity_score,data_completeness_score,finance_sanity_score,source_coverage_score,market_crosscheck_status,finance_crosscheck_status,balance_action,evidence_stage,manual_review_required,reason,stage,eligibility_status,demotion_reason,current_market_rank
1246,1246,LSS,HOSE,Hàng Tiêu dùng / Thực phẩm và đồ uống / Sản xuất thực phẩm / Thực phẩm,Hàng Tiêu dùng,non_financial,0.0,0.0,63.1739,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1246
1247,1247,LTC,UPCoM,Công nghệ Thông tin / Công nghệ Thông tin / Thiết bị và Phần cứng / Phần cứng,Công nghệ Thông tin,non_financial,0.0,0.0,33.1737,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1247
1248,1248,LTG,UPCoM,Hàng Tiêu dùng / Thực phẩm và đồ uống / Sản xuất thực phẩm / Nuôi trồng nông & hải sản,Hàng Tiêu dùng,non_financial,0.0,0.0,61.4918,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1248
1249,1249,LUT,UPCoM,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Xây dựng,Công nghiệp,non_financial,0.0,0.0,39.7891,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1249
1250,1250,LWS,UPCoM,"Tiện ích Cộng đồng / Điện, nước & xăng dầu khí đốt / Nước & Khí đốt / Nước",Tiện ích Cộng đồng,non_financial,0.0,0.0,37.4329,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1250
1251,1251,LYF,UPCoM,Hàng Tiêu dùng / Thực phẩm và đồ uống / Sản xuất thực phẩm / Thực phẩm,Hàng Tiêu dùng,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1251
1252,1252,M10,UPCoM,Hàng Tiêu dùng / Hàng cá nhân & Gia dụng / Hàng cá nhân / Hàng May mặc,Hàng Tiêu dùng,non_financial,0.0,0.0,41.3322,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1252
1253,1253,MA1,UPCoM,Tài chính / Bất động sản / Bất động sản / Bất động sản,Tài chính,real_estate,0.0,0.0,39.8924,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1253
1254,1254,MAC,HNX,Công nghiệp / Hàng & Dịch vụ Công nghiệp / Công nghiệp nặng / Xe tải & Đóng tàu,Công nghiệp,non_financial,0.0,0.0,40.044,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1254
1255,1255,MAS,HNX,Dịch vụ Tiêu dùng / Du lịch và Giải trí / Du lịch & Giải trí / Vận tải hành khách & Du lịch,Dịch vụ Tiêu dùng,non_financial,0.0,0.0,17.3183,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1255
1256,1256,MBB,HOSE,Ngân hàng / Ngân hàng / Ngân hàng / Ngân hàng,Ngân hàng,bank,0.0,0.0,95.5953,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1256
1257,1257,MBG,HNX,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Vật liệu xây dựng & Nội thất,Công nghiệp,non_financial,0.0,0.0,69.6376,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1257
1258,1258,MBN,UPCoM,Công nghiệp / Hàng & Dịch vụ Công nghiệp / Tư vấn & Hỗ trợ Kinh doanh / Chất thải & Môi trường,Công nghiệp,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1258
1259,1259,MBS,HNX,Tài chính / Dịch vụ tài chính / Dịch vụ tài chính / Môi giới chứng khoán,Tài chính,securities,0.0,0.0,86.5205,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1259
1260,1260,MBT,UPCoM,Tài chính / Bất động sản / Bất động sản / Bất động sản,Tài chính,real_estate,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1260
1261,1261,MC3,UPCoM,Nguyên vật liệu / Tài nguyên Cơ bản / Khai khoáng / Khai khoáng,Nguyên vật liệu,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1261
1262,1262,MCC,HNX,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Vật liệu xây dựng & Nội thất,Công nghiệp,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1262
1263,1263,MCD,,Công nghiệp / Hàng & Dịch vụ Công nghiệp / Tư vấn & Hỗ trợ Kinh doanh / Chất thải & Môi trường,Công nghiệp,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_UNKNOWN_EXCHANGE; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_UNKNOWN_EXCHANGE,,1263
1264,1264,MCF,HNX,Hàng Tiêu dùng / Thực phẩm và đồ uống / Sản xuất thực phẩm / Thực phẩm,Hàng Tiêu dùng,non_financial,0.0,0.0,54.9214,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1264
1265,1265,MCG,UPCoM,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Xây dựng,Công nghiệp,real_estate,0.0,0.0,54.7587,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1265
1266,1266,MCH,HOSE,Hàng Tiêu dùng / Thực phẩm và đồ uống / Sản xuất thực phẩm / Thực phẩm,Hàng Tiêu dùng,non_financial,0.0,0.0,72.4443,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1266
1267,1267,MCI,UPCoM,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Vật liệu xây dựng & Nội thất,Công nghiệp,non_financial,0.0,0.0,37.4408,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1267
1268,1268,MCM,HOSE,Hàng Tiêu dùng / Thực phẩm và đồ uống / Sản xuất thực phẩm / Thực phẩm,Hàng Tiêu dùng,non_financial,0.0,0.0,58.3612,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1268
1269,1269,MCO,HNX,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Xây dựng,Công nghiệp,non_financial,0.0,0.0,48.17,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1269
1270,1270,MCP,HOSE,Công nghiệp / Hàng & Dịch vụ Công nghiệp / Hàng công nghiệp / Containers & Đóng gói,Công nghiệp,non_financial,0.0,0.0,55.3395,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1270
1271,1271,MDA,UPCoM,Công nghiệp / Hàng & Dịch vụ Công nghiệp / Tư vấn & Hỗ trợ Kinh doanh / Chất thải & Môi trường,Công nghiệp,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1271
1272,1272,MDC,HNX,Nguyên vật liệu / Tài nguyên Cơ bản / Khai khoáng / Khai thác Than,Nguyên vật liệu,non_financial,0.0,0.0,43.8327,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1272
1273,1273,MDF,UPCoM,Nguyên vật liệu / Tài nguyên Cơ bản / Lâm nghiệp và Giấy / Lâm sản và Chế biến gỗ,Nguyên vật liệu,non_financial,0.0,0.0,36.5836,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1273
1274,1274,MDG,HOSE,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Vật liệu xây dựng & Nội thất,Công nghiệp,non_financial,0.0,0.0,44.0832,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1274
1275,1275,MEC,UPCoM,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Xây dựng,Công nghiệp,non_financial,0.0,0.0,48.6509,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1275
1276,1276,MED,HNX,Dược phẩm và Y tế / Y tế / Dược phẩm / Dược phẩm,Dược phẩm và Y tế,non_financial,0.0,0.0,13.64,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1276
1277,1277,MEF,UPCoM,Dược phẩm và Y tế / Y tế / Thiết bị và Dịch vụ Y tế / Dụng cụ y tế,Dược phẩm và Y tế,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1277
1278,1278,MEG,UPCoM,Hàng Tiêu dùng / Hàng cá nhân & Gia dụng / Hàng gia dụng / Thiết bị gia dụng,Hàng Tiêu dùng,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1278
1279,1279,MEL,HNX,Nguyên vật liệu / Tài nguyên Cơ bản / Kim loại / Thép và sản phẩm thép,Nguyên vật liệu,non_financial,0.0,0.0,32.0729,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1279
1280,1280,MES,UPCoM,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Xây dựng,Công nghiệp,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1280
1281,1281,MFS,UPCoM,Viễn thông / Viễn thông / Viễn thông di động / Viễn thông di động,Viễn thông,non_financial,0.0,0.0,55.7637,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1281
1282,1282,MGC,UPCoM,Nguyên vật liệu / Tài nguyên Cơ bản / Khai khoáng / Khai khoáng,Nguyên vật liệu,non_financial,0.0,0.0,48.0126,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1282
1283,1283,MGG,UPCoM,Hàng Tiêu dùng / Hàng cá nhân & Gia dụng / Hàng cá nhân / Hàng May mặc,Hàng Tiêu dùng,non_financial,0.0,0.0,28.54,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1283
1284,1284,MGR,UPCoM,Tài chính / Bất động sản / Bất động sản / Bất động sản,Tài chính,real_estate,0.0,0.0,31.6529,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1284
1285,1285,MH3,UPCoM,Tài chính / Bất động sản / Bất động sản / Bất động sản,Tài chính,real_estate,0.0,0.0,33.0044,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1285
1286,1286,MHC,HOSE,Công nghiệp / Hàng & Dịch vụ Công nghiệp / Vận tải / Dịch vụ vận tải,Công nghiệp,non_financial,0.0,0.0,57.6628,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1286
1287,1287,MHL,UPCoM,Nguyên vật liệu / Tài nguyên Cơ bản / Kim loại / Thép và sản phẩm thép,Nguyên vật liệu,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1287
1288,1288,MIC,UPCoM,Nguyên vật liệu / Tài nguyên Cơ bản / Khai khoáng / Khai khoáng,Nguyên vật liệu,non_financial,0.0,0.0,63.3246,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1288
1289,1289,MIE,UPCoM,Công nghiệp / Hàng & Dịch vụ Công nghiệp / Công nghiệp nặng / Máy công nghiệp,Công nghiệp,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1289
1290,1290,MIG,HOSE,Tài chính / Bảo hiểm / Bảo hiểm phi nhân thọ / Bảo hiểm phi nhân thọ,Tài chính,insurance,0.0,0.0,67.416,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1290
1291,1291,MIM,UPCoM,Nguyên vật liệu / Tài nguyên Cơ bản / Khai khoáng / Khai khoáng,Nguyên vật liệu,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1291
1292,1292,MKP,UPCoM,Dược phẩm và Y tế / Y tế / Dược phẩm / Dược phẩm,Dược phẩm và Y tế,non_financial,0.0,0.0,28.54,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1292
1293,1293,MKV,HNX,Dược phẩm và Y tế / Y tế / Dược phẩm / Dược phẩm,Dược phẩm và Y tế,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1293
1294,1294,MLC,UPCoM,Công nghiệp / Hàng & Dịch vụ Công nghiệp / Tư vấn & Hỗ trợ Kinh doanh / Chất thải & Môi trường,Công nghiệp,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1294
1295,1295,MLS,UPCoM,Hàng Tiêu dùng / Thực phẩm và đồ uống / Sản xuất thực phẩm / Nuôi trồng nông & hải sản,Hàng Tiêu dùng,non_financial,0.0,0.0,43.5167,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1295
1296,1296,MML,UPCoM,Hàng Tiêu dùng / Thực phẩm và đồ uống / Sản xuất thực phẩm / Thực phẩm,Hàng Tiêu dùng,non_financial,0.0,0.0,59.1537,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1296
1297,1297,MNB,UPCoM,Hàng Tiêu dùng / Hàng cá nhân & Gia dụng / Hàng cá nhân / Hàng May mặc,Hàng Tiêu dùng,non_financial,0.0,0.0,17.3183,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1297
1298,1298,MND,UPCoM,Công nghiệp / Hàng & Dịch vụ Công nghiệp / Tư vấn & Hỗ trợ Kinh doanh / Chất thải & Môi trường,Công nghiệp,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1298
1299,1299,MPC,UPCoM,Hàng Tiêu dùng / Thực phẩm và đồ uống / Sản xuất thực phẩm / Nuôi trồng nông & hải sản,Hàng Tiêu dùng,non_financial,0.0,0.0,56.5111,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1299
1300,1300,MPT,UPCoM,Hàng Tiêu dùng / Hàng cá nhân & Gia dụng / Hàng cá nhân / Hàng May mặc,Hàng Tiêu dùng,non_financial,0.0,0.0,55.5816,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1300
1301,1301,MPY,UPCoM,Công nghiệp / Hàng & Dịch vụ Công nghiệp / Tư vấn & Hỗ trợ Kinh doanh / Chất thải & Môi trường,Công nghiệp,non_financial,0.0,0.0,22.3655,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1301
1302,1302,MQB,UPCoM,Công nghiệp / Hàng & Dịch vụ Công nghiệp / Tư vấn & Hỗ trợ Kinh doanh / Chất thải & Môi trường,Công nghiệp,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1302
1303,1303,MQN,UPCoM,Công nghiệp / Hàng & Dịch vụ Công nghiệp / Tư vấn & Hỗ trợ Kinh doanh / Chất thải & Môi trường,Công nghiệp,non_financial,0.0,0.0,40.1428,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1303
1304,1304,MRF,UPCoM,Dược phẩm và Y tế / Y tế / Thiết bị và Dịch vụ Y tế / Thiết bị y tế,Dược phẩm và Y tế,non_financial,0.0,0.0,38.3086,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1304
1305,1305,MSB,HOSE,Ngân hàng / Ngân hàng / Ngân hàng / Ngân hàng,Ngân hàng,bank,0.0,0.0,95.1931,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_0_full_universe,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_0_full_universe; new_stage=stage_0_full_universe.,stage_0_full_universe,BLOCKED_MISSING_MARKET,,1305
