balanced_rank,raw_rank,ticker,exchange,sector_raw,sector_bucket,firm_type,raw_evidence_priority_score,balanced_evidence_priority_score,liquidity_score,data_completeness_score,finance_sanity_score,source_coverage_score,market_crosscheck_status,finance_crosscheck_status,balance_action,evidence_stage,manual_review_required,reason,stage,eligibility_status,demotion_reason,current_market_rank
445,445,BAX,HNX,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Xây dựng,Công nghiệp,non_financial,0.0,0.0,17.3183,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_1_provisional_shortlist; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,445
446,446,BB,,,UNKNOWN,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_UNKNOWN_EXCHANGE; original_stage=stage_1_provisional_shortlist; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_UNKNOWN_EXCHANGE,,446
447,447,BBC,HOSE,Hàng Tiêu dùng / Thực phẩm và đồ uống / Sản xuất thực phẩm / Thực phẩm,Hàng Tiêu dùng,non_financial,0.0,0.0,46.5021,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_1_provisional_shortlist; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,447
448,448,BBH,UPCoM,Công nghiệp / Hàng & Dịch vụ Công nghiệp / Hàng công nghiệp / Containers & Đóng gói,Công nghiệp,non_financial,0.0,0.0,24.2476,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_1_provisional_shortlist; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,448
449,449,BBM,UPCoM,Hàng Tiêu dùng / Thực phẩm và đồ uống / Bia và đồ uống / Sản xuất bia,Hàng Tiêu dùng,non_financial,0.0,0.0,13.64,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_1_provisional_shortlist; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,449
450,450,BBS,HNX,Công nghiệp / Hàng & Dịch vụ Công nghiệp / Hàng công nghiệp / Containers & Đóng gói,Công nghiệp,non_financial,0.0,0.0,33.0044,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_1_provisional_shortlist; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,450
451,451,BBT,UPCoM,Hàng Tiêu dùng / Hàng cá nhân & Gia dụng / Hàng cá nhân / Hàng cá nhân,Hàng Tiêu dùng,non_financial,0.0,0.0,34.2358,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_1_provisional_shortlist; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,451
452,452,BCA,UPCoM,Nguyên vật liệu / Tài nguyên Cơ bản / Kim loại / Thép và sản phẩm thép,Nguyên vật liệu,non_financial,0.0,0.0,59.5937,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_1_provisional_shortlist; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,452
453,453,BCB,UPCoM,Nguyên vật liệu / Tài nguyên Cơ bản / Khai khoáng / Khai thác Than,Nguyên vật liệu,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_1_provisional_shortlist; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,453
454,454,BCC,HNX,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Vật liệu xây dựng & Nội thất,Công nghiệp,non_financial,0.0,0.0,62.0816,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_1_provisional_shortlist; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,454
455,455,BCE,HOSE,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Xây dựng,Công nghiệp,non_financial,0.0,0.0,60.3914,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_1_provisional_shortlist; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,455
456,456,BCF,HNX,Hàng Tiêu dùng / Thực phẩm và đồ uống / Sản xuất thực phẩm / Thực phẩm,Hàng Tiêu dùng,non_financial,0.0,0.0,26.7894,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_1_provisional_shortlist; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,456
457,457,BCG,HOSE,Tài chính / Dịch vụ tài chính / Dịch vụ tài chính / Tài chính đặc biệt,Tài chính,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_1_provisional_shortlist; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,457
458,458,BCI,HOSE,Bất động sản / Bất động sản / Quản lý và phát triển bất động sản,Bất động sản,real_estate,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_1_provisional_shortlist; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,458
459,459,BCM,HOSE,Tài chính / Bất động sản / Bất động sản / Bất động sản,Tài chính,real_estate,0.0,0.0,76.1376,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_1_provisional_shortlist; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,459
460,460,BCO,,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Xây dựng,Công nghiệp,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_UNKNOWN_EXCHANGE; original_stage=stage_1_provisional_shortlist; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_UNKNOWN_EXCHANGE,,460
461,461,BCP,UPCoM,Dược phẩm và Y tế / Y tế / Dược phẩm / Dược phẩm,Dược phẩm và Y tế,non_financial,0.0,0.0,38.0314,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_1_provisional_shortlist; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,461
462,462,BCR,UPCoM,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Xây dựng,Công nghiệp,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_1_provisional_shortlist; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,462
463,463,BCV,UPCoM,Dịch vụ Tiêu dùng / Du lịch và Giải trí / Du lịch & Giải trí / Khách sạn,Dịch vụ Tiêu dùng,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_1_provisional_shortlist; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,463
464,464,BDB,HNX,"Dịch vụ Tiêu dùng / Truyền thông / Truyền thông / Sách, ấn bản & sản phẩm văn hóa",Dịch vụ Tiêu dùng,non_financial,0.0,0.0,28.1502,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_1_provisional_shortlist; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,464
465,465,BDC,UPCoM,Công nghiệp / Hàng hóa công nghiệp / Kỹ thuật xây dựng,Công nghiệp,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_1_provisional_shortlist; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,465
466,466,BDF,UPCoM,Tiêu dùng không thiết yếu / Thời trang và hàng lâu bền / Thời trang và dệt may,Tiêu dùng không thiết yếu,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_1_provisional_shortlist; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,466
467,467,BDG,UPCoM,Hàng Tiêu dùng / Hàng cá nhân & Gia dụng / Hàng cá nhân / Hàng May mặc,Hàng Tiêu dùng,non_financial,0.0,0.0,39.1845,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_1_provisional_shortlist; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,467
468,468,BDT,UPCoM,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Vật liệu xây dựng & Nội thất,Công nghiệp,non_financial,0.0,0.0,46.0349,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_1_provisional_shortlist; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,468
469,469,BDW,UPCoM,"Tiện ích Cộng đồng / Điện, nước & xăng dầu khí đốt / Nước & Khí đốt / Nước",Tiện ích Cộng đồng,non_financial,0.0,0.0,22.3655,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_1_provisional_shortlist; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,469
470,470,BED,HNX,"Dịch vụ Tiêu dùng / Truyền thông / Truyền thông / Sách, ấn bản & sản phẩm văn hóa",Dịch vụ Tiêu dùng,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_1_provisional_shortlist; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,470
471,471,BEL,UPCoM,Hàng Tiêu dùng / Hàng cá nhân & Gia dụng / Hàng hóa giải trí / Điện tử tiêu dùng,Hàng Tiêu dùng,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_1_provisional_shortlist; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,471
472,472,BFC,HOSE,"Nguyên vật liệu / Hóa chất / Hóa chất / Sản phẩm hóa dầu, Nông dược & Hóa chất khác",Nguyên vật liệu,non_financial,0.0,0.0,69.2874,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_1_provisional_shortlist; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,472
473,473,BGE,UPCoM,"Tiện ích Cộng đồng / Điện, nước & xăng dầu khí đốt / Sản xuất & Phân phối Điện / Sản xuất & Phân phối Điện",Tiện ích Cộng đồng,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_1_provisional_shortlist; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,473
474,474,BGM,HOSE,Nguyên vật liệu / Nguyên vật liệu / Khai khoáng và luyện kim,Nguyên vật liệu,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_1_provisional_shortlist; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,474
475,475,BGW,UPCoM,"Tiện ích Cộng đồng / Điện, nước & xăng dầu khí đốt / Nước & Khí đốt / Nước",Tiện ích Cộng đồng,non_financial,0.0,0.0,35.3621,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_1_provisional_shortlist; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,475
476,476,BHA,UPCoM,"Tiện ích Cộng đồng / Điện, nước & xăng dầu khí đốt / Sản xuất & Phân phối Điện / Sản xuất & Phân phối Điện",Tiện ích Cộng đồng,non_financial,0.0,0.0,30.4432,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_1_provisional_shortlist; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,476
477,477,BHC,UPCoM,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Vật liệu xây dựng & Nội thất,Công nghiệp,non_financial,0.0,0.0,28.9047,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_1_provisional_shortlist; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,477
478,478,BHG,UPCoM,Hàng Tiêu dùng / Thực phẩm và đồ uống / Bia và đồ uống / Đồ uống & giải khát,Hàng Tiêu dùng,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_1_provisional_shortlist; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,478
479,479,BHH,UPCoM,Hàng Tiêu dùng / Thực phẩm và đồ uống / Bia và đồ uống / Sản xuất bia,Hàng Tiêu dùng,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_1_provisional_shortlist; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,479
480,480,BHI,UPCoM,Tài chính / Bảo hiểm / Bảo hiểm phi nhân thọ / Bảo hiểm phi nhân thọ,Tài chính,insurance,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_1_provisional_shortlist; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,480
481,481,BHK,UPCoM,Hàng Tiêu dùng / Thực phẩm và đồ uống / Bia và đồ uống / Sản xuất bia,Hàng Tiêu dùng,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_1_provisional_shortlist; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,481
482,482,BHN,HOSE,Hàng Tiêu dùng / Thực phẩm và đồ uống / Bia và đồ uống / Sản xuất bia,Hàng Tiêu dùng,non_financial,0.0,0.0,41.5658,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_1_provisional_shortlist; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,482
483,483,BHP,UPCoM,Hàng Tiêu dùng / Thực phẩm và đồ uống / Bia và đồ uống / Sản xuất bia,Hàng Tiêu dùng,non_financial,0.0,0.0,21.124,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_1_provisional_shortlist; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,483
484,484,BHS,HOSE,"Tiêu dùng thiết yếu / Thực phẩm, đồ uống và thuốc lá / Thực phẩm",Tiêu dùng thiết yếu,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_1_provisional_shortlist; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,484
485,485,BHT,UPCoM,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Xây dựng,Công nghiệp,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_1_provisional_shortlist; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,485
486,486,BHV,UPCoM,Nguyên vật liệu / Nguyên vật liệu / Vật liệu xây dựng,Nguyên vật liệu,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_1_provisional_shortlist; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,486
487,487,BIC,HOSE,Tài chính / Bảo hiểm / Bảo hiểm phi nhân thọ / Bảo hiểm phi nhân thọ,Tài chính,bank,0.0,0.0,63.735,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_1_provisional_shortlist; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,487
488,488,BID,HOSE,Ngân hàng / Ngân hàng / Ngân hàng / Ngân hàng,Ngân hàng,bank,0.0,0.0,92.0807,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_1_provisional_shortlist; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,488
489,489,BIG,UPCoM,Hàng Tiêu dùng / Thực phẩm và đồ uống / Sản xuất thực phẩm / Nuôi trồng nông & hải sản,Hàng Tiêu dùng,non_financial,0.0,0.0,74.0191,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_1_provisional_shortlist; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,489
490,490,BII,UPCoM,Tài chính / Bất động sản / Bất động sản / Bất động sản,Tài chính,real_estate,0.0,0.0,75.0492,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_1_provisional_shortlist; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,490
491,491,BIO,UPCoM,Dược phẩm và Y tế / Y tế / Dược phẩm / Dược phẩm,Dược phẩm và Y tế,non_financial,0.0,0.0,37.1082,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_1_provisional_shortlist; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,491
492,492,BKC,HNX,Nguyên vật liệu / Tài nguyên Cơ bản / Khai khoáng / Khai khoáng,Nguyên vật liệu,non_financial,0.0,0.0,52.8193,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_1_provisional_shortlist; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,492
493,493,BKG,HOSE,Hàng Tiêu dùng / Hàng cá nhân & Gia dụng / Hàng gia dụng / Thiết bị gia dụng,Hàng Tiêu dùng,non_financial,0.0,0.0,62.4417,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_1_provisional_shortlist; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,493
494,494,BKH,UPCoM,Hàng Tiêu dùng / Thực phẩm và đồ uống / Sản xuất thực phẩm / Thực phẩm,Hàng Tiêu dùng,non_financial,0.0,0.0,22.3655,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_1_provisional_shortlist; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,494
495,495,BLF,UPCoM,Hàng Tiêu dùng / Thực phẩm và đồ uống / Sản xuất thực phẩm / Nuôi trồng nông & hải sản,Hàng Tiêu dùng,non_financial,0.0,0.0,45.9649,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_1_provisional_shortlist; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,495
496,496,BLI,UPCoM,Tài chính / Bảo hiểm / Bảo hiểm phi nhân thọ / Bảo hiểm phi nhân thọ,Tài chính,insurance,0.0,0.0,48.2295,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_1_provisional_shortlist; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,496
497,497,BLN,UPCoM,Dịch vụ Tiêu dùng / Du lịch và Giải trí / Du lịch & Giải trí / Vận tải hành khách & Du lịch,Dịch vụ Tiêu dùng,non_financial,0.0,0.0,13.64,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_1_provisional_shortlist; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,497
498,498,BLT,UPCoM,Hàng Tiêu dùng / Thực phẩm và đồ uống / Sản xuất thực phẩm / Thực phẩm,Hàng Tiêu dùng,non_financial,0.0,0.0,27.7318,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_1_provisional_shortlist; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,498
499,499,BLU,UPCoM,Công nghiệp / Hàng & Dịch vụ Công nghiệp / Tư vấn & Hỗ trợ Kinh doanh / Chất thải & Môi trường,Công nghiệp,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_MISSING_MARKET; original_stage=stage_1_provisional_shortlist; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,499
500,500,BLW,,"Tiện ích Cộng đồng / Điện, nước & xăng dầu khí đốt / Nước & Khí đốt / Nước",Tiện ích Cộng đồng,non_financial,0.0,0.0,0.0,0.0,0.0,0.0,NOT_CHECKED,ONE_SOURCE_ONLY,KEPT,stage_1_provisional_shortlist,True,Current market gate status=BLOCKED_UNKNOWN_EXCHANGE; original_stage=stage_1_provisional_shortlist; new_stage=stage_1_provisional_shortlist.,stage_1_provisional_shortlist,BLOCKED_UNKNOWN_EXCHANGE,,500
