ticker,raw_rank,original_stage,new_stage,eligibility_status,demotion_reason,exchange,missing_market_flag,stale_price_flag,stale_days,trading_days_60d,avg_volume_60d,finance_quality_status,finance_core_metrics_present,finance_years_any_core_metric,finance_minimum_pass,finance_crosscheck_status,finance_confidence,manual_review_required
TOT,234,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,HNX,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
VCX,235,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
TV3,236,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,HNX,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
YBC,237,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
VGV,238,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
TTL,239,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,HNX,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
WTC,240,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
VTH,241,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,HNX,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
XLV,242,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
XDH,243,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
VPA,244,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
WCS,245,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,HNX,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
VPC,246,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
VFR,247,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
V21,248,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,HNX,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
TRS,249,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
VC1,250,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,HNX,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
VTA,251,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
TMX,252,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,HNX,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
VCR,253,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
TNC,254,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,HOSE,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
VNI,255,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
VGL,256,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
VSA,257,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,HNX,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
TGP,258,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
UDL,259,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
VNY,260,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
VBC,261,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,HNX,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
VQC,262,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
TED,263,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
TVH,264,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
VMS,265,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,HNX,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
VHL,266,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,HNX,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
TTS,267,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
VCM,268,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,HNX,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
TNB,269,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
TIX,270,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,HOSE,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
TMG,271,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
TNP,272,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
VIN,273,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
VTX,274,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
XHC,275,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
VHD,276,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
VSG,277,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
VVN,278,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
UPS,279,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,6,5,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
VCK,280,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,HOSE,True,True,,0,,PARTIAL_PROVISIONAL_DATA,6,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
VPX,281,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,HOSE,True,True,,0,,PARTIAL_PROVISIONAL_DATA,6,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
VDL,282,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,HNX,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,5,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
TD6,283,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,HNX,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,2,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
TDI,284,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,3,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
TEC,285,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
TEL,286,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
TGG,287,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
THM,288,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
THU,289,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
TKA,290,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
TKG,291,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
TL4,292,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
TLT,293,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
TMW,294,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
TNA,295,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
TNV,296,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,2,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
TPP,297,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,HNX,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
TQN,298,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
TR1,299,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
TRT,300,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
TRV,301,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,2,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
TSA,302,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,HOSE,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
TSG,303,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
TT6,304,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
TTB,305,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
TTZ,306,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
TUG,307,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
TVA,308,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
TVG,309,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
TVM,310,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
UCT,311,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
UEM,312,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
UMC,313,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
UTT,314,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,3,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
VBG,315,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
VBH,316,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
VBT,317,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,1,False,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
VCE,318,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
VDB,319,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
VDG,320,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
VDT,321,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
VE2,322,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
VE3,323,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,HNX,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
VE4,324,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,HNX,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
VES,325,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
VFC,326,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
VHF,327,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
VHH,328,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
VIH,329,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
VIW,330,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
VKD,331,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
VLP,332,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
VLS,333,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,3,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
VMA,334,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
VMK,335,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
VMT,336,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
VNT,337,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,HNX,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
VTS,338,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
VXP,339,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
VXT,340,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
X26,341,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
XDC,342,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,2,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
XPH,343,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
TKC,344,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
TS4,345,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,HOSE,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
UXC,346,stage_1_provisional_shortlist,stage_1_provisional_shortlist,BLOCKED_MISSING_MARKET,,UPCoM,True,True,,0,,PARTIAL_PROVISIONAL_DATA,5,4,True,ONE_SOURCE_ONLY,PROVISIONAL_LOW,True
