ticker,date,close,volume
VCI,2026-01-28,26.58,12948060
VCI,2026-01-29,26.58,5996431
VCI,2026-01-30,26.95,9464178
VCI,2026-02-02,26.47,13531647
VCI,2026-02-03,26.7,9328163
VCI,2026-02-04,27.03,15599017
VCI,2026-02-05,26.55,7688618
VCI,2026-02-06,25.19,14186420
VCI,2026-02-09,25.33,4856101
VCI,2026-02-10,25.56,4441794
VCI,2026-02-11,26.14,6364385
VCI,2026-02-12,26.4,5974418
VCI,2026-02-13,26.84,5808539
VCI,2026-02-23,27.17,7839328
VCI,2026-02-24,27.21,10114820
VCI,2026-02-25,26.84,9213403
VCI,2026-02-26,27.32,8553437
VCI,2026-02-27,28.31,22497591
VCI,2026-03-02,28.31,22934952
VCI,2026-03-03,28.09,18549314
VCI,2026-03-04,30.04,33946207
VCI,2026-03-05,29.78,20163803
VCI,2026-03-06,27.95,25528778
VCI,2026-03-09,26.0,7194169
VCI,2026-03-10,26.25,26414788
VCI,2026-03-11,27.36,14459698
VCI,2026-03-12,26.92,12448617
VCI,2026-03-13,27.17,14188818
VCI,2026-03-16,27.17,8939037
VCI,2026-03-17,27.39,10022266
VCI,2026-03-18,26.47,16472448
VCI,2026-03-19,25.78,15189783
VCI,2026-03-20,26.25,14296920
VCI,2026-03-23,24.45,16134631
VCI,2026-03-24,25.0,9594581
VCI,2026-03-25,25.74,12474555
VCI,2026-03-26,26.4,10732909
VCI,2026-03-27,26.7,8174945
VCI,2026-03-30,26.15,6258285
VCI,2026-03-31,26.7,13450374
VCI,2026-04-01,27.35,14412511
VCI,2026-04-02,26.95,10870893
VCI,2026-04-03,26.5,10414957
VCI,2026-04-06,26.3,6433864
VCI,2026-04-07,27.2,7212995
VCI,2026-04-08,29.0,20082500
VCI,2026-04-09,28.0,10773500
VCI,2026-04-10,27.9,10573300
VCI,2026-04-13,28.1,9510200
VCI,2026-04-14,27.95,6704400
VCI,2026-04-15,27.7,9024400
VCI,2026-04-16,27.6,6633600
VCI,2026-04-17,27.3,5589700
VCI,2026-04-20,27.4,6324700
VCI,2026-04-21,26.8,9107000
VCI,2026-04-22,26.55,6501200
VCI,2026-04-23,27.15,7864900
VCI,2026-04-24,27.0,3495900
VCI,2026-04-28,26.25,4846200
VCI,2026-04-29,26.2,8995300
VCI,2026-05-04,26.15,6414400
VCI,2026-05-05,25.6,8345900
VCI,2026-05-06,26.5,13158800
VCI,2026-05-07,25.9,10042500
VCI,2026-05-08,25.95,6295800
VCI,2026-05-11,25.7,10693500
VCI,2026-05-12,25.5,6732300
VCI,2026-05-13,25.7,8199800
VCI,2026-05-14,25.95,3877800
VCI,2026-05-15,25.6,6144600
VCI,2026-05-18,25.75,5827400
VCI,2026-05-19,25.6,10422800
VCI,2026-05-20,24.95,13665400
VCI,2026-05-21,24.6,5509000
VCI,2026-05-22,25.0,10250000
VCI,2026-05-25,24.75,4388500
VCI,2026-05-26,25.1,6068500
VCI,2026-05-27,25.1,4190200
VCI,2026-05-28,25.0,6066100
VCI,2026-05-29,24.65,6273900
VCI,2026-06-01,24.7,3912900
VCI,2026-06-02,24.35,5719500
VCI,2026-06-03,24.5,7880500
VCI,2026-06-04,24.35,4656600
VCI,2026-06-05,24.15,3996500
VCI,2026-06-08,23.4,8901600
VCI,2026-06-09,23.4,4290900
VCI,2026-06-10,23.5,3793000
VCI,2026-06-11,23.4,3601800
