ticker,date,close,volume
YEG,2026-01-28,11.5,830968
YEG,2026-01-29,11.59,1087749
YEG,2026-01-30,11.64,1065746
YEG,2026-02-02,11.4,2128031
YEG,2026-02-03,11.54,1553961
YEG,2026-02-04,11.78,2153086
YEG,2026-02-05,11.5,1374145
YEG,2026-02-06,11.31,1260157
YEG,2026-02-09,11.36,724102
YEG,2026-02-10,11.36,792220
YEG,2026-02-11,11.5,1317795
YEG,2026-02-12,11.4,446794
YEG,2026-02-13,11.36,769186
YEG,2026-02-23,11.5,1237668
YEG,2026-02-24,11.5,1379358
YEG,2026-02-25,11.68,1497057
YEG,2026-02-26,11.92,4082345
YEG,2026-02-27,11.68,1467411
YEG,2026-03-02,11.17,3526212
YEG,2026-03-03,11.26,1539147
YEG,2026-03-04,11.17,3018077
YEG,2026-03-05,11.26,1155763
YEG,2026-03-06,10.89,1224248
YEG,2026-03-09,10.14,1211208
YEG,2026-03-10,10.05,2625558
YEG,2026-03-11,10.33,963718
YEG,2026-03-12,10.19,1195416
YEG,2026-03-13,10.23,1030082
YEG,2026-03-16,10.19,716047
YEG,2026-03-17,10.37,884992
YEG,2026-03-18,10.19,707858
YEG,2026-03-19,10.09,813039
YEG,2026-03-20,9.91,1554147
YEG,2026-03-23,9.24,1951201
YEG,2026-03-24,9.28,1106109
YEG,2026-03-25,9.44,1249499
YEG,2026-03-26,9.35,692558
YEG,2026-03-27,9.39,2420615
YEG,2026-03-30,9.3,607416
YEG,2026-03-31,9.35,1390479
YEG,2026-04-01,9.49,885105
YEG,2026-04-02,9.35,950099
YEG,2026-04-03,9.29,926180
YEG,2026-04-06,9.15,810744
YEG,2026-04-07,9.2,423437
YEG,2026-04-08,9.44,2540203
YEG,2026-04-09,9.35,842844
YEG,2026-04-10,9.67,2234758
YEG,2026-04-13,10.0,2290210
YEG,2026-04-14,9.81,1164186
YEG,2026-04-15,9.63,1294074
YEG,2026-04-16,9.58,1059135
YEG,2026-04-17,9.63,549892
YEG,2026-04-20,9.58,519909
YEG,2026-04-21,9.49,599811
YEG,2026-04-22,9.53,1321682
YEG,2026-04-23,9.33,1586313
YEG,2026-04-24,9.34,611391
YEG,2026-04-28,9.3,706692
YEG,2026-04-29,9.35,421426
YEG,2026-05-04,9.35,723711
YEG,2026-05-05,9.31,579746
YEG,2026-05-06,9.34,675579
YEG,2026-05-07,9.32,851874
YEG,2026-05-08,9.26,835106
YEG,2026-05-11,9.17,1075558
YEG,2026-05-12,9.2,501402
YEG,2026-05-13,9.34,935463
YEG,2026-05-14,9.35,1105670
YEG,2026-05-15,9.33,545950
YEG,2026-05-18,9.39,1014031
YEG,2026-05-19,9.35,1118701
YEG,2026-05-20,9.54,1181101
YEG,2026-05-21,9.45,445100
YEG,2026-05-22,9.3,633225
YEG,2026-05-25,9.25,405916
YEG,2026-05-26,9.21,225010
YEG,2026-05-27,9.25,326347
YEG,2026-05-28,9.21,341836
YEG,2026-05-29,8.98,1707435
YEG,2026-06-01,8.83,801355
YEG,2026-06-02,9.04,1034400
YEG,2026-06-03,9.01,325800
YEG,2026-06-04,8.95,269300
YEG,2026-06-05,8.9,303600
YEG,2026-06-08,8.7,591500
YEG,2026-06-09,8.61,693700
YEG,2026-06-10,8.65,528500
YEG,2026-06-11,8.53,549300
