ticker,date,close,volume
VTZ,2026-01-28,20.1,1048000
VTZ,2026-01-29,20.2,1033200
VTZ,2026-01-30,20.2,1234000
VTZ,2026-02-02,20.2,1068600
VTZ,2026-02-03,20.3,1144100
VTZ,2026-02-04,20.2,1112600
VTZ,2026-02-05,20.3,1234300
VTZ,2026-02-06,20.1,1328100
VTZ,2026-02-09,19.9,999200
VTZ,2026-02-10,20.0,1088500
VTZ,2026-02-11,20.1,1318000
VTZ,2026-02-12,20.1,1121800
VTZ,2026-02-13,20.1,1156300
VTZ,2026-02-23,20.3,1157100
VTZ,2026-02-24,20.3,1220100
VTZ,2026-02-25,20.3,1239500
VTZ,2026-02-26,20.5,1410200
VTZ,2026-02-27,20.3,1150800
VTZ,2026-03-02,20.0,1278100
VTZ,2026-03-03,20.1,1215600
VTZ,2026-03-04,20.2,1222400
VTZ,2026-03-05,20.4,1542300
VTZ,2026-03-06,20.3,1179900
VTZ,2026-03-09,20.2,1157100
VTZ,2026-03-10,20.3,1508200
VTZ,2026-03-11,20.4,1258700
VTZ,2026-03-12,20.4,1137700
VTZ,2026-03-13,20.2,1322300
VTZ,2026-03-16,20.2,1341800
VTZ,2026-03-17,20.3,1116800
VTZ,2026-03-18,20.2,1111400
VTZ,2026-03-19,20.1,1163700
VTZ,2026-03-20,19.8,1243800
VTZ,2026-03-23,19.7,1214500
VTZ,2026-03-24,19.8,1269300
VTZ,2026-03-25,20.0,1025100
VTZ,2026-03-26,19.9,1071300
VTZ,2026-03-27,20.0,1202400
VTZ,2026-03-30,19.9,1097300
VTZ,2026-03-31,20.1,1425600
VTZ,2026-04-01,20.2,1201100
VTZ,2026-04-02,20.2,1215200
VTZ,2026-04-03,20.1,1120500
VTZ,2026-04-06,20.0,1033700
VTZ,2026-04-07,20.1,1469200
VTZ,2026-04-08,20.3,1342900
VTZ,2026-04-09,20.1,1102300
VTZ,2026-04-10,20.1,1164900
VTZ,2026-04-13,20.0,973300
VTZ,2026-04-14,19.9,920100
VTZ,2026-04-15,20.0,794500
VTZ,2026-04-16,20.0,824800
VTZ,2026-04-17,19.9,849200
VTZ,2026-04-20,19.9,784000
VTZ,2026-04-21,19.9,1072300
VTZ,2026-04-22,20.0,1016000
VTZ,2026-04-23,20.0,1236700
VTZ,2026-04-24,20.0,983000
VTZ,2026-04-28,20.0,1114400
VTZ,2026-04-29,20.0,1014400
VTZ,2026-05-04,20.1,994200
VTZ,2026-05-05,20.2,1312900
VTZ,2026-05-06,20.5,1191800
VTZ,2026-05-07,20.8,1033600
VTZ,2026-05-08,20.9,754100
VTZ,2026-05-11,20.7,1005900
VTZ,2026-05-12,20.5,978400
VTZ,2026-05-13,20.4,833300
VTZ,2026-05-14,20.5,1066400
VTZ,2026-05-15,20.5,1208100
VTZ,2026-05-18,20.6,1030800
VTZ,2026-05-19,20.6,1062400
VTZ,2026-05-20,20.5,808100
VTZ,2026-05-21,20.7,1304800
VTZ,2026-05-22,20.6,1294200
VTZ,2026-05-25,20.6,1077200
VTZ,2026-05-26,20.6,887200
VTZ,2026-05-27,20.5,1030000
VTZ,2026-05-28,20.4,933600
VTZ,2026-05-29,20.5,1064900
VTZ,2026-06-01,20.4,892800
VTZ,2026-06-02,20.4,930000
VTZ,2026-06-03,20.4,1011400
VTZ,2026-06-04,20.5,1083300
VTZ,2026-06-05,20.5,993400
VTZ,2026-06-08,20.3,844400
VTZ,2026-06-09,20.4,1159900
VTZ,2026-06-10,20.4,980500
VTZ,2026-06-11,20.5,844300
