ticker,date,close,volume
VSC,2026-01-28,20.1,5254500
VSC,2026-01-29,20.55,4542400
VSC,2026-01-30,20.6,5121600
VSC,2026-02-02,21.35,9045600
VSC,2026-02-03,22.2,10574400
VSC,2026-02-04,22.1,9321200
VSC,2026-02-05,21.6,5738300
VSC,2026-02-06,22.3,14183000
VSC,2026-02-09,22.35,6730200
VSC,2026-02-10,22.65,10856900
VSC,2026-02-11,23.5,18049900
VSC,2026-02-12,24.3,15596000
VSC,2026-02-13,24.8,16338000
VSC,2026-02-23,25.95,16120100
VSC,2026-02-24,24.9,12557900
VSC,2026-02-25,24.7,9058800
VSC,2026-02-26,25.1,10353700
VSC,2026-02-27,25.9,12120400
VSC,2026-03-02,27.1,25845600
VSC,2026-03-03,27.5,15578300
VSC,2026-03-04,25.6,21334200
VSC,2026-03-05,25.7,9097000
VSC,2026-03-06,24.35,14331200
VSC,2026-03-09,22.65,5121500
VSC,2026-03-10,21.85,9260600
VSC,2026-03-11,23.35,5347300
VSC,2026-03-12,24.2,5408300
VSC,2026-03-13,24.8,9552400
VSC,2026-03-16,25.3,8661100
VSC,2026-03-17,25.1,5253800
VSC,2026-03-18,25.8,9372100
VSC,2026-03-19,25.75,4893500
VSC,2026-03-20,25.25,4681400
VSC,2026-03-23,23.5,3751400
VSC,2026-03-24,23.5,6588400
VSC,2026-03-25,23.95,4166400
VSC,2026-03-26,23.6,3119500
VSC,2026-03-27,23.75,3753900
VSC,2026-03-30,23.3,3156200
VSC,2026-03-31,23.7,2640700
VSC,2026-04-01,24.25,5369500
VSC,2026-04-02,24.3,4967000
VSC,2026-04-03,23.8,3907600
VSC,2026-04-06,23.55,4102000
VSC,2026-04-07,24.6,8376400
VSC,2026-04-08,25.4,7899000
VSC,2026-04-09,24.9,5950100
VSC,2026-04-10,25.0,8412400
VSC,2026-04-13,25.1,5244900
VSC,2026-04-14,24.8,7001200
VSC,2026-04-15,24.3,6993100
VSC,2026-04-16,23.8,9699500
VSC,2026-04-17,23.45,4773900
VSC,2026-04-20,23.45,3432200
VSC,2026-04-21,23.45,3269000
VSC,2026-04-22,23.05,4983600
VSC,2026-04-23,22.1,10788400
VSC,2026-04-24,22.2,2859500
VSC,2026-04-28,21.65,4050500
VSC,2026-04-29,21.35,6358800
VSC,2026-05-04,21.6,3939300
VSC,2026-05-05,21.45,4237700
VSC,2026-05-06,21.9,4403000
VSC,2026-05-07,22.05,6303600
VSC,2026-05-08,22.1,6242700
VSC,2026-05-11,22.6,8009400
VSC,2026-05-12,22.05,7074400
VSC,2026-05-13,22.0,7181600
VSC,2026-05-14,21.7,5723600
VSC,2026-05-15,21.5,4513800
VSC,2026-05-18,21.45,5093800
VSC,2026-05-19,21.3,3781900
VSC,2026-05-20,20.65,5487500
VSC,2026-05-21,20.6,2211500
VSC,2026-05-22,20.5,4080400
VSC,2026-05-25,20.4,2136200
VSC,2026-05-26,20.6,2696400
VSC,2026-05-27,20.6,2743000
VSC,2026-05-28,20.2,2967600
VSC,2026-05-29,20.0,3031800
VSC,2026-06-01,19.85,1345800
VSC,2026-06-02,19.25,3801600
VSC,2026-06-03,19.65,4468600
VSC,2026-06-04,20.1,2737700
VSC,2026-06-05,19.5,2944900
VSC,2026-06-08,18.5,4538800
VSC,2026-06-09,18.5,2596000
VSC,2026-06-10,18.5,3025000
VSC,2026-06-11,18.45,2013800
