ticker,date,close,volume
VIG,2026-01-28,5.5,119700
VIG,2026-01-29,5.5,79900
VIG,2026-01-30,5.6,36900
VIG,2026-02-02,5.5,115900
VIG,2026-02-03,5.5,75100
VIG,2026-02-04,5.5,120700
VIG,2026-02-05,5.5,54500
VIG,2026-02-06,5.3,117800
VIG,2026-02-09,5.4,50100
VIG,2026-02-10,5.4,28300
VIG,2026-02-11,5.4,148900
VIG,2026-02-12,5.3,63200
VIG,2026-02-13,5.5,78800
VIG,2026-02-23,5.5,46400
VIG,2026-02-24,5.5,88300
VIG,2026-02-25,5.5,54600
VIG,2026-02-26,5.4,41000
VIG,2026-02-27,5.5,80500
VIG,2026-03-02,5.4,190700
VIG,2026-03-03,5.4,225400
VIG,2026-03-04,5.2,230700
VIG,2026-03-05,5.4,294700
VIG,2026-03-06,5.2,130900
VIG,2026-03-09,4.7,293700
VIG,2026-03-10,4.7,215300
VIG,2026-03-11,4.8,183200
VIG,2026-03-12,4.7,77300
VIG,2026-03-13,4.7,96000
VIG,2026-03-16,4.8,31500
VIG,2026-03-17,4.9,137400
VIG,2026-03-18,4.9,16900
VIG,2026-03-19,4.7,139300
VIG,2026-03-20,4.6,96100
VIG,2026-03-23,4.5,123700
VIG,2026-03-24,4.6,69200
VIG,2026-03-25,4.7,159600
VIG,2026-03-26,4.6,71600
VIG,2026-03-27,4.8,175500
VIG,2026-03-30,4.7,72800
VIG,2026-03-31,4.7,57800
VIG,2026-04-01,4.8,70700
VIG,2026-04-02,4.7,73600
VIG,2026-04-03,4.7,27400
VIG,2026-04-06,4.6,55000
VIG,2026-04-07,4.7,11600
VIG,2026-04-08,4.9,235700
VIG,2026-04-09,4.9,57300
VIG,2026-04-10,4.8,70800
VIG,2026-04-13,4.8,33100
VIG,2026-04-14,4.8,62500
VIG,2026-04-15,4.7,92400
VIG,2026-04-16,4.7,51600
VIG,2026-04-17,4.7,23700
VIG,2026-04-20,4.6,47300
VIG,2026-04-21,4.6,95300
VIG,2026-04-22,4.7,20100
VIG,2026-04-23,4.6,27900
VIG,2026-04-24,4.6,70800
VIG,2026-04-28,4.5,42600
VIG,2026-04-29,4.6,67800
VIG,2026-05-04,4.6,55100
VIG,2026-05-05,4.5,39100
VIG,2026-05-06,4.5,63200
VIG,2026-05-07,4.5,44300
VIG,2026-05-08,4.5,37500
VIG,2026-05-11,4.6,37300
VIG,2026-05-12,4.6,17000
VIG,2026-05-13,4.6,39600
VIG,2026-05-14,4.6,39400
VIG,2026-05-15,4.5,48100
VIG,2026-05-18,4.5,36500
VIG,2026-05-19,4.5,55500
VIG,2026-05-20,4.4,109800
VIG,2026-05-21,4.4,39500
VIG,2026-05-22,4.4,158100
VIG,2026-05-25,4.4,43500
VIG,2026-05-26,4.4,72400
VIG,2026-05-27,4.3,55600
VIG,2026-05-28,4.4,10600
VIG,2026-05-29,4.3,40400
VIG,2026-06-01,4.4,8500
VIG,2026-06-02,4.4,55300
VIG,2026-06-03,4.4,26600
VIG,2026-06-04,4.3,10700
VIG,2026-06-05,4.4,26700
VIG,2026-06-08,4.3,41200
VIG,2026-06-09,4.3,24500
VIG,2026-06-10,4.4,58400
VIG,2026-06-11,4.4,17400
