ticker,date,close,volume
VRE,2026-01-28,29.1,14010100
VRE,2026-01-29,30.0,3830500
VRE,2026-01-30,30.2,6955000
VRE,2026-02-02,28.1,13210300
VRE,2026-02-03,28.4,7761900
VRE,2026-02-04,28.25,11640600
VRE,2026-02-05,28.8,13569200
VRE,2026-02-06,28.05,8635700
VRE,2026-02-09,28.2,5565300
VRE,2026-02-10,28.95,11245800
VRE,2026-02-11,29.4,6146600
VRE,2026-02-12,29.95,7592200
VRE,2026-02-13,29.8,7063500
VRE,2026-02-23,30.0,6284400
VRE,2026-02-24,29.5,5228100
VRE,2026-02-25,28.55,9042700
VRE,2026-02-26,29.75,5428900
VRE,2026-02-27,29.05,3100400
VRE,2026-03-02,27.8,8153700
VRE,2026-03-03,26.35,9568800
VRE,2026-03-04,28.0,9389800
VRE,2026-03-05,27.0,6995600
VRE,2026-03-06,26.25,3666200
VRE,2026-03-09,24.45,3092300
VRE,2026-03-10,24.05,10408500
VRE,2026-03-11,25.6,8105900
VRE,2026-03-12,25.9,6624900
VRE,2026-03-13,25.25,3440100
VRE,2026-03-16,25.9,4825600
VRE,2026-03-17,26.45,5159000
VRE,2026-03-18,26.1,3490200
VRE,2026-03-19,26.05,5186300
VRE,2026-03-20,26.15,8424800
VRE,2026-03-23,25.35,5054500
VRE,2026-03-24,25.3,2727600
VRE,2026-03-25,26.35,5258800
VRE,2026-03-26,25.55,2053900
VRE,2026-03-27,25.75,3502600
VRE,2026-03-30,25.65,2525500
VRE,2026-03-31,25.75,2502700
VRE,2026-04-01,27.55,10207100
VRE,2026-04-02,27.2,6533700
VRE,2026-04-03,26.5,6426300
VRE,2026-04-06,25.75,3943800
VRE,2026-04-07,25.8,2820600
VRE,2026-04-08,27.6,7005000
VRE,2026-04-09,27.6,5733600
VRE,2026-04-10,27.5,4603300
VRE,2026-04-13,27.55,3915100
VRE,2026-04-14,27.9,3851100
VRE,2026-04-15,29.3,14406500
VRE,2026-04-16,29.6,16443400
VRE,2026-04-17,28.6,7239000
VRE,2026-04-20,29.45,6682700
VRE,2026-04-21,29.3,10605500
VRE,2026-04-22,29.95,9081900
VRE,2026-04-23,29.05,10079200
VRE,2026-04-24,28.8,4957500
VRE,2026-04-28,30.8,16458400
VRE,2026-04-29,32.3,16939100
VRE,2026-05-04,33.7,10352200
VRE,2026-05-05,35.2,15997900
VRE,2026-05-06,36.6,10445000
VRE,2026-05-07,36.5,12839000
VRE,2026-05-08,35.9,8119600
VRE,2026-05-11,33.6,11671900
VRE,2026-05-12,35.45,12470600
VRE,2026-05-13,33.0,14370000
VRE,2026-05-14,34.15,7067600
VRE,2026-05-15,34.0,5675800
VRE,2026-05-18,33.1,8326000
VRE,2026-05-19,33.5,8829500
VRE,2026-05-20,33.5,7397400
VRE,2026-05-21,32.8,4956200
VRE,2026-05-22,31.7,7363200
VRE,2026-05-25,32.8,4609600
VRE,2026-05-26,32.7,2920100
VRE,2026-05-27,31.25,6536400
VRE,2026-05-28,32.25,6400700
VRE,2026-05-29,32.25,3625300
VRE,2026-06-01,31.2,3426500
VRE,2026-06-02,31.0,4196500
VRE,2026-06-03,30.05,6191400
VRE,2026-06-04,31.1,3978600
VRE,2026-06-05,31.2,4324400
VRE,2026-06-08,29.6,4741600
VRE,2026-06-09,29.1,3303700
VRE,2026-06-10,29.65,2052800
VRE,2026-06-11,29.15,1916700
