ticker,company_name,step29_screening_status,step29_review_status,market_data_available_after_step28,last_price_date,last_close,avg_volume_20d,avg_volume_60d,last_volume,recent_trading_value,remaining_missing_fields,finance_quality_status,verification_status,confidence_status
VIX,Công ty Cổ phần Chứng khoán VIX,WATCHLIST_CANDIDATE,NEEDS_MANUAL_BCTC_REVIEW,True,2026-06-11,16.85,37589135.0,38012534.3167,28072000.0,633376924.75,[],PARTIAL_PROVISIONAL_DATA,NEEDS_MANUAL_BCTC_REVIEW,PROVISIONAL_LOW
VND,Công ty Cổ phần Chứng khoán VNDIRECT,WATCHLIST_CANDIDATE,NEEDS_MANUAL_BCTC_REVIEW,True,2026-06-11,17.2,19177213.55,13594958.6667,11655200.0,329848073.06,[],PARTIAL_PROVISIONAL_DATA,NEEDS_MANUAL_BCTC_REVIEW,PROVISIONAL_LOW
VCI,Công ty Cổ phần Chứng khoán Vietcap,WATCHLIST_CANDIDATE,NEEDS_MANUAL_BCTC_REVIEW,True,2026-06-11,23.4,6277985.0,8458236.95,3601800.0,146904849.0,[],PARTIAL_PROVISIONAL_DATA,NEEDS_MANUAL_BCTC_REVIEW,PROVISIONAL_LOW
VFS,Công ty Cổ phần Chứng khoán Nhất Việt,WATCHLIST_CANDIDATE,NEEDS_MANUAL_BCTC_REVIEW,True,2026-06-11,10.3,1456764.5,1405374.4,438800.0,15004674.35,[],PARTIAL_PROVISIONAL_DATA,NEEDS_MANUAL_BCTC_REVIEW,PROVISIONAL_LOW
VDS,Công ty Cổ phần Chứng khoán Rồng Việt,WATCHLIST_CANDIDATE,NEEDS_MANUAL_BCTC_REVIEW,True,2026-06-11,13.85,496080.0,672768.3333,416200.0,6870708.0,[],PARTIAL_PROVISIONAL_DATA,NEEDS_MANUAL_BCTC_REVIEW,PROVISIONAL_LOW
TVS,Công ty Cổ phần Chứng khoán Thiên Việt,WATCHLIST_CANDIDATE,NEEDS_MANUAL_BCTC_REVIEW,True,2026-06-11,12.95,44445.0,66781.6667,4300.0,575562.75,[],PARTIAL_PROVISIONAL_DATA,NEEDS_MANUAL_BCTC_REVIEW,PROVISIONAL_LOW
VIG,Công ty Cổ phần Chứng khoán Đầu tư Tài chính Việt Nam,WATCHLIST_CANDIDATE,NEEDS_MANUAL_BCTC_REVIEW,True,2026-06-11,4.4,46965.0,61148.3333,17400.0,206646.0,[],PARTIAL_PROVISIONAL_DATA,NEEDS_MANUAL_BCTC_REVIEW,PROVISIONAL_LOW
