ticker,company_name,exchange_if_available,step26_screening_status,step29_screening_status,step29_review_status,step29_market_recovery_status,watchlist_status,shortlist_eligible,shortlist_exclusion_reason,step29_manual_review_required,manual_bctc_required,market_data_available_after_step28,recent_price_available_after_step28,liquidity_data_available_after_step28,step28_fetch_status,step28_fetch_error_type,step28_last_price_date,step28_last_close,step28_last_volume,last_price_date,last_close,avg_volume_20d,avg_volume_60d,last_volume,recent_trading_value,remaining_missing_fields,remaining_block_reasons,finance_quality_status,finance_source_confidence,market_source_confidence,crosscheck_status,verification_status,data_quality_status,confidence_status
DOC,Công ty Cổ phần Vật tư nông nghiệp Đồng Nai,,BLOCKED_INSUFFICIENT_MARKET_DATA,BLOCKED_INSUFFICIENT_MARKET_DATA,DATA_REPAIR_REQUIRED,STEP28_NOT_ATTEMPTED,REJECTED,False,NOT_WATCHLIST_CANDIDATE,False,False,False,False,False,NOT_ATTEMPTED,NOT_ATTEMPTED,,,,,,,,,,"[""avg_volume_20d"", ""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",INSUFFICIENT_DATA,PROVISIONAL_LOW,PROVISIONAL_PRIMARY_ONLY,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,INSUFFICIENT_MARKET_DATA,LOW_CONFIDENCE_MARKET_DATA_GAP
DOP,Công ty Cổ phần Vận tải Xăng dầu Đồng Tháp,,BLOCKED_INSUFFICIENT_MARKET_DATA,BLOCKED_INSUFFICIENT_MARKET_DATA,DATA_REPAIR_REQUIRED,STEP28_NOT_ATTEMPTED,REJECTED,False,NOT_WATCHLIST_CANDIDATE,False,False,False,False,True,NOT_ATTEMPTED,NOT_ATTEMPTED,,,,,,160.0,,160.0,,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",PARTIAL_PROVISIONAL_DATA,PROVISIONAL_LOW,PROVISIONAL_PRIMARY_ONLY,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,INSUFFICIENT_MARKET_DATA,LOW_CONFIDENCE_MARKET_DATA_GAP
DP1,Công ty Cổ phần Dược phẩm Trung ương CPC1,,BLOCKED_INSUFFICIENT_MARKET_DATA,BLOCKED_INSUFFICIENT_MARKET_DATA,DATA_REPAIR_REQUIRED,STEP28_NOT_ATTEMPTED,REJECTED,False,NOT_WATCHLIST_CANDIDATE,False,False,False,False,True,NOT_ATTEMPTED,NOT_ATTEMPTED,,,,,,1150.0,,1150.0,,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",PARTIAL_PROVISIONAL_DATA,PROVISIONAL_LOW,PROVISIONAL_PRIMARY_ONLY,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,INSUFFICIENT_MARKET_DATA,LOW_CONFIDENCE_MARKET_DATA_GAP
DP2,Công ty Cổ phần Dược phẩm Trung ương 2,,BLOCKED_INSUFFICIENT_MARKET_DATA,BLOCKED_INSUFFICIENT_MARKET_DATA,DATA_REPAIR_REQUIRED,STEP28_NOT_ATTEMPTED,REJECTED,False,NOT_WATCHLIST_CANDIDATE,False,False,False,False,True,NOT_ATTEMPTED,NOT_ATTEMPTED,,,,,,120.0,,120.0,,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",PARTIAL_PROVISIONAL_DATA,PROVISIONAL_LOW,PROVISIONAL_PRIMARY_ONLY,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,INSUFFICIENT_MARKET_DATA,LOW_CONFIDENCE_MARKET_DATA_GAP
DP3,Công ty Cổ Phần Dược Phẩm Trung Ương 3,,BLOCKED_INSUFFICIENT_MARKET_DATA,BLOCKED_INSUFFICIENT_MARKET_DATA,DATA_REPAIR_REQUIRED,STEP28_NOT_ATTEMPTED,REJECTED,False,NOT_WATCHLIST_CANDIDATE,False,False,False,False,True,NOT_ATTEMPTED,NOT_ATTEMPTED,,,,,,4710.0,,4710.0,,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",PARTIAL_PROVISIONAL_DATA,PROVISIONAL_LOW,PROVISIONAL_PRIMARY_ONLY,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,INSUFFICIENT_MARKET_DATA,LOW_CONFIDENCE_MARKET_DATA_GAP
DPC,Công ty Cổ phần Nhựa Đà Nẵng,,BLOCKED_INSUFFICIENT_MARKET_DATA,BLOCKED_INSUFFICIENT_MARKET_DATA,DATA_REPAIR_REQUIRED,STEP28_NOT_ATTEMPTED,REJECTED,False,NOT_WATCHLIST_CANDIDATE,False,False,False,False,True,NOT_ATTEMPTED,NOT_ATTEMPTED,,,,,,450.0,,450.0,,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",PARTIAL_PROVISIONAL_DATA,PROVISIONAL_LOW,PROVISIONAL_PRIMARY_ONLY,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,INSUFFICIENT_MARKET_DATA,LOW_CONFIDENCE_MARKET_DATA_GAP
DPD,CTCP Cao su Đồng Phú - Đắk Nông,,BLOCKED_INSUFFICIENT_MARKET_DATA,BLOCKED_INSUFFICIENT_MARKET_DATA,DATA_REPAIR_REQUIRED,STEP28_NOT_ATTEMPTED,REJECTED,False,NOT_WATCHLIST_CANDIDATE,False,False,False,False,False,NOT_ATTEMPTED,NOT_ATTEMPTED,,,,,,,,,,"[""avg_volume_20d"", ""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",INSUFFICIENT_DATA,PROVISIONAL_LOW,PROVISIONAL_PRIMARY_ONLY,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,INSUFFICIENT_MARKET_DATA,LOW_CONFIDENCE_MARKET_DATA_GAP
DPG,Công ty Cổ phần Tập đoàn Đạt Phương,,BLOCKED_INSUFFICIENT_MARKET_DATA,BLOCKED_INSUFFICIENT_MARKET_DATA,DATA_REPAIR_REQUIRED,STEP28_NOT_ATTEMPTED,REJECTED,False,NOT_WATCHLIST_CANDIDATE,False,False,False,False,True,NOT_ATTEMPTED,NOT_ATTEMPTED,,,,,,502130.0,,502130.0,,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",PARTIAL_PROVISIONAL_DATA,PROVISIONAL_LOW,PROVISIONAL_PRIMARY_ONLY,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,INSUFFICIENT_MARKET_DATA,LOW_CONFIDENCE_MARKET_DATA_GAP
DPH,Công ty Cổ phần Dược phẩm Hải Phòng,,BLOCKED_INSUFFICIENT_MARKET_DATA,BLOCKED_INSUFFICIENT_MARKET_DATA,DATA_REPAIR_REQUIRED,STEP28_NOT_ATTEMPTED,REJECTED,False,NOT_WATCHLIST_CANDIDATE,False,False,False,False,False,NOT_ATTEMPTED,NOT_ATTEMPTED,,,,,,,,,,"[""avg_volume_20d"", ""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",INSUFFICIENT_DATA,PROVISIONAL_LOW,PROVISIONAL_PRIMARY_ONLY,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,INSUFFICIENT_MARKET_DATA,LOW_CONFIDENCE_MARKET_DATA_GAP
DPM,Tổng Công ty Phân bón và Hóa chất Dầu khí - Công ty Cổ phần,,BLOCKED_INSUFFICIENT_MARKET_DATA,BLOCKED_INSUFFICIENT_MARKET_DATA,DATA_REPAIR_REQUIRED,STEP28_NOT_ATTEMPTED,REJECTED,False,NOT_WATCHLIST_CANDIDATE,False,False,False,False,True,NOT_ATTEMPTED,NOT_ATTEMPTED,,,,,,4193620.0,,4193620.0,,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",PARTIAL_PROVISIONAL_DATA,PROVISIONAL_LOW,PROVISIONAL_PRIMARY_ONLY,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,INSUFFICIENT_MARKET_DATA,LOW_CONFIDENCE_MARKET_DATA_GAP
DPP,Công ty Cổ phần Dược Đồng Nai,,BLOCKED_INSUFFICIENT_MARKET_DATA,BLOCKED_INSUFFICIENT_MARKET_DATA,DATA_REPAIR_REQUIRED,STEP28_NOT_ATTEMPTED,REJECTED,False,NOT_WATCHLIST_CANDIDATE,False,False,False,False,False,NOT_ATTEMPTED,NOT_ATTEMPTED,,,,,,,,,,"[""avg_volume_20d"", ""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",INSUFFICIENT_DATA,PROVISIONAL_LOW,PROVISIONAL_PRIMARY_ONLY,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,INSUFFICIENT_MARKET_DATA,LOW_CONFIDENCE_MARKET_DATA_GAP
DPR,Công ty Cổ phần Cao su Đồng Phú,,BLOCKED_INSUFFICIENT_MARKET_DATA,BLOCKED_INSUFFICIENT_MARKET_DATA,DATA_REPAIR_REQUIRED,STEP28_NOT_ATTEMPTED,REJECTED,False,NOT_WATCHLIST_CANDIDATE,False,False,False,False,True,NOT_ATTEMPTED,NOT_ATTEMPTED,,,,,,784640.0,,784640.0,,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",PARTIAL_PROVISIONAL_DATA,PROVISIONAL_LOW,PROVISIONAL_PRIMARY_ONLY,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,INSUFFICIENT_MARKET_DATA,LOW_CONFIDENCE_MARKET_DATA_GAP
DPS,Công ty Cổ phần Đầu tư Phát triển Sóc Sơn,,BLOCKED_INSUFFICIENT_MARKET_DATA,BLOCKED_INSUFFICIENT_MARKET_DATA,DATA_REPAIR_REQUIRED,STEP28_NOT_ATTEMPTED,REJECTED,False,NOT_WATCHLIST_CANDIDATE,False,False,False,False,False,NOT_ATTEMPTED,NOT_ATTEMPTED,,,,,,,,,,"[""avg_volume_20d"", ""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",INSUFFICIENT_DATA,PROVISIONAL_LOW,PROVISIONAL_PRIMARY_ONLY,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,INSUFFICIENT_MARKET_DATA,LOW_CONFIDENCE_MARKET_DATA_GAP
DQC,Công ty Cổ phần Tập đoàn Điện Quang,,BLOCKED_INSUFFICIENT_MARKET_DATA,BLOCKED_INSUFFICIENT_MARKET_DATA,DATA_REPAIR_REQUIRED,STEP28_NOT_ATTEMPTED,REJECTED,False,NOT_WATCHLIST_CANDIDATE,False,False,False,False,True,NOT_ATTEMPTED,NOT_ATTEMPTED,,,,,,19730.0,,19730.0,,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",PARTIAL_PROVISIONAL_DATA,PROVISIONAL_LOW,PROVISIONAL_PRIMARY_ONLY,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,INSUFFICIENT_MARKET_DATA,LOW_CONFIDENCE_MARKET_DATA_GAP
DRC,Công ty Cổ phần Cao su Đà Nẵng,,BLOCKED_INSUFFICIENT_MARKET_DATA,BLOCKED_INSUFFICIENT_MARKET_DATA,DATA_REPAIR_REQUIRED,STEP28_NOT_ATTEMPTED,REJECTED,False,NOT_WATCHLIST_CANDIDATE,False,False,False,False,True,NOT_ATTEMPTED,NOT_ATTEMPTED,,,,,,257910.0,,257910.0,,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",PARTIAL_PROVISIONAL_DATA,PROVISIONAL_LOW,PROVISIONAL_PRIMARY_ONLY,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,INSUFFICIENT_MARKET_DATA,LOW_CONFIDENCE_MARKET_DATA_GAP
DRG,Công ty Cổ phần Cao su Đắk Lắk,,BLOCKED_INSUFFICIENT_MARKET_DATA,BLOCKED_INSUFFICIENT_MARKET_DATA,DATA_REPAIR_REQUIRED,STEP28_NOT_ATTEMPTED,REJECTED,False,NOT_WATCHLIST_CANDIDATE,False,False,False,False,True,NOT_ATTEMPTED,NOT_ATTEMPTED,,,,,,2400.0,,2400.0,,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",PARTIAL_PROVISIONAL_DATA,PROVISIONAL_LOW,PROVISIONAL_PRIMARY_ONLY,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,INSUFFICIENT_MARKET_DATA,LOW_CONFIDENCE_MARKET_DATA_GAP
DRH,Công ty Cổ phần DRH Holdings,,BLOCKED_INSUFFICIENT_MARKET_DATA,BLOCKED_INSUFFICIENT_MARKET_DATA,DATA_REPAIR_REQUIRED,STEP28_NOT_ATTEMPTED,REJECTED,False,NOT_WATCHLIST_CANDIDATE,False,False,False,False,True,NOT_ATTEMPTED,NOT_ATTEMPTED,,,,,,383990.0,,383990.0,,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",PARTIAL_PROVISIONAL_DATA,PROVISIONAL_LOW,PROVISIONAL_PRIMARY_ONLY,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,INSUFFICIENT_MARKET_DATA,LOW_CONFIDENCE_MARKET_DATA_GAP
DRI,Công ty Cổ phần Đầu tư Cao su Đắk Lắk,,BLOCKED_INSUFFICIENT_MARKET_DATA,BLOCKED_INSUFFICIENT_MARKET_DATA,DATA_REPAIR_REQUIRED,STEP28_NOT_ATTEMPTED,REJECTED,False,NOT_WATCHLIST_CANDIDATE,False,False,False,False,True,NOT_ATTEMPTED,NOT_ATTEMPTED,,,,,,996580.0,,996580.0,,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",PARTIAL_PROVISIONAL_DATA,PROVISIONAL_LOW,PROVISIONAL_PRIMARY_ONLY,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,INSUFFICIENT_MARKET_DATA,LOW_CONFIDENCE_MARKET_DATA_GAP
DRL,Công ty Cổ phần Thủy điện - Điện lực 3,,BLOCKED_INSUFFICIENT_MARKET_DATA,BLOCKED_INSUFFICIENT_MARKET_DATA,DATA_REPAIR_REQUIRED,STEP28_NOT_ATTEMPTED,REJECTED,False,NOT_WATCHLIST_CANDIDATE,False,False,False,False,True,NOT_ATTEMPTED,NOT_ATTEMPTED,,,,,,1700.0,,1700.0,,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",PARTIAL_PROVISIONAL_DATA,PROVISIONAL_LOW,PROVISIONAL_PRIMARY_ONLY,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,INSUFFICIENT_MARKET_DATA,LOW_CONFIDENCE_MARKET_DATA_GAP
DS3,Công ty Cổ phần DS3,,BLOCKED_INSUFFICIENT_MARKET_DATA,BLOCKED_INSUFFICIENT_MARKET_DATA,DATA_REPAIR_REQUIRED,STEP28_NOT_ATTEMPTED,REJECTED,False,NOT_WATCHLIST_CANDIDATE,False,False,False,False,True,NOT_ATTEMPTED,NOT_ATTEMPTED,,,,,,920.0,,920.0,,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",PARTIAL_PROVISIONAL_DATA,PROVISIONAL_LOW,PROVISIONAL_PRIMARY_ONLY,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,INSUFFICIENT_MARKET_DATA,LOW_CONFIDENCE_MARKET_DATA_GAP
DSC,Công ty Cổ phần Chứng khoán DSC,,BLOCKED_INSUFFICIENT_MARKET_DATA,BLOCKED_INSUFFICIENT_MARKET_DATA,DATA_REPAIR_REQUIRED,STEP28_NOT_ATTEMPTED,REJECTED,False,NOT_WATCHLIST_CANDIDATE,False,False,False,False,True,NOT_ATTEMPTED,NOT_ATTEMPTED,,,,,,16830.0,,16830.0,,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",PARTIAL_PROVISIONAL_DATA,PROVISIONAL_LOW,PROVISIONAL_PRIMARY_ONLY,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,INSUFFICIENT_MARKET_DATA,LOW_CONFIDENCE_MARKET_DATA_GAP
DSD,Công ty cổ phần DHC Suối Đôi,,BLOCKED_INSUFFICIENT_MARKET_DATA,BLOCKED_INSUFFICIENT_MARKET_DATA,DATA_REPAIR_REQUIRED,STEP28_NOT_ATTEMPTED,REJECTED,False,NOT_WATCHLIST_CANDIDATE,False,False,False,False,False,NOT_ATTEMPTED,NOT_ATTEMPTED,,,,,,,,,,"[""avg_volume_20d"", ""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",INSUFFICIENT_DATA,PROVISIONAL_LOW,PROVISIONAL_PRIMARY_ONLY,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,INSUFFICIENT_MARKET_DATA,LOW_CONFIDENCE_MARKET_DATA_GAP
DSE,Công ty Cổ phần Chứng khoán DNSE,,BLOCKED_INSUFFICIENT_MARKET_DATA,BLOCKED_INSUFFICIENT_MARKET_DATA,DATA_REPAIR_REQUIRED,STEP28_NOT_ATTEMPTED,REJECTED,False,NOT_WATCHLIST_CANDIDATE,False,False,False,False,False,NOT_ATTEMPTED,NOT_ATTEMPTED,,,,,,,,,,"[""avg_volume_20d"", ""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",INSUFFICIENT_DATA,PROVISIONAL_LOW,PROVISIONAL_PRIMARY_ONLY,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,INSUFFICIENT_MARKET_DATA,LOW_CONFIDENCE_MARKET_DATA_GAP
DSG,Công ty Cổ phần Kính Đáp Cầu,,BLOCKED_INSUFFICIENT_MARKET_DATA,BLOCKED_INSUFFICIENT_MARKET_DATA,DATA_REPAIR_REQUIRED,STEP28_NOT_ATTEMPTED,REJECTED,False,NOT_WATCHLIST_CANDIDATE,False,False,False,False,True,NOT_ATTEMPTED,NOT_ATTEMPTED,,,,,,530.0,,530.0,,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",PARTIAL_PROVISIONAL_DATA,PROVISIONAL_LOW,PROVISIONAL_PRIMARY_ONLY,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,INSUFFICIENT_MARKET_DATA,LOW_CONFIDENCE_MARKET_DATA_GAP
DSH,Công ty Cổ phần Đông Sơn Holdings,,BLOCKED_INSUFFICIENT_MARKET_DATA,BLOCKED_INSUFFICIENT_MARKET_DATA,DATA_REPAIR_REQUIRED,STEP28_NOT_ATTEMPTED,REJECTED,False,NOT_WATCHLIST_CANDIDATE,False,False,False,False,False,NOT_ATTEMPTED,NOT_ATTEMPTED,,,,,,,,,,"[""avg_volume_20d"", ""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",INSUFFICIENT_DATA,PROVISIONAL_LOW,PROVISIONAL_PRIMARY_ONLY,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,INSUFFICIENT_MARKET_DATA,LOW_CONFIDENCE_MARKET_DATA_GAP
DSN,Công ty Cổ phần Công viên nước Đầm Sen,,BLOCKED_INSUFFICIENT_MARKET_DATA,BLOCKED_INSUFFICIENT_MARKET_DATA,DATA_REPAIR_REQUIRED,STEP28_NOT_ATTEMPTED,REJECTED,False,NOT_WATCHLIST_CANDIDATE,False,False,False,False,True,NOT_ATTEMPTED,NOT_ATTEMPTED,,,,,,5120.0,,5120.0,,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",PARTIAL_PROVISIONAL_DATA,PROVISIONAL_LOW,PROVISIONAL_PRIMARY_ONLY,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,INSUFFICIENT_MARKET_DATA,LOW_CONFIDENCE_MARKET_DATA_GAP
DSP,Công ty Cổ phần Dịch vụ Du lịch Phú Thọ,,BLOCKED_INSUFFICIENT_MARKET_DATA,BLOCKED_INSUFFICIENT_MARKET_DATA,DATA_REPAIR_REQUIRED,STEP28_NOT_ATTEMPTED,REJECTED,False,NOT_WATCHLIST_CANDIDATE,False,False,False,False,False,NOT_ATTEMPTED,NOT_ATTEMPTED,,,,,,,,,,"[""avg_volume_20d"", ""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",INSUFFICIENT_DATA,PROVISIONAL_LOW,PROVISIONAL_PRIMARY_ONLY,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,INSUFFICIENT_MARKET_DATA,LOW_CONFIDENCE_MARKET_DATA_GAP
DST,Công ty Cổ phần Đầu tư Sao Thăng Long,,BLOCKED_INSUFFICIENT_MARKET_DATA,BLOCKED_INSUFFICIENT_MARKET_DATA,DATA_REPAIR_REQUIRED,STEP28_NOT_ATTEMPTED,REJECTED,False,NOT_WATCHLIST_CANDIDATE,False,False,False,False,True,NOT_ATTEMPTED,NOT_ATTEMPTED,,,,,5.8,456930.0,,456930.0,2650194.0,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",PARTIAL_PROVISIONAL_DATA,PROVISIONAL_LOW,PROVISIONAL_PRIMARY_ONLY,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,INSUFFICIENT_MARKET_DATA,LOW_CONFIDENCE_MARKET_DATA_GAP
DSV,Công ty Cổ phần Đường sắt Vĩnh Phú,,BLOCKED_INSUFFICIENT_MARKET_DATA,BLOCKED_INSUFFICIENT_MARKET_DATA,DATA_REPAIR_REQUIRED,STEP28_NOT_ATTEMPTED,REJECTED,False,NOT_WATCHLIST_CANDIDATE,False,False,False,False,True,NOT_ATTEMPTED,NOT_ATTEMPTED,,,,,,90.0,,90.0,,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",PARTIAL_PROVISIONAL_DATA,PROVISIONAL_LOW,PROVISIONAL_PRIMARY_ONLY,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,INSUFFICIENT_MARKET_DATA,LOW_CONFIDENCE_MARKET_DATA_GAP
DT4,Công ty Cổ phần Quản lý Đường sông số 4,,BLOCKED_INSUFFICIENT_MARKET_DATA,BLOCKED_INSUFFICIENT_MARKET_DATA,DATA_REPAIR_REQUIRED,STEP28_NOT_ATTEMPTED,REJECTED,False,NOT_WATCHLIST_CANDIDATE,False,False,False,False,True,NOT_ATTEMPTED,NOT_ATTEMPTED,,,,,,30.0,,30.0,,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",PARTIAL_PROVISIONAL_DATA,PROVISIONAL_LOW,PROVISIONAL_PRIMARY_ONLY,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,INSUFFICIENT_MARKET_DATA,LOW_CONFIDENCE_MARKET_DATA_GAP
DTA,Công ty Cổ phần Đệ Tam,,BLOCKED_INSUFFICIENT_MARKET_DATA,BLOCKED_INSUFFICIENT_MARKET_DATA,DATA_REPAIR_REQUIRED,STEP28_NOT_ATTEMPTED,REJECTED,False,NOT_WATCHLIST_CANDIDATE,False,False,False,False,True,NOT_ATTEMPTED,NOT_ATTEMPTED,,,,,,11520.0,,11520.0,,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",PARTIAL_PROVISIONAL_DATA,PROVISIONAL_LOW,PROVISIONAL_PRIMARY_ONLY,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,INSUFFICIENT_MARKET_DATA,LOW_CONFIDENCE_MARKET_DATA_GAP
DTB,Công ty Cổ phần Công trình Đô thị Bảo Lộc,,BLOCKED_INSUFFICIENT_MARKET_DATA,BLOCKED_INSUFFICIENT_MARKET_DATA,DATA_REPAIR_REQUIRED,STEP28_NOT_ATTEMPTED,REJECTED,False,NOT_WATCHLIST_CANDIDATE,False,False,False,False,True,NOT_ATTEMPTED,NOT_ATTEMPTED,,,,,,2080.0,,2080.0,,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",PARTIAL_PROVISIONAL_DATA,PROVISIONAL_LOW,PROVISIONAL_PRIMARY_ONLY,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,INSUFFICIENT_MARKET_DATA,LOW_CONFIDENCE_MARKET_DATA_GAP
