balanced_rank,raw_rank,ticker,exchange,sector_raw,sector_bucket,firm_type,raw_evidence_priority_score,balanced_evidence_priority_score,liquidity_score,data_completeness_score,finance_sanity_score,source_coverage_score,market_crosscheck_status,finance_crosscheck_status,balance_action,evidence_stage,manual_review_required,reason
1,1,VIX,HOSE,Tài chính / Dịch vụ tài chính / Dịch vụ tài chính / Môi giới chứng khoán,Tài chính,securities,77.0,77.0,100.0,100.0,100.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,KEPT,stage_4_deep_dive_shortlist,True,Balanced evidence workload allocation only. raw_rank=1; balance_action=KEPT; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
2,2,VND,HOSE,Tài chính / Dịch vụ tài chính / Dịch vụ tài chính / Môi giới chứng khoán,Tài chính,securities,75.5233,75.5233,95.0778,100.0,100.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,KEPT,stage_4_deep_dive_shortlist,True,Balanced evidence workload allocation only. raw_rank=2; balance_action=KEPT; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
3,6,VSC,HOSE,"Công nghiệp / Hàng & Dịch vụ Công nghiệp / Vận tải / Kho bãi, hậu cần và bảo dưỡng",Công nghiệp,non_financial,67.1866,67.1866,86.872,87.5,90.0,33.3333,MAJOR_DIFF,ONE_SOURCE_ONLY,PROMOTED_FOR_DIVERSITY,stage_4_deep_dive_shortlist,True,Balanced evidence workload allocation only. raw_rank=6; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=MAJOR_DIFF; finance_crosscheck=ONE_SOURCE_ONLY.
4,10,VGI,UPCoM,Viễn thông / Viễn thông / Viễn thông di động / Viễn thông di động,Viễn thông,non_financial,65.0207,65.0207,79.6525,87.5,90.0,33.3333,MAJOR_DIFF,ONE_SOURCE_ONLY,PROMOTED_FOR_DIVERSITY,stage_4_deep_dive_shortlist,True,Balanced evidence workload allocation only. raw_rank=10; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=MAJOR_DIFF; finance_crosscheck=ONE_SOURCE_ONLY.
5,12,VCG,HOSE,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Xây dựng,Công nghiệp,non_financial,64.3865,64.3865,87.5382,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,PROMOTED_FOR_DIVERSITY,stage_4_deep_dive_shortlist,True,Balanced evidence workload allocation only. raw_rank=12; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
6,13,VNM,HOSE,Hàng Tiêu dùng / Thực phẩm và đồ uống / Sản xuất thực phẩm / Thực phẩm,Hàng Tiêu dùng,non_financial,64.0526,64.0526,86.4252,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,PROMOTED_FOR_DIVERSITY,stage_4_deep_dive_shortlist,True,Balanced evidence workload allocation only. raw_rank=13; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
7,18,TVN,UPCoM,Nguyên vật liệu / Tài nguyên Cơ bản / Kim loại / Thép và sản phẩm thép,Nguyên vật liệu,non_financial,62.377,62.377,80.8401,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,PROMOTED_FOR_DIVERSITY,stage_4_deep_dive_shortlist,True,Balanced evidence workload allocation only. raw_rank=18; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
8,20,VJC,HOSE,Dịch vụ Tiêu dùng / Du lịch và Giải trí / Du lịch & Giải trí / Hàng không,Dịch vụ Tiêu dùng,non_financial,62.0209,62.0209,79.6531,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,PROMOTED_FOR_DIVERSITY,stage_4_deep_dive_shortlist,True,Balanced evidence workload allocation only. raw_rank=20; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
9,22,VTZ,HNX,"Nguyên vật liệu / Hóa chất / Hóa chất / Nhựa, cao su & sợi",Nguyên vật liệu,non_financial,61.7962,61.7962,78.904,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,PROMOTED_FOR_DIVERSITY,stage_4_deep_dive_shortlist,True,Balanced evidence workload allocation only. raw_rank=22; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
10,26,YEG,HOSE,Dịch vụ Tiêu dùng / Truyền thông / Truyền thông / Giải trí & Truyền thông,Dịch vụ Tiêu dùng,non_financial,61.2305,61.2305,77.0182,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,PROMOTED_FOR_DIVERSITY,stage_4_deep_dive_shortlist,True,Balanced evidence workload allocation only. raw_rank=26; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
11,3,VCI,HOSE,Tài chính / Dịch vụ tài chính / Dịch vụ tài chính / Môi giới chứng khoán,Tài chính,securities,73.9998,73.9998,89.9995,100.0,100.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,DEMOTED_SECTOR_CAP,stage_3_final_watchlist,True,Balanced evidence workload allocation only. raw_rank=3; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
12,4,VFS,HNX,Tài chính / Dịch vụ tài chính / Dịch vụ tài chính / Môi giới chứng khoán,Tài chính,securities,70.6902,70.6902,78.9672,100.0,100.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,DEMOTED_SECTOR_CAP,stage_3_final_watchlist,True,Balanced evidence workload allocation only. raw_rank=4; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
13,5,VDS,HOSE,Tài chính / Dịch vụ tài chính / Dịch vụ tài chính / Môi giới chứng khoán,Tài chính,securities,69.4851,69.4851,74.9502,100.0,100.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,DEMOTED_SECTOR_CAP,stage_3_final_watchlist,True,Balanced evidence workload allocation only. raw_rank=5; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
14,7,VIG,HNX,Tài chính / Dịch vụ tài chính / Dịch vụ tài chính / Môi giới chứng khoán,Tài chính,securities,65.8916,65.8916,62.9721,100.0,100.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,DEMOTED_SECTOR_CAP,stage_3_final_watchlist,True,Balanced evidence workload allocation only. raw_rank=7; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
15,8,TVS,HOSE,Tài chính / Dịch vụ tài chính / Dịch vụ tài chính / Môi giới chứng khoán,Tài chính,securities,65.463,65.463,61.5432,100.0,100.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,DEMOTED_SECTOR_CAP,stage_3_final_watchlist,True,Balanced evidence workload allocation only. raw_rank=8; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
16,9,VRE,HOSE,Tài chính / Bất động sản / Bất động sản / Bất động sản,Tài chính,real_estate,65.0584,65.0584,89.7781,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,DEMOTED_SECTOR_CAP,stage_3_final_watchlist,True,Balanced evidence workload allocation only. raw_rank=9; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
17,21,VNE,HOSE,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Xây dựng,Công nghiệp,non_financial,61.8502,61.8502,79.0841,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,PROMOTED_FOR_DIVERSITY,stage_3_final_watchlist,True,Balanced evidence workload allocation only. raw_rank=21; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
18,23,VOS,HOSE,Công nghiệp / Hàng & Dịch vụ Công nghiệp / Vận tải / Vận tải Thủy,Công nghiệp,non_financial,61.4635,61.4635,77.7951,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,PROMOTED_FOR_DIVERSITY,stage_3_final_watchlist,True,Balanced evidence workload allocation only. raw_rank=23; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
19,24,VTP,HOSE,Công nghiệp / Hàng & Dịch vụ Công nghiệp / Vận tải / Chuyển phát nhanh,Công nghiệp,non_financial,61.4548,61.4548,77.7659,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,PROMOTED_FOR_DIVERSITY,stage_3_final_watchlist,True,Balanced evidence workload allocation only. raw_rank=24; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
20,25,TLH,HOSE,Nguyên vật liệu / Tài nguyên Cơ bản / Kim loại / Thép và sản phẩm thép,Nguyên vật liệu,non_financial,61.3652,61.3652,67.4672,87.5,90.0,33.3333,MAJOR_DIFF,ONE_SOURCE_ONLY,PROMOTED_FOR_DIVERSITY,stage_3_final_watchlist,True,Balanced evidence workload allocation only. raw_rank=25; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=MAJOR_DIFF; finance_crosscheck=ONE_SOURCE_ONLY.
21,27,TTF,HOSE,Nguyên vật liệu / Tài nguyên Cơ bản / Lâm nghiệp và Giấy / Lâm sản và Chế biến gỗ,Nguyên vật liệu,non_financial,61.1348,61.1348,76.6992,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,PROMOTED_FOR_DIVERSITY,stage_3_final_watchlist,True,Balanced evidence workload allocation only. raw_rank=27; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
22,29,VGC,HOSE,Công nghiệp / Xây dựng và Vật liệu / Xây dựng và Vật liệu / Vật liệu xây dựng & Nội thất,Công nghiệp,non_financial,61.0463,61.0463,76.4042,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,PROMOTED_FOR_DIVERSITY,stage_3_final_watchlist,True,Balanced evidence workload allocation only. raw_rank=29; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
23,30,TNG,HNX,Hàng Tiêu dùng / Hàng cá nhân & Gia dụng / Hàng cá nhân / Hàng May mặc,Hàng Tiêu dùng,non_financial,61.0272,61.0272,76.3406,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,PROMOTED_FOR_DIVERSITY,stage_3_final_watchlist,True,Balanced evidence workload allocation only. raw_rank=30; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
24,31,VHC,HOSE,Hàng Tiêu dùng / Thực phẩm và đồ uống / Sản xuất thực phẩm / Nuôi trồng nông & hải sản,Hàng Tiêu dùng,non_financial,60.5543,60.5543,74.7644,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,PROMOTED_FOR_DIVERSITY,stage_3_final_watchlist,True,Balanced evidence workload allocation only. raw_rank=31; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
25,32,VGT,UPCoM,Hàng Tiêu dùng / Hàng cá nhân & Gia dụng / Hàng cá nhân / Hàng May mặc,Hàng Tiêu dùng,non_financial,60.4839,60.4839,74.5297,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,PROMOTED_FOR_DIVERSITY,stage_3_final_watchlist,True,Balanced evidence workload allocation only. raw_rank=32; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
26,33,VEA,UPCoM,Công nghiệp / Hàng & Dịch vụ Công nghiệp / Công nghiệp nặng / Máy công nghiệp,Công nghiệp,non_financial,60.1815,60.1815,73.5217,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,PROMOTED_FOR_DIVERSITY,stage_3_final_watchlist,True,Balanced evidence workload allocation only. raw_rank=33; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
27,34,TV2,HOSE,Công nghiệp / Hàng & Dịch vụ Công nghiệp / Tư vấn & Hỗ trợ Kinh doanh / Tư vấn & Hỗ trợ KD,Công nghiệp,non_financial,60.0719,60.0719,73.1564,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,PROMOTED_FOR_DIVERSITY,stage_3_final_watchlist,True,Balanced evidence workload allocation only. raw_rank=34; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
28,35,VPG,HOSE,Nguyên vật liệu / Tài nguyên Cơ bản / Khai khoáng / Khai khoáng,Nguyên vật liệu,non_financial,59.6263,59.6263,71.6712,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,PROMOTED_FOR_DIVERSITY,stage_3_final_watchlist,True,Balanced evidence workload allocation only. raw_rank=35; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
29,36,TTA,HOSE,"Tiện ích Cộng đồng / Điện, nước & xăng dầu khí đốt / Sản xuất & Phân phối Điện / Sản xuất & Phân phối Điện",Tiện ích Cộng đồng,non_financial,59.5192,59.5192,71.3138,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,PROMOTED_FOR_DIVERSITY,stage_3_final_watchlist,True,Balanced evidence workload allocation only. raw_rank=36; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
30,37,VGS,HNX,Nguyên vật liệu / Tài nguyên Cơ bản / Kim loại / Thép và sản phẩm thép,Nguyên vật liệu,non_financial,59.483,59.483,71.1935,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,PROMOTED_FOR_DIVERSITY,stage_3_final_watchlist,True,Balanced evidence workload allocation only. raw_rank=37; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
31,38,VTD,UPCoM,Dịch vụ Tiêu dùng / Du lịch và Giải trí / Du lịch & Giải trí / Vận tải hành khách & Du lịch,Dịch vụ Tiêu dùng,non_financial,59.3744,59.3744,70.8314,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,PROMOTED_FOR_DIVERSITY,stage_3_final_watchlist,True,Balanced evidence workload allocation only. raw_rank=38; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
32,41,VHE,HNX,Dược phẩm và Y tế / Y tế / Dược phẩm / Dược phẩm,Dược phẩm và Y tế,non_financial,58.7496,58.7496,68.7487,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,PROMOTED_FOR_DIVERSITY,stage_3_final_watchlist,True,Balanced evidence workload allocation only. raw_rank=41; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
33,46,TNI,HOSE,Nguyên vật liệu / Tài nguyên Cơ bản / Kim loại / Thép và sản phẩm thép,Nguyên vật liệu,non_financial,58.4522,58.4522,67.7574,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,PROMOTED_FOR_DIVERSITY,stage_3_final_watchlist,True,Balanced evidence workload allocation only. raw_rank=46; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
34,49,VVS,HOSE,Hàng Tiêu dùng / Ô tô và phụ tùng / Ô tô và phụ tùng / Sản xuất ô tô,Hàng Tiêu dùng,non_financial,58.3305,58.3305,67.3516,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,PROMOTED_FOR_DIVERSITY,stage_3_final_watchlist,True,Balanced evidence workload allocation only. raw_rank=49; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
35,50,TSC,HOSE,"Nguyên vật liệu / Hóa chất / Hóa chất / Sản phẩm hóa dầu, Nông dược & Hóa chất khác",Nguyên vật liệu,non_financial,58.2914,58.2914,67.2213,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,PROMOTED_FOR_DIVERSITY,stage_3_final_watchlist,True,Balanced evidence workload allocation only. raw_rank=50; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
36,51,TNH,HOSE,Dược phẩm và Y tế / Y tế / Thiết bị và Dịch vụ Y tế / Chăm sóc y tế,Dược phẩm và Y tế,non_financial,58.1598,58.1598,66.7828,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,PROMOTED_FOR_DIVERSITY,stage_3_final_watchlist,True,Balanced evidence workload allocation only. raw_rank=51; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
37,59,TLG,HOSE,Hàng Tiêu dùng / Hàng cá nhân & Gia dụng / Hàng gia dụng / Đồ gia dụng một lần,Hàng Tiêu dùng,non_financial,57.3388,57.3388,64.0462,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,PROMOTED_FOR_DIVERSITY,stage_3_final_watchlist,True,Balanced evidence workload allocation only. raw_rank=59; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
38,65,TDG,HOSE,"Tiện ích Cộng đồng / Điện, nước & xăng dầu khí đốt / Nước & Khí đốt / Phân phối xăng dầu & khí đốt",Tiện ích Cộng đồng,non_financial,57.0073,57.0073,62.9411,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,PROMOTED_FOR_DIVERSITY,stage_3_final_watchlist,True,Balanced evidence workload allocation only. raw_rank=65; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
39,66,VLC,UPCoM,Hàng Tiêu dùng / Thực phẩm và đồ uống / Sản xuất thực phẩm / Nuôi trồng nông & hải sản,Hàng Tiêu dùng,non_financial,56.8138,56.8138,62.296,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,PROMOTED_FOR_DIVERSITY,stage_3_final_watchlist,True,Balanced evidence workload allocation only. raw_rank=66; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
40,68,VNB,UPCoM,"Dịch vụ Tiêu dùng / Truyền thông / Truyền thông / Sách, ấn bản & sản phẩm văn hóa",Dịch vụ Tiêu dùng,non_financial,56.7131,56.7131,61.9602,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,PROMOTED_FOR_DIVERSITY,stage_3_final_watchlist,True,Balanced evidence workload allocation only. raw_rank=68; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
41,70,VOC,UPCoM,Hàng Tiêu dùng / Thực phẩm và đồ uống / Sản xuất thực phẩm / Thực phẩm,Hàng Tiêu dùng,non_financial,56.1846,56.1846,60.1986,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,PROMOTED_FOR_DIVERSITY,stage_3_final_watchlist,True,Balanced evidence workload allocation only. raw_rank=70; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
42,79,TDM,HOSE,"Tiện ích Cộng đồng / Điện, nước & xăng dầu khí đốt / Nước & Khí đốt / Nước",Tiện ích Cộng đồng,non_financial,55.2302,55.2302,57.0172,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,PROMOTED_FOR_DIVERSITY,stage_3_final_watchlist,True,Balanced evidence workload allocation only. raw_rank=79; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
43,84,VTC,HNX,Công nghệ Thông tin / Công nghệ Thông tin / Thiết bị và Phần cứng / Thiết bị viễn thông,Công nghệ Thông tin,non_financial,55.0833,55.0833,56.5276,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,PROMOTED_FOR_DIVERSITY,stage_3_final_watchlist,True,Balanced evidence workload allocation only. raw_rank=84; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
44,88,TTN,UPCoM,Viễn thông / Viễn thông / Viễn thông cố định / Viễn thông cố định,Viễn thông,non_financial,54.6815,54.6815,55.1885,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,PROMOTED_FOR_DIVERSITY,stage_3_final_watchlist,True,Balanced evidence workload allocation only. raw_rank=88; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
45,91,VCW,UPCoM,"Tiện ích Cộng đồng / Điện, nước & xăng dầu khí đốt / Nước & Khí đốt / Nước",Tiện ích Cộng đồng,non_financial,54.4637,54.4637,54.4622,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,PROMOTED_FOR_DIVERSITY,stage_3_final_watchlist,True,Balanced evidence workload allocation only. raw_rank=91; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
46,93,VTR,UPCoM,Dịch vụ Tiêu dùng / Du lịch và Giải trí / Du lịch & Giải trí / Vận tải hành khách & Du lịch,Dịch vụ Tiêu dùng,non_financial,54.2837,54.2837,53.8624,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,PROMOTED_FOR_DIVERSITY,stage_3_final_watchlist,True,Balanced evidence workload allocation only. raw_rank=93; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
47,95,VCP,UPCoM,"Tiện ích Cộng đồng / Điện, nước & xăng dầu khí đốt / Sản xuất & Phân phối Điện / Sản xuất & Phân phối Điện",Tiện ích Cộng đồng,non_financial,54.2111,54.2111,53.6202,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,PROMOTED_FOR_DIVERSITY,stage_3_final_watchlist,True,Balanced evidence workload allocation only. raw_rank=95; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
48,103,TOS,UPCoM,"Dầu khí / Dầu khí / Thiết bị, Dịch vụ và Phân phối Dầu khí / Thiết bị và Dịch vụ Dầu khí",Dầu khí,non_financial,53.737,53.737,52.0401,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,PROMOTED_FOR_DIVERSITY,stage_3_final_watchlist,True,Balanced evidence workload allocation only. raw_rank=103; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
49,104,TVP,UPCoM,Dược phẩm và Y tế / Y tế / Dược phẩm / Dược phẩm,Dược phẩm và Y tế,non_financial,53.729,53.729,52.0135,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,PROMOTED_FOR_DIVERSITY,stage_3_final_watchlist,True,Balanced evidence workload allocation only. raw_rank=104; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
50,105,VNS,HOSE,Dịch vụ Tiêu dùng / Du lịch và Giải trí / Du lịch & Giải trí / Vận tải hành khách & Du lịch,Dịch vụ Tiêu dùng,non_financial,53.3944,53.3944,50.8981,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,PROMOTED_FOR_DIVERSITY,stage_3_final_watchlist,True,Balanced evidence workload allocation only. raw_rank=105; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
51,11,VHM,HOSE,Tài chính / Bất động sản / Bất động sản / Bất động sản,Tài chính,real_estate,64.671,64.671,88.4867,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,DEMOTED_SECTOR_CAP,stage_2_evidence_candidates,True,Balanced evidence workload allocation only. raw_rank=11; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
52,14,VIC,HOSE,Tài chính / Bất động sản / Bất động sản / Bất động sản,Tài chính,real_estate,63.9896,63.9896,86.2152,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,DEMOTED_SECTOR_CAP,stage_2_evidence_candidates,True,Balanced evidence workload allocation only. raw_rank=14; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
53,15,VPI,HOSE,Tài chính / Bất động sản / Bất động sản / Bất động sản,Tài chính,real_estate,63.6839,63.6839,85.1963,87.5,90.0,33.3333,LEGACY_MARKET_MISSING,ONE_SOURCE_ONLY,DEMOTED_SECTOR_CAP,stage_2_evidence_candidates,True,Balanced evidence workload allocation only. raw_rank=15; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
