ticker,period,document_type,source_url,candidate_url,issue,manual_review_required,priority,notes
NLG,DISCOVERY_REVIEW,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/assets/files/Cong-bo-thong-tin/Cong-bo-thong-tin/20241231-nlg-cbtt-nqhdqt-thong-bao-chot-dscd-de-to-chuc-lay-y-kien-co-dong-bang-van-ban.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,DISCOVERY_REVIEW,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/assets/files/Cong-bo-thong-tin/Cong-bo-thong-tin/20241231-nlg-cbtt-nqhdqt-v-v-phe-duyet-phuong-an-giai-the-cac-phap-nhan.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,DISCOVERY_REVIEW,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/assets/files/Cong-bo-thong-tin/Cong-bo-thong-tin/20241227-nlg-cbtt-nqhdqt-v-v-thong-qua-giao-dich-giua-nam-long-va-ben-co-lien-quan-cua-nguoi-noi-bo.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,DISCOVERY_REVIEW,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/assets/files/Cong-bo-thong-tin/Cong-bo-thong-tin/20241227-nlg-cbtt-nq-hdqt-v-v-khong-tam-ung-co-tuc-2024.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;OLD_YEAR_PENALTY;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,DISCOVERY_REVIEW,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/assets/files/Cong-bo-thong-tin/Cong-bo-thong-tin/20241223-nlg-cbtt-nqhdqt-v-v-bo-nhiem-giam-doc-dieu-hanh-nam-long-commercial-property.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,DISCOVERY_REVIEW,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/assets/files/Cong-bo-thong-tin/Cong-bo-thong-tin/20241217-nlg-cbtt-tb-v-v-phat-hanh-cp-theo-chuong-trinh-lua-chon-cho-nguoi-lao-dong-trong-cong-ty.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,DISCOVERY_REVIEW,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/assets/files/Cong-bo-thong-tin/Cong-bo-thong-tin/16122024-nlg-thong-bao-giao-dich-co-phieu-cua-ibeworth.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,DISCOVERY_REVIEW,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/assets/files/Cong-bo-thong-tin/Cong-bo-thong-tin/16122024-bao-cao-ket-qua-giao-dich-nlg-cua-cong-ty-co-phan-dau-tu-thai-binh.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,DISCOVERY_REVIEW,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/assets/files/Cong-bo-thong-tin/Cong-bo-thong-tin/nlg-cbtt-mua-lai-trai-phieu-truoc-han-ma-nlgh2229001-nlgh2229002.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,DISCOVERY_REVIEW,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/assets/files/Cong-bo-thong-tin/Cong-bo-thong-tin/20241122-nlg-cbtt-nqhdqt-vv-phat-hanh-trai-phieu-rieng-le-cua-cong-ty-nam-long.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;STANDALONE_REVIEW_REQUIRED;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,DISCOVERY_REVIEW,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/assets/files/Cong-bo-thong-tin/Cong-bo-thong-tin/08112024-cty-cp-dau-tu-thai-binh-thong-bao-giao-dich-co-phieu.PDF,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,DISCOVERY_REVIEW,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/assets/files/Cong-bo-thong-tin/Cong-bo-thong-tin/20241107-nlg-cbtt-nqhdqt-v-v-thong-qua-phuong-phat-hanh-co-phieu-theo-chinh-sach-esg.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,DISCOVERY_REVIEW,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/assets/files/Cong-bo-thong-tin/Cong-bo-thong-tin/bao-cao-ket-qua-giao-dich-nlg-cua-cong-ty-co-phan-dau-tu-thai-binh-02112024.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,DISCOVERY_REVIEW,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/assets/files/Cong-bo-thong-tin/Cong-bo-thong-tin/20241022-nlg-qd-cua-cuc-thue-tphcm-vv-xu-phat-vi-pham-hanh-chinh-ve-thue.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,DISCOVERY_REVIEW,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/assets/files/Cong-bo-thong-tin/Cong-bo-thong-tin/20241007-nlg-nq-hdqt-vv-bo-sung-tai-san-dam-bao-cho-khoan-trai-phieu-cua-nam-long-voi-ifc.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,DISCOVERY_REVIEW,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/assets/files/Cong-bo-thong-tin/Cong-bo-thong-tin/30092024-cty-cp-dau-tu-thai-binh-thong-bao-giao-dich-co-phieu.PDF,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,DISCOVERY_REVIEW,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/assets/files/Cong-bo-thong-tin/Cong-bo-thong-tin/nlg-cbtt-bao-cao-ket-qua-giao-dich-nlg-cua-cong-ty-co-phan-dau-tu-thai-binh.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,DISCOVERY_REVIEW,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/assets/files/Cong-bo-thong-tin/Cong-bo-thong-tin/20240925-nlg-cbtt-nqhdqt-vv-giai-chap-cp-cua-nlic-tai-nlvcd-dang-the-chap-tai-guarantco.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,DISCOVERY_REVIEW,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/assets/files/Cong-bo-thong-tin/Cong-bo-thong-tin/20240923-nlg-cbtt-nqhdqt-vv-di-doi-tru-so-vpdd-nam-long-tai-ha-noi.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,DISCOVERY_REVIEW,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/assets/files/Cong-bo-thong-tin/Cong-bo-thong-tin/20240920-nlg-cbtt-nqhdqt-vv-phe-duyet-phuong-an-thanh-lap-cac-phap-nhan-moi.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,DISCOVERY_REVIEW,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/assets/files/Cong-bo-thong-tin/Cong-bo-thong-tin/20240920-nlg-cbtt-nqhdqt-vv-bo-nhiem-giam-doc-dieu-hanh-nam-long-land.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,DISCOVERY_REVIEW,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/assets/files/Cong-bo-thong-tin/Cong-bo-thong-tin/20240913-nlg-cbtt-bao-cao-tien-do-su-dung-von-sau-dot-phrl.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,DISCOVERY_REVIEW,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/assets/files/Cong-bo-thong-tin/Cong-bo-thong-tin/20240912-NLG-CBTT-NQHDQT-v.v-Bo-nhiem-Giam-doc-Tai-chinh-Tap-doan.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,DISCOVERY_REVIEW,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/assets/files/Cong-bo-thong-tin/Cong-bo-thong-tin/20240806-nlg-cbtt-quy-che-cbtt-giao-dich-voi-ben-lien-quan.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;TARGET_YEAR_OR_QUARTER_MATCH;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,DISCOVERY_REVIEW,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/assets/files/Cong-bo-thong-tin/Cong-bo-thong-tin/20240726-nlg-cbtt-nqhdqt-vv-phat-hanh-trai-phieu-rieng-le-cua-cong-ty-nam-long.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;STANDALONE_REVIEW_REQUIRED;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,DISCOVERY_REVIEW,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/assets/files/Cong-bo-thong-tin/Cong-bo-thong-tin/20240726-nlg-cbtt-nqhdqt-vv-su-dung-tai-khoan-cua-nlvcd-lam-dam-bao-cho-khoan-vay-cua-nam-long.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,DISCOVERY_REVIEW,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/assets/files/Cong-bo-thong-tin/Cong-bo-thong-tin/20240723-nlg-cbtt-bao-cao-tien-su-dung-von-cac-gdlq-da-duoc-hdqt-phe-duyet.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,DISCOVERY_REVIEW,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/assets/files/Cong-bo-thong-tin/Cong-bo-thong-tin/20240723-nlg-cbtt-nqhdqt-vv-di-doi-tru-vpdd-nam-long-tai-ha-noi.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,DISCOVERY_REVIEW,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/assets/files/Cong-bo-thong-tin/Cong-bo-thong-tin/cong-bo-giao-dich-co-phieu-cong-ty-co-phan-dau-tu-thai-binh-2407-220824.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,DISCOVERY_REVIEW,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/assets/files/Cong-bo-thong-tin/Cong-bo-thong-tin/bao-cao-ket-qua-giao-dich-nlg_cong-ty-co-phan-dau-tu-thai-binh.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,DISCOVERY_REVIEW,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/assets/files/Cong-bo-thong-tin/Cong-bo-thong-tin/20240626-nlg-cbtt-cac-giao-dich-voi-ben-lien-quan-da-duoc-hdqt-phe-duyet.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,DISCOVERY_REVIEW,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/assets/files/Cong-bo-thong-tin/Cong-bo-thong-tin/20240619-nlg-cbtt-nqhdqt-vv-chon-don-vi-kiem-toan-doc-lap-nam-2024.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;AUDITED_OR_REVIEWED_KEYWORD_MATCH;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;OLD_YEAR_PENALTY;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,DISCOVERY_REVIEW,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/assets/files/Cong-bo-thong-tin/Cong-bo-thong-tin/20240619-nlg-cbtt-nqhdqt-vv-thong-qua-chu-truong-giao-dich-giua-nam-long-va-nguoi-co-lien-quan.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,DISCOVERY_REVIEW,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/assets/files/Cong-bo-thong-tin/Cong-bo-thong-tin/20240618-nlg-cbtt-thay-doi-gcn-dkkd-cong-ty-tnhh-paragon-dai-phuoc.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,DISCOVERY_REVIEW,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/assets/files/Cong-bo-thong-tin/Cong-bo-thong-tin/20240611-nlg-cbtt-nqhdqt-vv-phat-hanh-trai-phieu-rieng-le-va-tang-von-cong-ty-thanh-vien.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;STANDALONE_REVIEW_REQUIRED;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,DISCOVERY_REVIEW,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/assets/files/Cong-bo-thong-tin/Cong-bo-thong-tin/20240603-NLG-CBTT-QD-cua-TGDTD-vv-Giao-dich-voi-ben-lien-quan.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,DISCOVERY_REVIEW,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/assets/files/Cong-bo-thong-tin/Cong-bo-thong-tin/20240508-nlg-cbtt-qd-cua-tgdtd-vv-giao-dich-voi-ben-lien-quan.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,DISCOVERY_REVIEW,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/assets/files/Cong-bo-thong-tin/Cong-bo-thong-tin/20240503-nlg-cbtt-nqhdqt-vv-bo-nhiem-giam-doc-dau-tu-tap-doan.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,DISCOVERY_REVIEW,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/assets/files/Cong-bo-thong-tin/Cong-bo-thong-tin/20240422-nlg-cbtt-nghi-quyet-bien-ban-hop-dhdcd-thuong-nien-2024-en.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;TARGET_YEAR_OR_QUARTER_MATCH;DOCUMENT_FILE_EXTENSION;ERROR_OR_404_PAGE;OLD_YEAR_PENALTY;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,DISCOVERY_REVIEW,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/assets/files/Cong-bo-thong-tin/Cong-bo-thong-tin/20240419-NLG-CBTT-NQHDQT-v.v-giaodichvoibenlienquan-EN.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;DOCUMENT_FILE_EXTENSION;ERROR_OR_404_PAGE;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,DISCOVERY_REVIEW,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/assets/files/Cong-bo-thong-tin/Cong-bo-thong-tin/20240408-NLG-CBTT-NQHDQT-v.v-Giao-dich-voi-ben-lien-quan-EN.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;DOCUMENT_FILE_EXTENSION;ERROR_OR_404_PAGE;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
NLG,DISCOVERY_REVIEW,filing_page,https://www.namlongvn.com/en/investor-relations/,https://www.namlongvn.com/uploads/assets/files/C%C3%B4ng%20b%E1%BB%91%20th%C3%B4ng%20tin/C%C3%B4ng%20b%E1%BB%91%20th%C3%B4ng%20tin/20240329%20-%20NLG%20-%20CBTT%20QD%20cua%20TGDTD%20v.v%20Giao%20dich%20voi%20ben%20lien%20quan.pdf,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;DOCUMENT_FILE_EXTENSION;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS,True,medium,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
