ticker,source_page_url,source_snapshot_path,official_domain,candidate_url,candidate_scheme,candidate_domain,candidate_is_https,anchor_text,file_extension,candidate_document_type,period_guess,score,score_band,manual_review_required,reason,notes
VCB,https://www.vietcombank.com.vn/vi-VN/Nha-dau-tu,data\raw\official_finance_documents\01ic\vcb_discovery_ir_page_dc63ce385590d0ed.html,vietcombank.com.vn,https://www.vietcombank.com.vn/vi-VN/Nha-dau-tu,https,vietcombank.com.vn,True,og:url,html,filing_page,DISCOVERY_REVIEW,25,LOW_CONFIDENCE_CANDIDATE,True,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;SOURCE_HTML_SNAPSHOT_SAVED;SOURCE_FROM_ERROR_PAGE_REVIEW;NO_FINANCE_KEYWORDS;FILE_TYPE_UNCONFIRMED_REVIEW,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
VCB,https://www.vietcombank.com.vn/vi-VN/Nha-dau-tu,data\raw\official_finance_documents\01ic\vcb_discovery_ir_page_dc63ce385590d0ed.html,vietcombank.com.vn,https://www.vietcombank.com.vn/en/Nha-dau-tu,https,vietcombank.com.vn,True,alternate,html,filing_page,DISCOVERY_REVIEW,25,LOW_CONFIDENCE_CANDIDATE,True,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;SOURCE_HTML_SNAPSHOT_SAVED;SOURCE_FROM_ERROR_PAGE_REVIEW;NO_FINANCE_KEYWORDS;FILE_TYPE_UNCONFIRMED_REVIEW,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
VCB,https://www.vietcombank.com.vn/vi-VN/Nha-dau-tu,data\raw\official_finance_documents\01ic\vcb_discovery_ir_page_dc63ce385590d0ed.html,vietcombank.com.vn,https://www.vietcombank.com.vn/vi-VN/Nha-dau-tu/Phat-trien-ben-vung,https,vietcombank.com.vn,True,Tìm hiểu thêm,html,filing_page,DISCOVERY_REVIEW,25,LOW_CONFIDENCE_CANDIDATE,True,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;SOURCE_HTML_SNAPSHOT_SAVED;SOURCE_FROM_ERROR_PAGE_REVIEW;NO_FINANCE_KEYWORDS;FILE_TYPE_UNCONFIRMED_REVIEW,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
VCB,https://www.vietcombank.com.vn/vi-VN/Nha-dau-tu,data\raw\official_finance_documents\01ic\vcb_discovery_ir_page_dc63ce385590d0ed.html,vietcombank.com.vn,https://www.vietcombank.com.vn/vi-VN/KHUT/Dac-quyen,https,vietcombank.com.vn,True,Đặc quyền,html,filing_page,DISCOVERY_REVIEW,40,LOW_CONFIDENCE_CANDIDATE,True,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;TARGET_YEAR_OR_QUARTER_MATCH;SOURCE_HTML_SNAPSHOT_SAVED;SOURCE_FROM_ERROR_PAGE_REVIEW;NO_FINANCE_KEYWORDS;FILE_TYPE_UNCONFIRMED_REVIEW,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
VCB,https://www.vietcombank.com.vn/vi-VN/Error-404,data\raw\official_finance_documents\01ic\vcb_discovery_financial_statement_b2b17957868aca74.html,vietcombank.com.vn,https://www.vietcombank.com.vn/vi-VN/Nha-dau-tu,https,vietcombank.com.vn,True,Nhà đầu tư,html,filing_page,DISCOVERY_REVIEW,25,LOW_CONFIDENCE_CANDIDATE,True,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;SOURCE_HTML_SNAPSHOT_SAVED;SOURCE_FROM_ERROR_PAGE_REVIEW;NO_FINANCE_KEYWORDS;FILE_TYPE_UNCONFIRMED_REVIEW,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
BID,https://bidv.com.vn/vn/quan-he-nha-dau-tu,data\raw\official_finance_documents\01ic\bid_discovery_ir_page_87baf802a1007346.html,bidv.com.vn,https://bidv.com.vn/vn/quan-he-nha-dau-tu,https,bidv.com.vn,True,alternate,html,filing_page,DISCOVERY_REVIEW,20,LOW_CONFIDENCE_CANDIDATE,True,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS;FILE_TYPE_UNCONFIRMED_REVIEW,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
BID,https://bidv.com.vn/vn/quan-he-nha-dau-tu,data\raw\official_finance_documents\01ic\bid_discovery_ir_page_87baf802a1007346.html,bidv.com.vn,https://bidv.com.vn/wps/contenthandler/!ut/p/digest!s0Ct92FIOOQuP_hG2ajIjQ/sp/mashup:ra:collection?soffset=0&eoffset=6&themeID=ZJ_K9641I01O8R8006UTR9EQI1SV4&locale=en&mime-type=text%2Fcss&lm=1716895150000&entry=wp_contextmenu_css__0.0%3Ahead_css&entry=wp_federated_documents_picker__0.0%3Ahead_css&entry=wp_dnd_css__0.0%3Ahead_css&entry=wcm_inplaceEdit__0.0%3Ahead_css&entry=wp_content_targeting_cam__0.0%3Ahead_css&deferred=true,https,bidv.com.vn,True,alternate,html,filing_page,DISCOVERY_REVIEW,20,LOW_CONFIDENCE_CANDIDATE,True,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS;FILE_TYPE_UNCONFIRMED_REVIEW,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
BID,https://bidv.com.vn/vn/quan-he-nha-dau-tu,data\raw\official_finance_documents\01ic\bid_discovery_ir_page_87baf802a1007346.html,bidv.com.vn,https://bidv.com.vn/vn/quan-he-nha-dau-tu/!ut/p/z0/04_Sj9CPykssy0xPLMnMz0vMAfIjo8ziLQwdjQydLYz8_YPcDAzMXA1MQo1DvE2dgkz0C7IdFQEuNXsn/,https,bidv.com.vn,True,alternate,html,filing_page,DISCOVERY_REVIEW,20,LOW_CONFIDENCE_CANDIDATE,True,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS;FILE_TYPE_UNCONFIRMED_REVIEW,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
BID,https://bidv.com.vn/vn/quan-he-nha-dau-tu,data\raw\official_finance_documents\01ic\bid_discovery_ir_page_87baf802a1007346.html,bidv.com.vn,https://bidv.com.vn/vn/quan-he-nha-dau-tu/bao-cao-va-tai-lieu/,https,bidv.com.vn,True,"Báo cáo & 
            Tài liệu",html,filing_page,DISCOVERY_REVIEW,20,LOW_CONFIDENCE_CANDIDATE,True,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS;FILE_TYPE_UNCONFIRMED_REVIEW,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
BID,https://bidv.com.vn/vn/quan-he-nha-dau-tu,data\raw\official_finance_documents\01ic\bid_discovery_ir_page_87baf802a1007346.html,bidv.com.vn,https://bidv.com.vn/vn/quan-he-nha-dau-tu/lich-su-kien/,https,bidv.com.vn,True,Lịch Sự kiện,html,filing_page,DISCOVERY_REVIEW,20,LOW_CONFIDENCE_CANDIDATE,True,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS;FILE_TYPE_UNCONFIRMED_REVIEW,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
BID,https://bidv.com.vn/vn/quan-he-nha-dau-tu,data\raw\official_finance_documents\01ic\bid_discovery_ir_page_87baf802a1007346.html,bidv.com.vn,https://bidv.com.vn/vn/quan-he-nha-dau-tu/co-phieu-bid/,https,bidv.com.vn,True,Cổ phiếu BID,html,filing_page,DISCOVERY_REVIEW,20,LOW_CONFIDENCE_CANDIDATE,True,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS;FILE_TYPE_UNCONFIRMED_REVIEW,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
BID,https://bidv.com.vn/vn/quan-he-nha-dau-tu,data\raw\official_finance_documents\01ic\bid_discovery_ir_page_87baf802a1007346.html,bidv.com.vn,https://bidv.com.vn/vn/quan-he-nha-dau-tu/thong-tin-tai-chinh/,https,bidv.com.vn,True,Thông tin  Tài chính,html,filing_page,DISCOVERY_REVIEW,20,LOW_CONFIDENCE_CANDIDATE,True,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS;FILE_TYPE_UNCONFIRMED_REVIEW,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
BID,https://bidv.com.vn/vn/quan-he-nha-dau-tu,data\raw\official_finance_documents\01ic\bid_discovery_ir_page_87baf802a1007346.html,bidv.com.vn,https://bidv.com.vn/vn/quan-he-nha-dau-tu/thong-tin-co-dong,https,bidv.com.vn,True,Thông tin  Cổ đông,html,filing_page,DISCOVERY_REVIEW,20,LOW_CONFIDENCE_CANDIDATE,True,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS;FILE_TYPE_UNCONFIRMED_REVIEW,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
BID,https://bidv.com.vn/vn/quan-he-nha-dau-tu,data\raw\official_finance_documents\01ic\bid_discovery_ir_page_87baf802a1007346.html,bidv.com.vn,https://bidv.com.vn/vn/quan-he-nha-dau-tu/quan-tri-doanh-nghiep,https,bidv.com.vn,True,Quản trị  Doanh nghiệp,html,filing_page,DISCOVERY_REVIEW,20,LOW_CONFIDENCE_CANDIDATE,True,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS;FILE_TYPE_UNCONFIRMED_REVIEW,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
BID,https://bidv.com.vn/vn/quan-he-nha-dau-tu,data\raw\official_finance_documents\01ic\bid_discovery_ir_page_87baf802a1007346.html,bidv.com.vn,https://bidv.com.vn/vn/quan-he-nha-dau-tu/lien-he,https,bidv.com.vn,True,Liên hệ,html,filing_page,DISCOVERY_REVIEW,20,LOW_CONFIDENCE_CANDIDATE,True,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS;FILE_TYPE_UNCONFIRMED_REVIEW,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
BID,https://bidv.com.vn/vn/quan-he-nha-dau-tu,data\raw\official_finance_documents\01ic\bid_discovery_ir_page_87baf802a1007346.html,bidv.com.vn,https://bidv.com.vn/vn/quan-he-nha-dau-tu/thong-diep-tu-hoi-dong-quan-tri,https,bidv.com.vn,True,Xem chi tiết,html,filing_page,DISCOVERY_REVIEW,20,LOW_CONFIDENCE_CANDIDATE,True,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS;FILE_TYPE_UNCONFIRMED_REVIEW,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
BID,https://bidv.com.vn/vn/quan-he-nha-dau-tu,data\raw\official_finance_documents\01ic\bid_discovery_ir_page_87baf802a1007346.html,bidv.com.vn,https://bidv.com.vn/vn/quan-he-nha-dau-tu/doi-tac-chien-luoc/,https,bidv.com.vn,True,Xem chi tiết,html,filing_page,DISCOVERY_REVIEW,20,LOW_CONFIDENCE_CANDIDATE,True,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS;FILE_TYPE_UNCONFIRMED_REVIEW,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
BID,https://bidv.com.vn/vn/quan-he-nha-dau-tu,data\raw\official_finance_documents\01ic\bid_discovery_ir_page_87baf802a1007346.html,bidv.com.vn,https://bidv.com.vn/vn/doanh-nghiep/san-pham-dich-vu/tin-dung/cho-vay-quy-dnvvn,https,bidv.com.vn,True,Hướng dẫn triển khai chương trình cho vay gián tiếp từ nguồn vốn của Quỹ Phát triển doanh nghiệp nhỏ và vừa,html,filing_page,DISCOVERY_REVIEW,35,LOW_CONFIDENCE_CANDIDATE,True,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;TARGET_YEAR_OR_QUARTER_MATCH;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS;FILE_TYPE_UNCONFIRMED_REVIEW,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
BID,https://bidv.com.vn/vn/quan-he-nha-dau-tu,data\raw\official_finance_documents\01ic\bid_discovery_ir_page_87baf802a1007346.html,bidv.com.vn,https://bidv.com.vn/vn/doanh-nghiep/san-pham-dich-vu/tin-dung/cho-vay-quy-dmcnqg,https,bidv.com.vn,True,Hướng dẫn triển khai chương trình cho vay gián tiếp từ nguồn vốn của Quỹ Đổi mới công nghệ quốc gia,html,filing_page,DISCOVERY_REVIEW,35,LOW_CONFIDENCE_CANDIDATE,True,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;TARGET_YEAR_OR_QUARTER_MATCH;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS;FILE_TYPE_UNCONFIRMED_REVIEW,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
BID,https://bidv.com.vn/vn/quan-he-nha-dau-tu,data\raw\official_finance_documents\01ic\bid_discovery_ir_page_87baf802a1007346.html,bidv.com.vn,https://bidv.com.vn/vn/doanh-nghiep/san-pham-dich-vu/tai-khoan-tien-gui/tien-gui-ky-quy,https,bidv.com.vn,True,Tiền gửi ký quỹ,html,filing_page,DISCOVERY_REVIEW,35,LOW_CONFIDENCE_CANDIDATE,True,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;TARGET_YEAR_OR_QUARTER_MATCH;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS;FILE_TYPE_UNCONFIRMED_REVIEW,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
BID,https://bidv.com.vn/vn/quan-he-nha-dau-tu,data\raw\official_finance_documents\01ic\bid_discovery_ir_page_87baf802a1007346.html,bidv.com.vn,https://bidv.com.vn/vn/ca-nhan/san-pham-dich-vu/ngan-quy,https,bidv.com.vn,True,Ngân quỹ,html,filing_page,DISCOVERY_REVIEW,35,LOW_CONFIDENCE_CANDIDATE,True,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;TARGET_YEAR_OR_QUARTER_MATCH;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS;FILE_TYPE_UNCONFIRMED_REVIEW,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
BID,https://bidv.com.vn/vn/quan-he-nha-dau-tu,data\raw\official_finance_documents\01ic\bid_discovery_ir_page_87baf802a1007346.html,bidv.com.vn,https://bidv.com.vn/vn/ca-nhan/san-pham-dich-vu/ngan-quy/dich-vu-bao-quan-tai-san,https,bidv.com.vn,True,Dịch vụ bảo quản tài sản,html,filing_page,DISCOVERY_REVIEW,35,LOW_CONFIDENCE_CANDIDATE,True,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;TARGET_YEAR_OR_QUARTER_MATCH;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS;FILE_TYPE_UNCONFIRMED_REVIEW,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
BID,https://bidv.com.vn/vn/quan-he-nha-dau-tu,data\raw\official_finance_documents\01ic\bid_discovery_ir_page_87baf802a1007346.html,bidv.com.vn,https://bidv.com.vn/vn/ca-nhan/san-pham-dich-vu/ngan-quy/thu-tien-theo-tui-niem-phong,https,bidv.com.vn,True,Thu tiền theo túi niêm phong,html,filing_page,DISCOVERY_REVIEW,35,LOW_CONFIDENCE_CANDIDATE,True,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;TARGET_YEAR_OR_QUARTER_MATCH;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS;FILE_TYPE_UNCONFIRMED_REVIEW,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
BID,https://bidv.com.vn/vn/quan-he-nha-dau-tu,data\raw\official_finance_documents\01ic\bid_discovery_ir_page_87baf802a1007346.html,bidv.com.vn,https://bidv.com.vn/vn/ca-nhan/san-pham-dich-vu/ngan-quy/thu-doi-tien-khong-du-chuan-luu-thong,https,bidv.com.vn,True,Thu tiền không đủ tiêu chuẩn,html,filing_page,DISCOVERY_REVIEW,35,LOW_CONFIDENCE_CANDIDATE,True,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;TARGET_YEAR_OR_QUARTER_MATCH;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS;FILE_TYPE_UNCONFIRMED_REVIEW,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
BID,https://bidv.com.vn/vn/quan-he-nha-dau-tu,data\raw\official_finance_documents\01ic\bid_discovery_ir_page_87baf802a1007346.html,bidv.com.vn,https://bidv.com.vn/vn/ca-nhan/san-pham-dich-vu/ngan-quy/thu-giu-ho-tien-mat-qua-dem,https,bidv.com.vn,True,Thu giữ hộ tiền mặt qua đêm,html,filing_page,DISCOVERY_REVIEW,35,LOW_CONFIDENCE_CANDIDATE,True,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;TARGET_YEAR_OR_QUARTER_MATCH;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS;FILE_TYPE_UNCONFIRMED_REVIEW,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
BID,https://bidv.com.vn/vn/quan-he-nha-dau-tu,data\raw\official_finance_documents\01ic\bid_discovery_ir_page_87baf802a1007346.html,bidv.com.vn,https://bidv.com.vn/vn/ca-nhan/san-pham-dich-vu/ngan-quy/thu-chi-tien-mat-luu-dong,https,bidv.com.vn,True,Thu/ chi tiền mặt lưu động,html,filing_page,DISCOVERY_REVIEW,35,LOW_CONFIDENCE_CANDIDATE,True,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;TARGET_YEAR_OR_QUARTER_MATCH;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS;FILE_TYPE_UNCONFIRMED_REVIEW,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
BID,https://bidv.com.vn/vn/quan-he-nha-dau-tu,data\raw\official_finance_documents\01ic\bid_discovery_ir_page_87baf802a1007346.html,bidv.com.vn,https://bidv.com.vn/vn/quan-he-nha-dau-tu?urile=wcm:path:/wps/wcm/connect/BIDV/tin-tuc/thong-tin-bao-chi/bidv-nhan-giai-thuong-ngan-hang-trien-khai-cong-nghe-cho-he-thong-core-banking-tot-nhat-viet-nam,https,bidv.com.vn,True,"Thông tin báo chí | 19/07/2024 
                        TTBC số 24/2024: BIDV nhận giải thưởng “Ngân hàng triển khai công nghệ cho hệ thống Core Banking tốt nhất Việt Nam”",html,filing_page,DISCOVERY_REVIEW,0,REJECTED_CANDIDATE,True,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;SOURCE_FROM_ERROR_PAGE_REVIEW;GENERIC_PAGE_PENALTY;OLD_YEAR_PENALTY;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS;FILE_TYPE_UNCONFIRMED_REVIEW,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
BID,https://bidv.com.vn/vn/quan-he-nha-dau-tu,data\raw\official_finance_documents\01ic\bid_discovery_ir_page_87baf802a1007346.html,bidv.com.vn,https://bidv.com.vn/vn/quan-he-nha-dau-tu?urile=wcm:path:/wps/wcm/connect/BIDV/doanh-nghiep/khach-hang-doanh-nghiep/khuyen-mai/ngan-hang-so/BIDV-DIRECT-SHOP-MOT-NEN-TANG-TRON-TIEN-ICH-BAN-HANG-DANH-CHO-DOANH-NGHIEP,https,bidv.com.vn,True,"Ngân hàng số | 22/05/2026 
                        BIDV DIRECT SHOP – MỘT NỀN TẢNG, TRỌN TIỆN ÍCH BÁN HÀNG DÀNH CHO DOANH NGHIỆP",html,filing_page,2026,35,LOW_CONFIDENCE_CANDIDATE,True,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;TARGET_YEAR_OR_QUARTER_MATCH;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS;FILE_TYPE_UNCONFIRMED_REVIEW;PERIOD_NOT_EXACT_TARGET_REVIEW,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
BID,https://bidv.com.vn/vn/quan-he-nha-dau-tu,data\raw\official_finance_documents\01ic\bid_discovery_ir_page_87baf802a1007346.html,bidv.com.vn,https://bidv.com.vn/vn/quan-he-nha-dau-tu?urile=wcm:path:/wps/wcm/connect/BIDV/bidv-blog/qldt/cach-day-con-tiet-kiem-tien-cac-bac-phu-huynh-nen-biet,https,bidv.com.vn,True,"Quản lý dòng tiền | 12/12/2019 
                        4 điều cần làm khi trang bị kiến thức tài chính cho con trẻ",html,filing_page,DISCOVERY_REVIEW,0,REJECTED_CANDIDATE,True,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;SOURCE_FROM_ERROR_PAGE_REVIEW;OLD_YEAR_PENALTY;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS;FILE_TYPE_UNCONFIRMED_REVIEW,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
BID,https://bidv.com.vn/vn/quan-he-nha-dau-tu,data\raw\official_finance_documents\01ic\bid_discovery_ir_page_87baf802a1007346.html,bidv.com.vn,https://bidv.com.vn/vn/quan-he-nha-dau-tu?urile=wcm:path:/wps/wcm/connect/BIDV/ca-nhan/khuyen-mai/ngan-hang-so/Rinh-qua-3ty-dong-tren-BIDVSmartBanking-Don-ma-du-xuan,https,bidv.com.vn,True,"Ngân hàng số | 02/02/2026 
                      Rinh quà 3 tỷ đồng trên BIDV SmartBanking – Đón Mã du xuân",html,filing_page,2026,35,LOW_CONFIDENCE_CANDIDATE,True,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;TARGET_YEAR_OR_QUARTER_MATCH;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS;FILE_TYPE_UNCONFIRMED_REVIEW;PERIOD_NOT_EXACT_TARGET_REVIEW,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
BID,https://bidv.com.vn/vn/quan-he-nha-dau-tu,data\raw\official_finance_documents\01ic\bid_discovery_ir_page_87baf802a1007346.html,bidv.com.vn,https://bidv.com.vn/vn/quan-he-nha-dau-tu?urile=wcm:path:/wps/wcm/connect/BIDV/ca-nhan/khuyen-mai/uu-dai-khac/hoa-nhip-don-tet-gia-dinh-gan-ket,https,bidv.com.vn,True,"Ưu đãi khác | 10/01/2025 
                      Hòa nhịp đón Tết – Gia đình gắn kết",html,filing_page,2025,35,LOW_CONFIDENCE_CANDIDATE,True,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;TARGET_YEAR_OR_QUARTER_MATCH;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS;FILE_TYPE_UNCONFIRMED_REVIEW,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
BID,https://bidv.com.vn/vn/quan-he-nha-dau-tu,data\raw\official_finance_documents\01ic\bid_discovery_ir_page_87baf802a1007346.html,bidv.com.vn,https://bidv.com.vn/vn/quan-he-nha-dau-tu?urile=wcm:path:/wps/wcm/connect/BIDV/ca-nhan/khuyen-mai/tiet-kiem-1/gui-tiet-kiem-bidv-trung-oto-mercedes,https,bidv.com.vn,True,"Tiết kiệm | 02/02/2026 
                      Gửi tiết kiệm BIDV trúng ô tô Mercedes 1,59 tỷ đồng",html,filing_page,2026,35,LOW_CONFIDENCE_CANDIDATE,True,OFFICIAL_DOMAIN_MATCH;HTTPS_LINK;TARGET_YEAR_OR_QUARTER_MATCH;SOURCE_FROM_ERROR_PAGE_REVIEW;SOURCE_FROM_BLOCKED_PAGE_REVIEW;NO_FINANCE_KEYWORDS;FILE_TYPE_UNCONFIRMED_REVIEW;PERIOD_NOT_EXACT_TARGET_REVIEW,01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS alone is not finance evidence
