ticker,exchange,company_name,period,document_type,source_type,source_name,source_url,official_domain,expected_file_type,consolidated_status,language,confidence_seed,notes
FPT,HOSE,FPT Corporation,2025,annual_report,company_ir,FPT investor relations EN 01ID_PATCH1 candidate,https://bctn2025.fpt.com/vi,fpt.com,html,unknown,mixed,low,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed"
FPT,HOSE,FPT Corporation,2025,annual_report,company_ir,FPT investor relations EN 01ID_PATCH1 candidate,https://bctn2025.fpt.com/vi/,fpt.com,html,unknown,mixed,low,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed"
FPT,HOSE,FPT Corporation,2025,annual_report,company_ir,FPT investor relations EN 01ID_PATCH1 candidate,https://bctn2025.fpt.com/vi/bao-cao-esg/thong-diep-dinh-huong-esg,fpt.com,html,unknown,mixed,low,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed"
FPT,HOSE,FPT Corporation,2026-Q1,financial_statement,company_ir,FPT investor relations EN 01ID_PATCH1 candidate,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/20260424---fpt---bctc-hop-nhat-quy-1-nam-2026.pdf,fpt.com,pdf,consolidated,mixed,low,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed"
FPT,HOSE,FPT Corporation,2026,annual_report,company_ir,FPT investor relations EN 01ID_PATCH1 candidate,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/bctn-2025.pdf,fpt.com,pdf,unknown,mixed,low,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed"
FPT,HOSE,FPT Corporation,2026,annual_report,company_ir,FPT investor relations EN 01ID_PATCH1 candidate,https://fpt.com/-/media/project/fpt-corporation/fpt/ir/information-disclosures/year-report/2026/april/bctn-fpt-2025.pdf,fpt.com,pdf,unknown,mixed,low,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed"
FPT,HOSE,FPT Corporation,DISCOVERY_REVIEW,annual_report,company_ir,FPT investor relations EN 01ID_PATCH1 candidate,https://fpt.com/vi/nha-dau-tu/bao-cao-thuong-nien?tab=1,fpt.com,html,unknown,mixed,low,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed"
FPT,HOSE,FPT Corporation,DISCOVERY_REVIEW,annual_report,company_ir,FPT investor relations EN 01ID_PATCH1 candidate,https://fpt.com/vi/nha-dau-tu/bao-cao-thuong-nien,fpt.com,html,unknown,mixed,low,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed"
FPT,HOSE,FPT Corporation,DISCOVERY_REVIEW,annual_report,company_ir,FPT investor relations EN 01ID_PATCH1 candidate,https://fpt.com/vi/nha-dau-tu/bao-cao-thuong-nien?tab=0,fpt.com,html,unknown,mixed,low,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed"
FPT,HOSE,FPT Corporation,DISCOVERY_REVIEW,annual_report,company_ir,FPT investor relations EN 01ID_PATCH1 candidate,https://fpt.com/vi/nha-dau-tu/bao-cao-thuong-nien?tab=2,fpt.com,html,unknown,mixed,low,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed"
FPT,HOSE,FPT Corporation,DISCOVERY_REVIEW,annual_report,company_ir,FPT investor relations EN 01ID_PATCH1 candidate,https://fpt.com/vi/nha-dau-tu/bao-cao-thuong-nien?tab=3,fpt.com,html,unknown,mixed,low,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed"
GMD,HOSE,Gemadept,2025,financial_statement,company_ir,Gemadept financial statements 01ID_PATCH1 candidate,https://www.gemadept.com.vn/bao-cao-tai-chinh-6-thang-dau-nam-2025/,gemadept.com.vn,html,unknown,vi,low,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed"
GMD,HOSE,Gemadept,2025,financial_statement,company_ir,Gemadept financial statements 01ID_PATCH1 candidate,https://www.gemadept.com.vn/bao-cao-tai-chinh-nam-2024/,gemadept.com.vn,html,unknown,vi,low,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed"
GMD,HOSE,Gemadept,2025-Q1,financial_statement,company_ir,Gemadept financial statements 01ID_PATCH1 candidate,https://www.gemadept.com.vn/bao-cao-tai-chinh-quy-1-2025/,gemadept.com.vn,html,unknown,vi,low,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed"
GMD,HOSE,Gemadept,2026-Q1,financial_statement,company_ir,Gemadept financial statements 01ID_PATCH1 candidate,https://www.gemadept.com.vn/bao-cao-tai-chinh-quy-1-2026/,gemadept.com.vn,html,unknown,vi,low,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed"
GMD,HOSE,Gemadept,2025-Q2,financial_statement,company_ir,Gemadept financial statements 01ID_PATCH1 candidate,https://www.gemadept.com.vn/bao-cao-tai-chinh-quy-2-2025/,gemadept.com.vn,html,unknown,vi,low,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed"
GMD,HOSE,Gemadept,2025-Q3,financial_statement,company_ir,Gemadept financial statements 01ID_PATCH1 candidate,https://www.gemadept.com.vn/bao-cao-tai-chinh-quy-3-2025/,gemadept.com.vn,html,unknown,vi,low,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed"
GMD,HOSE,Gemadept,2025-Q4,financial_statement,company_ir,Gemadept financial statements 01ID_PATCH1 candidate,https://www.gemadept.com.vn/bao-cao-tai-chinh-quy-4-2025/,gemadept.com.vn,html,unknown,vi,low,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed"
GMD,HOSE,Gemadept,2026,financial_statement,company_ir,Gemadept financial statements 01ID_PATCH1 candidate,https://www.gemadept.com.vn/gmd-bao-cao-tai-chinh-nam-2025/,gemadept.com.vn,html,unknown,vi,low,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed"
GMD,HOSE,Gemadept,DISCOVERY_REVIEW,financial_statement,company_ir,Gemadept financial statements 01ID_PATCH1 candidate,https://www.gemadept.com.vn/co-dong/bao-cao-tai-chinh/,gemadept.com.vn,html,unknown,vi,low,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed"
GMD,HOSE,Gemadept,DISCOVERY_REVIEW,annual_report,company_ir,Gemadept financial statements 01ID_PATCH1 candidate,https://www.gemadept.com.vn/co-dong/bao-cao-thuong-nien/,gemadept.com.vn,html,unknown,vi,low,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed"
GMD,HOSE,Gemadept,DISCOVERY_REVIEW,financial_statement,company_ir,Gemadept financial statements 01ID_PATCH1 candidate,https://www.gemadept.com.vn/en/shareholders/financial-statements/,gemadept.com.vn,html,unknown,vi,low,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed"
GMD,HOSE,Gemadept,DISCOVERY_REVIEW,financial_statement,company_ir,Gemadept financial statements 01ID_PATCH1 candidate,https://www.gemadept.com.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.gemadept.com.vn%2Fco-dong%2Fbao-cao-tai-chinh%2F,gemadept.com.vn,html,unknown,vi,low,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed"
GMD,HOSE,Gemadept,DISCOVERY_REVIEW,financial_statement,company_ir,Gemadept financial statements 01ID_PATCH1 candidate,https://www.gemadept.com.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.gemadept.com.vn%2Fco-dong%2Fbao-cao-tai-chinh%2F&format=xml,gemadept.com.vn,html,unknown,vi,low,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed"
HSG,HOSE,Hoa Sen Group,2025-Q2,financial_statement,company_ir,Hoa Sen financial statements 01ID_PATCH1 candidate,https://hoasengroup.vn/vi/bai-viet/20260429-hsg-bctc-rieng-cty-me-quy-ii-ndtc-2025-2026/,hoasengroup.vn,html,standalone,vi,low,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed; standalone/rieng candidate requires manual review"
HSG,HOSE,Hoa Sen Group,2026,financial_statement,company_ir,Hoa Sen financial statements 01ID_PATCH1 candidate,https://hoasengroup.vn/vi/bai-viet/hsg-bao-cao-tai-chinh-hop-nhat-va-giai-trinh-kqkd-hop-nhat-giua-nien-do-ndtc-2025-2026-da-soat-xet/,hoasengroup.vn,html,consolidated,vi,low,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed"
HSG,HOSE,Hoa Sen Group,2025-Q2,financial_statement,company_ir,Hoa Sen financial statements 01ID_PATCH1 candidate,https://hoasengroup.vn/vi/bai-viet/hsg-bao-cao-tai-chinh-hop-nhat-va-giai-trinh-kqkd-hop-nhat-quy-ii-ndtc-2025-2026/,hoasengroup.vn,html,consolidated,vi,low,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed"
HSG,HOSE,Hoa Sen Group,2026,financial_statement,company_ir,Hoa Sen financial statements 01ID_PATCH1 candidate,https://hoasengroup.vn/vi/bai-viet/hsg-bao-cao-tai-chinh-rieng-va-giai-trinh-kqkd-rieng-cong-ty-me-giua-nien-do-ndtc-2025-2026-da-soat-xet/,hoasengroup.vn,html,standalone,vi,low,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed; standalone/rieng candidate requires manual review"
HSG,HOSE,Hoa Sen Group,2025,annual_report,company_ir,Hoa Sen financial statements 01ID_PATCH1 candidate,https://hoasengroup.vn/vi/chi-tiet-tap-tin/bao-cao-thuong-nien-ndtc-2024-2025/,hoasengroup.vn,html,unknown,vi,low,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed"
HSG,HOSE,Hoa Sen Group,DISCOVERY_REVIEW,financial_statement,company_ir,Hoa Sen financial statements 01ID_PATCH1 candidate,https://hoasengroup.vn/vi/quan-he-co-dong/bao-cao-tai-chinh/29/,hoasengroup.vn,html,unknown,vi,low,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed"
