ticker,period,local_path,file_hash,page_count,backend,text_chars,table_count,extract_status,error,notes
NLG,2025,data\raw\official_finance_documents\01ie\nlg_2025_financial_statement_f8546e950feec687.pdf,f8546e950feec6879f9b1fa0ae8f419e81a40d7f720b45b39455093b52ac48da,12,pymupdf,6785,0,TEXT_EXTRACTED,,python-native non-OCR extraction
NLG,2025,data\raw\official_finance_documents\01ie\nlg_2025_financial_statement_f8546e950feec687.pdf,f8546e950feec6879f9b1fa0ae8f419e81a40d7f720b45b39455093b52ac48da,12,pdfplumber,6624,0,TEXT_EXTRACTED,,python-native non-OCR extraction
NLG,2025,data\raw\official_finance_documents\01ie\nlg_2025_financial_statement_f8546e950feec687.pdf,f8546e950feec6879f9b1fa0ae8f419e81a40d7f720b45b39455093b52ac48da,12,pypdf,6766,0,TEXT_EXTRACTED,,python-native non-OCR extraction
NLG,2025,data\raw\official_finance_documents\01ie\nlg_2025_financial_statement_afb75dcf5cb77001.pdf,afb75dcf5cb770013e13b6fda0a1288ddc02939452ef1daa80ea48ed33057ab7,1,pymupdf,0,0,NO_TEXT_EXTRACTED,,python-native non-OCR extraction
NLG,2025,data\raw\official_finance_documents\01ie\nlg_2025_financial_statement_afb75dcf5cb77001.pdf,afb75dcf5cb770013e13b6fda0a1288ddc02939452ef1daa80ea48ed33057ab7,1,pdfplumber,0,0,NO_TEXT_EXTRACTED,,python-native non-OCR extraction
NLG,2025,data\raw\official_finance_documents\01ie\nlg_2025_financial_statement_afb75dcf5cb77001.pdf,afb75dcf5cb770013e13b6fda0a1288ddc02939452ef1daa80ea48ed33057ab7,1,pypdf,0,0,NO_TEXT_EXTRACTED,,python-native non-OCR extraction
NLG,2025,data\raw\official_finance_documents\01ie\nlg_2025_financial_statement_afb75dcf5cb77001.pdf,afb75dcf5cb770013e13b6fda0a1288ddc02939452ef1daa80ea48ed33057ab7,1,overall,0,0,SCANNED_OR_IMAGE_ONLY_REVIEW,,no non-OCR Python backend extracted usable text or tables
SSI,2025,data\raw\official_finance_documents\01ie\ssi_2025_financial_statement_513737d0cb20948e.pdf,513737d0cb20948ec679f05e8d3bcf8decb81dfb81b36aba42ccd05aa961ae65,94,pymupdf,0,0,NO_TEXT_EXTRACTED,,python-native non-OCR extraction
SSI,2025,data\raw\official_finance_documents\01ie\ssi_2025_financial_statement_513737d0cb20948e.pdf,513737d0cb20948ec679f05e8d3bcf8decb81dfb81b36aba42ccd05aa961ae65,94,pdfplumber,0,0,NO_TEXT_EXTRACTED,,python-native non-OCR extraction
SSI,2025,data\raw\official_finance_documents\01ie\ssi_2025_financial_statement_513737d0cb20948e.pdf,513737d0cb20948ec679f05e8d3bcf8decb81dfb81b36aba42ccd05aa961ae65,94,pypdf,0,0,NO_TEXT_EXTRACTED,,python-native non-OCR extraction
SSI,2025,data\raw\official_finance_documents\01ie\ssi_2025_financial_statement_513737d0cb20948e.pdf,513737d0cb20948ec679f05e8d3bcf8decb81dfb81b36aba42ccd05aa961ae65,94,overall,0,0,SCANNED_OR_IMAGE_ONLY_REVIEW,,no non-OCR Python backend extracted usable text or tables
