dataset_name,record_key,ticker,field_name,observed_values,source_categories,source_names,conflict_status,manual_review_required,notes
disclosure_status,ticker=VCB|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,VCB,source,hnx|ssc,hnx|ssc,hnx|ssc,DATA_CONFLICT_MANUAL_REVIEW,True,conflicting source values; no silent overwrite applied
disclosure_status,ticker=VCB|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,VCB,source_url,"https://www.hnx.vn/co-phieu-etfs/chung-khoan-uc-canh-bao-ndt.html, https://www.upboard.hnx.vn/co-phieu-etfs/chung-khoan-ny-khong-ky-quy.html, https://www.hnx.vn/co-phieu-etfs/chung-khoan-ny-thong-tin.html|https://www.ssc.gov.vn/",hnx|ssc,hnx|ssc,DATA_CONFLICT_MANUAL_REVIEW,True,conflicting source values; no silent overwrite applied
disclosure_status,ticker=VCB|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,VCB,title,SOURCE_SSL_FAILED|SOURCE_BLOCKED_OR_JS_REQUIRED,hnx|ssc,hnx|ssc,DATA_CONFLICT_MANUAL_REVIEW,True,conflicting source values; no silent overwrite applied
disclosure_status,ticker=VCB|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,VCB,description,public HTML table probe for official disclosure/status list|secondary/discovery-only source; no official status-list parser selected,hnx|ssc,hnx|ssc,DATA_CONFLICT_MANUAL_REVIEW,True,conflicting source values; no silent overwrite applied
disclosure_status,ticker=BID|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,BID,source,hnx|ssc,hnx|ssc,hnx|ssc,DATA_CONFLICT_MANUAL_REVIEW,True,conflicting source values; no silent overwrite applied
disclosure_status,ticker=BID|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,BID,source_url,"https://www.hnx.vn/co-phieu-etfs/chung-khoan-uc-canh-bao-ndt.html, https://www.upboard.hnx.vn/co-phieu-etfs/chung-khoan-ny-khong-ky-quy.html, https://www.hnx.vn/co-phieu-etfs/chung-khoan-ny-thong-tin.html|https://www.ssc.gov.vn/",hnx|ssc,hnx|ssc,DATA_CONFLICT_MANUAL_REVIEW,True,conflicting source values; no silent overwrite applied
disclosure_status,ticker=BID|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,BID,title,SOURCE_SSL_FAILED|SOURCE_BLOCKED_OR_JS_REQUIRED,hnx|ssc,hnx|ssc,DATA_CONFLICT_MANUAL_REVIEW,True,conflicting source values; no silent overwrite applied
disclosure_status,ticker=BID|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,BID,description,public HTML table probe for official disclosure/status list|secondary/discovery-only source; no official status-list parser selected,hnx|ssc,hnx|ssc,DATA_CONFLICT_MANUAL_REVIEW,True,conflicting source values; no silent overwrite applied
disclosure_status,ticker=CTG|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,CTG,source,hnx|ssc,hnx|ssc,hnx|ssc,DATA_CONFLICT_MANUAL_REVIEW,True,conflicting source values; no silent overwrite applied
disclosure_status,ticker=CTG|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,CTG,source_url,"https://www.hnx.vn/co-phieu-etfs/chung-khoan-uc-canh-bao-ndt.html, https://www.upboard.hnx.vn/co-phieu-etfs/chung-khoan-ny-khong-ky-quy.html, https://www.hnx.vn/co-phieu-etfs/chung-khoan-ny-thong-tin.html|https://www.ssc.gov.vn/",hnx|ssc,hnx|ssc,DATA_CONFLICT_MANUAL_REVIEW,True,conflicting source values; no silent overwrite applied
disclosure_status,ticker=CTG|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,CTG,title,SOURCE_SSL_FAILED|SOURCE_BLOCKED_OR_JS_REQUIRED,hnx|ssc,hnx|ssc,DATA_CONFLICT_MANUAL_REVIEW,True,conflicting source values; no silent overwrite applied
disclosure_status,ticker=CTG|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,CTG,description,public HTML table probe for official disclosure/status list|secondary/discovery-only source; no official status-list parser selected,hnx|ssc,hnx|ssc,DATA_CONFLICT_MANUAL_REVIEW,True,conflicting source values; no silent overwrite applied
disclosure_status,ticker=MBB|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,MBB,source,hnx|ssc,hnx|ssc,hnx|ssc,DATA_CONFLICT_MANUAL_REVIEW,True,conflicting source values; no silent overwrite applied
disclosure_status,ticker=MBB|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,MBB,source_url,"https://www.hnx.vn/co-phieu-etfs/chung-khoan-uc-canh-bao-ndt.html, https://www.upboard.hnx.vn/co-phieu-etfs/chung-khoan-ny-khong-ky-quy.html, https://www.hnx.vn/co-phieu-etfs/chung-khoan-ny-thong-tin.html|https://www.ssc.gov.vn/",hnx|ssc,hnx|ssc,DATA_CONFLICT_MANUAL_REVIEW,True,conflicting source values; no silent overwrite applied
disclosure_status,ticker=MBB|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,MBB,title,SOURCE_SSL_FAILED|SOURCE_BLOCKED_OR_JS_REQUIRED,hnx|ssc,hnx|ssc,DATA_CONFLICT_MANUAL_REVIEW,True,conflicting source values; no silent overwrite applied
disclosure_status,ticker=MBB|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,MBB,description,public HTML table probe for official disclosure/status list|secondary/discovery-only source; no official status-list parser selected,hnx|ssc,hnx|ssc,DATA_CONFLICT_MANUAL_REVIEW,True,conflicting source values; no silent overwrite applied
disclosure_status,ticker=ACB|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,ACB,source,hnx|ssc,hnx|ssc,hnx|ssc,DATA_CONFLICT_MANUAL_REVIEW,True,conflicting source values; no silent overwrite applied
disclosure_status,ticker=ACB|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,ACB,source_url,"https://www.hnx.vn/co-phieu-etfs/chung-khoan-uc-canh-bao-ndt.html, https://www.upboard.hnx.vn/co-phieu-etfs/chung-khoan-ny-khong-ky-quy.html, https://www.hnx.vn/co-phieu-etfs/chung-khoan-ny-thong-tin.html|https://www.ssc.gov.vn/",hnx|ssc,hnx|ssc,DATA_CONFLICT_MANUAL_REVIEW,True,conflicting source values; no silent overwrite applied
disclosure_status,ticker=ACB|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,ACB,title,SOURCE_SSL_FAILED|SOURCE_BLOCKED_OR_JS_REQUIRED,hnx|ssc,hnx|ssc,DATA_CONFLICT_MANUAL_REVIEW,True,conflicting source values; no silent overwrite applied
disclosure_status,ticker=ACB|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,ACB,description,public HTML table probe for official disclosure/status list|secondary/discovery-only source; no official status-list parser selected,hnx|ssc,hnx|ssc,DATA_CONFLICT_MANUAL_REVIEW,True,conflicting source values; no silent overwrite applied
disclosure_status,ticker=HPG|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,HPG,source,hnx|ssc,hnx|ssc,hnx|ssc,DATA_CONFLICT_MANUAL_REVIEW,True,conflicting source values; no silent overwrite applied
disclosure_status,ticker=HPG|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,HPG,source_url,"https://www.hnx.vn/co-phieu-etfs/chung-khoan-uc-canh-bao-ndt.html, https://www.upboard.hnx.vn/co-phieu-etfs/chung-khoan-ny-khong-ky-quy.html, https://www.hnx.vn/co-phieu-etfs/chung-khoan-ny-thong-tin.html|https://www.ssc.gov.vn/",hnx|ssc,hnx|ssc,DATA_CONFLICT_MANUAL_REVIEW,True,conflicting source values; no silent overwrite applied
disclosure_status,ticker=HPG|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,HPG,title,SOURCE_SSL_FAILED|SOURCE_BLOCKED_OR_JS_REQUIRED,hnx|ssc,hnx|ssc,DATA_CONFLICT_MANUAL_REVIEW,True,conflicting source values; no silent overwrite applied
disclosure_status,ticker=HPG|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,HPG,description,public HTML table probe for official disclosure/status list|secondary/discovery-only source; no official status-list parser selected,hnx|ssc,hnx|ssc,DATA_CONFLICT_MANUAL_REVIEW,True,conflicting source values; no silent overwrite applied
disclosure_status,ticker=HSG|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,HSG,source,hnx|ssc,hnx|ssc,hnx|ssc,DATA_CONFLICT_MANUAL_REVIEW,True,conflicting source values; no silent overwrite applied
disclosure_status,ticker=HSG|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,HSG,source_url,"https://www.hnx.vn/co-phieu-etfs/chung-khoan-uc-canh-bao-ndt.html, https://www.upboard.hnx.vn/co-phieu-etfs/chung-khoan-ny-khong-ky-quy.html, https://www.hnx.vn/co-phieu-etfs/chung-khoan-ny-thong-tin.html|https://www.ssc.gov.vn/",hnx|ssc,hnx|ssc,DATA_CONFLICT_MANUAL_REVIEW,True,conflicting source values; no silent overwrite applied
