dataset_name,record_key,ticker,field_name,source_category,source_name,source_priority_rank,value,normalized_value,source_url,fetch_time,confidence_raw,evidence_status,reconciliation_status,notes
market_price,ticker=BID|date=2026-03-04,BID,confidence_raw,vnstock,vnstock:vci:quote_history,7,medium,medium,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,NOT_REQUIRED_FOR_RECONCILIATION,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-05,BID,ticker,vnstock,vnstock:vci:quote_history,7,BID,bid,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,RESOLVED_BY_SINGLE_SOURCE,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-05,BID,date,vnstock,vnstock:vci:quote_history,7,2026-03-05,2026-03-05,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,RESOLVED_BY_SINGLE_SOURCE,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-05,BID,close,vnstock,vnstock:vci:quote_history,7,44.4,44.4,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,RESOLVED_BY_SINGLE_SOURCE,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-05,BID,volume,vnstock,vnstock:vci:quote_history,7,6063200.0,6063200,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,RESOLVED_BY_SINGLE_SOURCE,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-05,BID,trading_value,vnstock,vnstock:vci:quote_history,7,269206080.0,269206080,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,RESOLVED_BY_SINGLE_SOURCE,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-05,BID,source,vnstock,vnstock:vci:quote_history,7,vnstock:vci:quote_history,vnstock:vci:quote_history,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,NOT_REQUIRED_FOR_RECONCILIATION,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-05,BID,source_url,vnstock,vnstock:vci:quote_history,7,https://vnstocks.com/,https://vnstocks.com/,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,NOT_REQUIRED_FOR_RECONCILIATION,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-05,BID,fetch_time,vnstock,vnstock:vci:quote_history,7,2026-06-04T03:25:28+00:00,2026-06-04t03:25:28+00:00,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,NOT_REQUIRED_FOR_RECONCILIATION,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-05,BID,confidence_raw,vnstock,vnstock:vci:quote_history,7,medium,medium,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,NOT_REQUIRED_FOR_RECONCILIATION,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-06,BID,ticker,vnstock,vnstock:vci:quote_history,7,BID,bid,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,RESOLVED_BY_SINGLE_SOURCE,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-06,BID,date,vnstock,vnstock:vci:quote_history,7,2026-03-06,2026-03-06,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,RESOLVED_BY_SINGLE_SOURCE,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-06,BID,close,vnstock,vnstock:vci:quote_history,7,43.55,43.55,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,RESOLVED_BY_SINGLE_SOURCE,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-06,BID,volume,vnstock,vnstock:vci:quote_history,7,5423100.0,5423100,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,RESOLVED_BY_SINGLE_SOURCE,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-06,BID,trading_value,vnstock,vnstock:vci:quote_history,7,236176005.0,236176005,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,RESOLVED_BY_SINGLE_SOURCE,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-06,BID,source,vnstock,vnstock:vci:quote_history,7,vnstock:vci:quote_history,vnstock:vci:quote_history,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,NOT_REQUIRED_FOR_RECONCILIATION,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-06,BID,source_url,vnstock,vnstock:vci:quote_history,7,https://vnstocks.com/,https://vnstocks.com/,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,NOT_REQUIRED_FOR_RECONCILIATION,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-06,BID,fetch_time,vnstock,vnstock:vci:quote_history,7,2026-06-04T03:25:28+00:00,2026-06-04t03:25:28+00:00,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,NOT_REQUIRED_FOR_RECONCILIATION,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-06,BID,confidence_raw,vnstock,vnstock:vci:quote_history,7,medium,medium,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,NOT_REQUIRED_FOR_RECONCILIATION,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-09,BID,ticker,vnstock,vnstock:vci:quote_history,7,BID,bid,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,RESOLVED_BY_SINGLE_SOURCE,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-09,BID,date,vnstock,vnstock:vci:quote_history,7,2026-03-09,2026-03-09,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,RESOLVED_BY_SINGLE_SOURCE,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-09,BID,close,vnstock,vnstock:vci:quote_history,7,40.55,40.55,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,RESOLVED_BY_SINGLE_SOURCE,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-09,BID,volume,vnstock,vnstock:vci:quote_history,7,6134800.0,6134800,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,RESOLVED_BY_SINGLE_SOURCE,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-09,BID,trading_value,vnstock,vnstock:vci:quote_history,7,248766140.0,248766140,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,RESOLVED_BY_SINGLE_SOURCE,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-09,BID,source,vnstock,vnstock:vci:quote_history,7,vnstock:vci:quote_history,vnstock:vci:quote_history,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,NOT_REQUIRED_FOR_RECONCILIATION,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-09,BID,source_url,vnstock,vnstock:vci:quote_history,7,https://vnstocks.com/,https://vnstocks.com/,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,NOT_REQUIRED_FOR_RECONCILIATION,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-09,BID,fetch_time,vnstock,vnstock:vci:quote_history,7,2026-06-04T03:25:28+00:00,2026-06-04t03:25:28+00:00,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,NOT_REQUIRED_FOR_RECONCILIATION,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-09,BID,confidence_raw,vnstock,vnstock:vci:quote_history,7,medium,medium,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,NOT_REQUIRED_FOR_RECONCILIATION,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-10,BID,ticker,vnstock,vnstock:vci:quote_history,7,BID,bid,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,RESOLVED_BY_SINGLE_SOURCE,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-10,BID,date,vnstock,vnstock:vci:quote_history,7,2026-03-10,2026-03-10,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,RESOLVED_BY_SINGLE_SOURCE,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-10,BID,close,vnstock,vnstock:vci:quote_history,7,41.8,41.8,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,RESOLVED_BY_SINGLE_SOURCE,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-10,BID,volume,vnstock,vnstock:vci:quote_history,7,14055500.0,14055500,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,RESOLVED_BY_SINGLE_SOURCE,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-10,BID,trading_value,vnstock,vnstock:vci:quote_history,7,587519900.0,587519900,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,RESOLVED_BY_SINGLE_SOURCE,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-10,BID,source,vnstock,vnstock:vci:quote_history,7,vnstock:vci:quote_history,vnstock:vci:quote_history,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,NOT_REQUIRED_FOR_RECONCILIATION,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-10,BID,source_url,vnstock,vnstock:vci:quote_history,7,https://vnstocks.com/,https://vnstocks.com/,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,NOT_REQUIRED_FOR_RECONCILIATION,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-10,BID,fetch_time,vnstock,vnstock:vci:quote_history,7,2026-06-04T03:25:28+00:00,2026-06-04t03:25:28+00:00,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,NOT_REQUIRED_FOR_RECONCILIATION,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-10,BID,confidence_raw,vnstock,vnstock:vci:quote_history,7,medium,medium,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,NOT_REQUIRED_FOR_RECONCILIATION,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-11,BID,ticker,vnstock,vnstock:vci:quote_history,7,BID,bid,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,RESOLVED_BY_SINGLE_SOURCE,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-11,BID,date,vnstock,vnstock:vci:quote_history,7,2026-03-11,2026-03-11,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,RESOLVED_BY_SINGLE_SOURCE,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-11,BID,close,vnstock,vnstock:vci:quote_history,7,41.7,41.7,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,RESOLVED_BY_SINGLE_SOURCE,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-11,BID,volume,vnstock,vnstock:vci:quote_history,7,6154500.0,6154500,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,RESOLVED_BY_SINGLE_SOURCE,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-11,BID,trading_value,vnstock,vnstock:vci:quote_history,7,256642650.00000003,256642650,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,RESOLVED_BY_SINGLE_SOURCE,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-11,BID,source,vnstock,vnstock:vci:quote_history,7,vnstock:vci:quote_history,vnstock:vci:quote_history,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,NOT_REQUIRED_FOR_RECONCILIATION,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-11,BID,source_url,vnstock,vnstock:vci:quote_history,7,https://vnstocks.com/,https://vnstocks.com/,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,NOT_REQUIRED_FOR_RECONCILIATION,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-11,BID,fetch_time,vnstock,vnstock:vci:quote_history,7,2026-06-04T03:25:28+00:00,2026-06-04t03:25:28+00:00,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,NOT_REQUIRED_FOR_RECONCILIATION,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-11,BID,confidence_raw,vnstock,vnstock:vci:quote_history,7,medium,medium,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,NOT_REQUIRED_FOR_RECONCILIATION,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-12,BID,ticker,vnstock,vnstock:vci:quote_history,7,BID,bid,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,RESOLVED_BY_SINGLE_SOURCE,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-12,BID,date,vnstock,vnstock:vci:quote_history,7,2026-03-12,2026-03-12,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,RESOLVED_BY_SINGLE_SOURCE,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-12,BID,close,vnstock,vnstock:vci:quote_history,7,40.75,40.75,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,RESOLVED_BY_SINGLE_SOURCE,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-12,BID,volume,vnstock,vnstock:vci:quote_history,7,6452900.0,6452900,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,RESOLVED_BY_SINGLE_SOURCE,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-12,BID,trading_value,vnstock,vnstock:vci:quote_history,7,262955675.0,262955675,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,RESOLVED_BY_SINGLE_SOURCE,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-12,BID,source,vnstock,vnstock:vci:quote_history,7,vnstock:vci:quote_history,vnstock:vci:quote_history,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,NOT_REQUIRED_FOR_RECONCILIATION,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-12,BID,source_url,vnstock,vnstock:vci:quote_history,7,https://vnstocks.com/,https://vnstocks.com/,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,NOT_REQUIRED_FOR_RECONCILIATION,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-12,BID,fetch_time,vnstock,vnstock:vci:quote_history,7,2026-06-04T03:25:28+00:00,2026-06-04t03:25:28+00:00,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,NOT_REQUIRED_FOR_RECONCILIATION,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-12,BID,confidence_raw,vnstock,vnstock:vci:quote_history,7,medium,medium,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,NOT_REQUIRED_FOR_RECONCILIATION,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-13,BID,ticker,vnstock,vnstock:vci:quote_history,7,BID,bid,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,RESOLVED_BY_SINGLE_SOURCE,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-13,BID,date,vnstock,vnstock:vci:quote_history,7,2026-03-13,2026-03-13,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,RESOLVED_BY_SINGLE_SOURCE,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-13,BID,close,vnstock,vnstock:vci:quote_history,7,40.65,40.65,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,RESOLVED_BY_SINGLE_SOURCE,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-13,BID,volume,vnstock,vnstock:vci:quote_history,7,7923500.0,7923500,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,RESOLVED_BY_SINGLE_SOURCE,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-13,BID,trading_value,vnstock,vnstock:vci:quote_history,7,322090275.0,322090275,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,RESOLVED_BY_SINGLE_SOURCE,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-13,BID,source,vnstock,vnstock:vci:quote_history,7,vnstock:vci:quote_history,vnstock:vci:quote_history,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,NOT_REQUIRED_FOR_RECONCILIATION,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-13,BID,source_url,vnstock,vnstock:vci:quote_history,7,https://vnstocks.com/,https://vnstocks.com/,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,NOT_REQUIRED_FOR_RECONCILIATION,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-13,BID,fetch_time,vnstock,vnstock:vci:quote_history,7,2026-06-04T03:25:28+00:00,2026-06-04t03:25:28+00:00,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,NOT_REQUIRED_FOR_RECONCILIATION,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-13,BID,confidence_raw,vnstock,vnstock:vci:quote_history,7,medium,medium,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,NOT_REQUIRED_FOR_RECONCILIATION,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-16,BID,ticker,vnstock,vnstock:vci:quote_history,7,BID,bid,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,RESOLVED_BY_SINGLE_SOURCE,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-16,BID,date,vnstock,vnstock:vci:quote_history,7,2026-03-16,2026-03-16,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,RESOLVED_BY_SINGLE_SOURCE,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-16,BID,close,vnstock,vnstock:vci:quote_history,7,40.3,40.3,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,RESOLVED_BY_SINGLE_SOURCE,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-16,BID,volume,vnstock,vnstock:vci:quote_history,7,5174500.0,5174500,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,RESOLVED_BY_SINGLE_SOURCE,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-16,BID,trading_value,vnstock,vnstock:vci:quote_history,7,208532350.0,208532350,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,RESOLVED_BY_SINGLE_SOURCE,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-16,BID,source,vnstock,vnstock:vci:quote_history,7,vnstock:vci:quote_history,vnstock:vci:quote_history,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,NOT_REQUIRED_FOR_RECONCILIATION,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-16,BID,source_url,vnstock,vnstock:vci:quote_history,7,https://vnstocks.com/,https://vnstocks.com/,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,NOT_REQUIRED_FOR_RECONCILIATION,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-16,BID,fetch_time,vnstock,vnstock:vci:quote_history,7,2026-06-04T03:25:28+00:00,2026-06-04t03:25:28+00:00,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,NOT_REQUIRED_FOR_RECONCILIATION,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-16,BID,confidence_raw,vnstock,vnstock:vci:quote_history,7,medium,medium,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,NOT_REQUIRED_FOR_RECONCILIATION,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-17,BID,ticker,vnstock,vnstock:vci:quote_history,7,BID,bid,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,RESOLVED_BY_SINGLE_SOURCE,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-17,BID,date,vnstock,vnstock:vci:quote_history,7,2026-03-17,2026-03-17,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,RESOLVED_BY_SINGLE_SOURCE,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-17,BID,close,vnstock,vnstock:vci:quote_history,7,40.45,40.45,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,RESOLVED_BY_SINGLE_SOURCE,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-17,BID,volume,vnstock,vnstock:vci:quote_history,7,6922000.0,6922000,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,RESOLVED_BY_SINGLE_SOURCE,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-17,BID,trading_value,vnstock,vnstock:vci:quote_history,7,279994900.0,279994900,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,RESOLVED_BY_SINGLE_SOURCE,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-17,BID,source,vnstock,vnstock:vci:quote_history,7,vnstock:vci:quote_history,vnstock:vci:quote_history,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,NOT_REQUIRED_FOR_RECONCILIATION,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-17,BID,source_url,vnstock,vnstock:vci:quote_history,7,https://vnstocks.com/,https://vnstocks.com/,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,NOT_REQUIRED_FOR_RECONCILIATION,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-17,BID,fetch_time,vnstock,vnstock:vci:quote_history,7,2026-06-04T03:25:28+00:00,2026-06-04t03:25:28+00:00,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,NOT_REQUIRED_FOR_RECONCILIATION,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-17,BID,confidence_raw,vnstock,vnstock:vci:quote_history,7,medium,medium,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,NOT_REQUIRED_FOR_RECONCILIATION,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-18,BID,ticker,vnstock,vnstock:vci:quote_history,7,BID,bid,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,RESOLVED_BY_SINGLE_SOURCE,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-18,BID,date,vnstock,vnstock:vci:quote_history,7,2026-03-18,2026-03-18,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,RESOLVED_BY_SINGLE_SOURCE,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-18,BID,close,vnstock,vnstock:vci:quote_history,7,41.3,41.3,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,RESOLVED_BY_SINGLE_SOURCE,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
market_price,ticker=BID|date=2026-03-18,BID,volume,vnstock,vnstock:vci:quote_history,7,14609300.0,14609300,https://vnstocks.com/,2026-06-04T03:25:28+00:00,medium,EVIDENCE_AVAILABLE,RESOLVED_BY_SINGLE_SOURCE,real market row from vnstock Quote.history; trading_value derived from fetched close*volume
